,sentence,start,end
0,"""Donald Trumps disrespect for our military knows no bounds",0,58
1,This week as brave American troops embarked on a crucial mission supporting anti-ISIS forces in Iraq Trump was already declaring defeat,518,653
2,He called our leaders stupid for not following his uninformed advice,1113,1181
3,"And now hes personally insulting a military expert and retired Army Colonel who served for 30 years for knocking his plan."" ""A complex operation to take a major city – with hundreds of thousands of civilians untold traps and IEDs and the possibility of street-to-street fighting – requires careful planning and methodical execution not a fly-by-night bums rush."" ""But sadly none of this is surprising coming from Donald Trump",1399,1824
4,Over the course of this campaign he has claimed to know more about military operations than our generals do,2033,2140
5,He has mocked U.S,2492,2509
6,prisoners of war,2893,2909
7,He has insulted Gold Star families,3287,3321
8,He has joked about how he always wanted a Purple Heart,3672,3726
9,He has never apologized for any of it,4091,4128
10,He calls our military a disaster and then turns around and asks the country to make him our Commander-in-Chief,4537,4647
11,"Its a disgrace and we can never let him assume that sacred role."" ",5056,5121
