,sentence,start,end
0,Thank you it is so great to be here in Florida,0,46
1,In 26 days we are going to win the state and we are going to win the White House,438,518
2,Our movement is about replacing a failed and corrupt political establishment with a new government controlled by you the American People,897,1033
3,There is nothing the political establishment will not do and no lie they will not tell to hold on to their prestige and power at your expense,1329,1470
4,The Washington establishment and the financial and media corporations that fund it exists for only one reason: to protect and enrich itself,1766,1905
5,"""The establishment has trillions of dollars at stake in this election",2250,2319
6,"As an example just one single trade deal theyd like to pass involves trillions of dollars controlled by many countries corporations and lobbyists."" For those who control the levers of power in Washington and for the global special interests they partner with our campaign represents an existential threat",2597,2901
7,This is not simply another 4-year election,3199,3241
8,This is a crossroads in the history of our civilization that will determine whether or not We The People reclaim control over our government,3612,3752
9,The political establishment that is trying everything to stop us is the same group responsible for our disastrous trade deals massive illegal immigration and economic and foreign policies that have bled this country dry,4040,4259
10,The political establishment has brought about the destruction of our factories and our jobs as they flee to Mexico China and other countries throughout the world,4536,4697
11,Our just-announced jobs numbers are anemic and our gross domestic product or GDP is barely above one percent,5015,5123
12,Workers in the United States were making less than they were almost 20 years ago – and yet they are working harder,5437,5551
13,"""Its a global power structure that is responsible for the economic decisions that have robbed our working class stripped our country of its wealth and put that money into the pockets of a handful of large corporations and political entities."" Just look at what this corrupt establishment has done to our cities like Detroit and Flint Michigan – and rural towns in Pennsylvania Ohio North Carolina and across our country",5722,6141
14,They have stripped these towns bare and raided the wealth for themselves and taken away their jobs,6324,6422
15,"""The Clinton Machine is at the center of this power structure",6794,6855
16,Weve seen this firsthand in the WikiLeaks documents in which Hillary Clinton meets in secret with international banks to plot the destruction of U.S,7201,7349
17,"sovereignty in order to enrich these global financial powers."" And likewise the emails show that the Clinton Machine is so closely and irrevocably tied to media organizations that she is given the questions and answers in advance of her debates",7612,7856
18,Clinton is also given approval and veto power over quotes written about her in the New York Times,8114,8211
19,And the emails show the reporters collaborate and conspire directly with the Clinton Campaign on helping her win the election,8537,8662
20,"""With their control over our government at stake with trillions of dollars on the line the Clinton Machine is determined to achieve the destruction of our campaign which has now become a movement the likes of which our country has never seen before – and we wont let them do that."" ""The most powerful weapon deployed by the Clintons is the corporate media",8859,9214
21,Lets be clear on one thing: the corporate media in our country is no longer involved in journalism,9393,9491
22,They are a political special interest no different than any lobbyist or other financial entity with an agenda,9814,9923
23,"And their agenda is to elect the Clintons at any cost at any price no matter how many lives they destroy."" For them it is a war – and for them nothing is out of bounds",10175,10342
24,This is a struggle for the survival of our nation,10592,10641
25,This election will determine whether we are a free nation or whether we have only the illusion of Democracy but are in fact controlled by a small handful of global special interests rigging the system,10918,11118
26,This is not just conspiracy but reality and you and I know it,11402,11463
27,The establishment and their media enablers wield control over this nation through means that are well known,11807,11914
28,Anyone who challenges their control is deemed a sexist a racist a xenophobe and morally deformed,12246,12342
29,They will attack you they will slander you they will seek to destroy your career and reputation,12673,12768
30,And they will lie lie and lie even more,13131,13170
31,The Clintons are criminals,13575,13601
32,This is well-documented and the establishment that protects them has engaged in a massive cover-up of widespread criminal activity at the State Department and Clinton Foundation in order to keep the Clintons in power,13935,14151
33,Never in history have we seen such a cover-up as this one that includes the destruction of 33000 emails 13 phones laptops missing boxes of evidence and on and on,14396,14557
34,People who are capable of such crimes against our nation are capable of anything,14839,14919
35,And so now we address the slander and libels that was just last night thrown at me by the Clinton Machine the New York Times and other media outlets as part of a concerted coordinated and vicious attack,15167,15369
36,"It is not coincidence that these attacks come at the exact same moment and all together at the same time as the WikiLeaks documents expose the massive international corruption of the Clinton Machine – including 2000 more emails this morning ""These claims about me of inappropriate conduct with women are totally and absolutely false – and the Clinton Machine knows it is",15508,15878
37,Its all fabricated,16143,16161
38,Its pure fiction and outright lies,16589,16623
39,These events never happened,17044,17071
40,"The claims are preposterous ludicrous and defy truth common sense and logic."" We already have substantial evidence to dispute these lies and it will be made public in the appropriate way and at the appropriate time",17396,17610
41,These lies come from outlets whose past stories and past claims have already been discredited,17900,17993
42,The media outlets did not even attempt to confirm the most basic facts because even a simple investigation would have shown these are false smears,18319,18465
43,"""Whats happening to me is no different than what happened to other innocent people like the story written in Rolling Stone Magazine – and that magazine should be put out of business."" Six months ago the New York Times wrote a massive story attacking me and the central witness they used said the story was false that she was quoted inaccurately",18649,18993
44,She said I was a great guy and never made those remarks,19196,19251
45,We demanded a retraction but they refused to print it – just like they refused to print the comments from another source who praised me in her book or the words of another wonderful woman who said nice things,19508,19716
46,That story was a fraud and an embarrassment to the New York Times,19966,20031
47,It will be part of the lawsuit we are preparing against them,20365,20425
48,Now today the same two discredited writers who should have been fired from the times tell a totally fabricated and false story that supposedly took place on an airplane more than 30 years ago – another ridiculous tale no witnesses no nothing,20685,20926
49,"""Also a writer from people magazine who wrote a story on Melania and myself on our first anniversary",21173,21273
50,The story was lovely but last night we hear after 12 years a new claim that I made inappropriate advances,21574,21679
51,I ask a very simple question why wasnt it part of the story that appeared 12 years ago? I was one of the biggest stars on television and it would have been one of the biggest stories of the year,21905,22099
52,Take a look at her words,22345,22369
53,It would have been the headline,22737,22768
54,"No it only appears 26 days before the election."" This invented account has already been debunked by eyewitness testimony – the very witness identified by the author has said the story is entirely false",23067,23268
55,This weekend the New York Times published a full-page hit piece with another claim from an individual who has been totally discredited based on the emails and letters she has sent to our office over the years,23498,23706
56,But the New York Times refused to use the evidence we presented them,23994,24062
57,Others have likewise were presented with this story but after seeing the evidence we provided refused to print it,24376,24489
58,"""This is part of a concerted effort led by the New York Times which is fighting desperately for its relevance and survival and which probably wont even be around in a few years based on its financial outlook has become more and more vicious and vile."" I will not allow the Clinton Machine to turn this campaign into a discussion of their slanders and lies but will remain focused on the issues facing the American people",24639,25059
59,But let me state this as clearly as I can,25233,25274
60,These attacks are orchestrated by the Clintons and their media allies,25628,25697
61,They are false and slanderous in every respect,26057,26103
62,We are now less than a month from the most important election of our lifetime – indeed one the most important elections in modern history – and the polls show us in a dead heat,26392,26568
63,And the new Rasmussen poll shows us 2 points ahead,26837,26887
64,So now the Clinton Machine has put forward a small handful of people out of the tens of thousands I have met worked with and employed – in order to make wild and false allegations that fail to meet even the most basic test of common sense,27112,27350
65,Again this is nothing more than an attempt to destroy our movement and for the Clintons to keep their corrupt control over this government,27556,27694
66,When I declared my candidacy I knew what bad shape our country was in,27998,28067
67,I had seen firsthand the corruption and the sickness that has taken over our politics,28389,28474
68,I knew they would throw every lie they could at me and my family and my loved ones,28761,28843
69,I knew they would stop at nothing to try to stop me,29129,29180
70,But I take all of these slings and arrows for you,29484,29533
71,I take them for our movement so that we can have our country back,29840,29905
72,Our great civilization here in America and across the civilized world has come upon a moment of reckoning,30204,30309
73,"""Weve seen it in the United Kingdom where they voted to liberate themselves from global government and global trade deals and global immigration deals that have destroyed their sovereignty."" But the central base of world political power is here in America and it is our corrupt political establishment that is the greatest power behind the efforts at radical globalization and the disenfranchisement of working people",30514,30931
74,Their financial resources are unlimited,31195,31234
75,Their political resources are unlimited,31698,31737
76,Their media resources are unlimited,32200,32235
77,And most importantly the depths of their immorality is unlimited,32671,32735
78,Our political establishment has no soul,33158,33197
79,I knew these false attacks would come,33612,33649
80,I knew this day would arrive,34056,34084
81,And I knew the American people would rise above it and vote for the future they deserve,34438,34525
82,The only thing that can stop the Corrupt Clinton Machine is you,34839,34902
83,The only force strong enough to save this country is you,35252,35308
84,The only people brave enough to vote out this corrupt establishment is you the American People,35659,35753
85,They control the Department of Justice and they even clandestinely meet with the Attorney General of the United States – in the back of her airplane while on the runway – for 39 minutes – to most likely discuss her reappointment in a Clinton Administration just prior to the Attorney General making a decision over whether or not to prosecute Hillary Clinton,35957,36315
86,"""Likewise they have corrupted the Director of the FBI to the point at which stories are already saying the great men and women who work for the FBI are embarrassed and ashamed to what hes done to one of our great institutions",36456,36681
87,"Hillary Clinton is guilty of all of the things that Director Comey stated at his press conference and Congressional hearings and far more – and yet he let her off the hook while others lives are being destroyed for far less."" This is a conspiracy against you the American people",36831,37109
88,This is our moment of reckoning as a society and as a civilization,37327,37393
89,"""I didnt need to do this",37738,37762
90,I built a great company and I had a wonderful life,38121,38171
91,I could have enjoyed the benefits of years of successful business for myself and my family instead of going through this absolute horror show of lies deceptions and malicious attacks,38470,38652
92,"Im doing it because this country has given me so much and I feel strongly it was my turn to give back."" Some people warned me this campaign would be a journey to hell",38883,39049
93,But they are wrong it will be a journey to heaven because we will help so many people,39277,39362
94,"""In my former life I was an insider as much as anybody else – and I know whats like to be an insider",39615,39715
95,Now I am being punished for leaving their special club and revealing to you their great scam,39976,40068
96,Because I used to be part of the club Im the only one who can fix it,40346,40414
97,"Im doing this for the people and this movement is just right – and we will take back this country for you and Make America Great Again."" The corrupt establishment knows that we are an existential threat to their criminal enterprise",40633,40864
98,They know that if we win their power is gone and returned to you,41126,41190
99,The clouds hanging over our government can be lifted and replaced with a bright future – but it all depends on whether we let the New York Times decide our future or whether we let the American people decide our future,41438,41656
100,If this Clinton Campaign of Destruction is allowed to work then no other highly successful person – which is what our country needs – will ever again run for this office,41876,42045
101,I will not lie to you,42340,42361
102,These false attacks hurt,42721,42745
