,sentence,start,end
0,"""I think it sends an amazing message."" I went because I want to be informed on the candidate I want to vote for",0,111
1,I am an advocate for education I appreciate her policies—and I appreciate that she supports teachers,498,598
2,We have a high transient population here in Miami and as a teacher I get kids all the time with stories,924,1027
3,"""This week we slept in our car"" or ""We are staying in my aunts house because my dad got deported."" I see them on a day-to-day basis",1286,1417
4,Hillary will do everything within the law to do something about it,1702,1768
5,Shes not just selling a dream,2126,2155
6,Shes said she will do everything possible to keep families together,2526,2593
7,And as a resident of south Florida global warming is also important,2947,3014
8,Climate change is real and sea levels are rising—she is going to work to make sure that our city stays afloat,3335,3444
9,"""I have been a Hillary supporter and fan for decades",3752,3804
10,I voted for her in 2008 and when she didnt get the nomination I voted for Obama,4117,4196
11,"I think shell be able to continue the progress that President Obama has made."" ""She explained everything very well",4492,4606
12,You know how she is she went into a lot of detail,4935,4984
13,She understands the differences within the community those who have been here for years versus others who havent been here for as long,5316,5450
14,Her knowledge was extraordinary,5802,5833
15,"Nothing that I would do differently."" ""What worries me as a scientist is the environment",6212,6300
16,Climate change—and addressing it when we can do something about it—is my main issue,6630,6713
17,"I live a few miles from the water maybe three miles so I live in a much higher elevation—13 feet which is high for Miami! But whenever you go closer to the coast its very obvious."" ""Im also a very big feminist I have two daughters and issues like equal pay are important to me."" ",6981,7259
