,sentence,start,end
0,"""Its so great to be back in Ohio."" Come November we are going to win this state we are going to win the White House – and we are going to bring back your jobs",0,158
1,We are going to negotiate fair trade deals that put American workers first,529,603
2,We are going to stop the product dumping the unfair foreign subsidies and the currency manipulation,931,1030
3,We are going to stop the foreign cheating,1381,1422
4,The era of economic surrender is over,1815,1852
5,A new era of American Greatness is beginning,2248,2292
6,No state has been hurt worse by the Hillary Clinton trade policies than Ohio,2681,2757
7,"""Hillary Clinton backed her husbands NAFTA she backed Chinas entrance into the World Trade Organization she backed the job-killing trade deal with South Korea and backed the Trans-Pacific Partnership."" One bad deal after another",3080,3308
8,"""Hillary Clintons donors own her and she will do whatever they tell her to do."" Ohio has lost nearly 1 in 3 manufacturing jobs since NAFTA and nearly 1 in 4 manufacturing jobs since China entered the World Trade Organization",3526,3750
9,Our trade deficit in goods with the world is now nearly $800 billion dollars,4019,4095
10,This subtracts directly from our growth – our economy grew only 1.1 percent in the last quarter a total disaster,4421,4533
11,This is the legacy of Hillary Clinton,4857,4894
12,I am promising a new legacy for America,5263,5302
13,We are going to create a New American Future,5660,5704
14,But to do that we have to stop the Trans-Pacific Partnership,6068,6128
15,Our trade deficit with the proposed TPP member countries cost the state of Ohio more than 100000 manufacturing jobs last year,6451,6576
16,Imagine how many more jobs would be lost if TPP was actually approved,6910,6979
17,"Hillary Clinton who called the TPP the ""Gold Standard"" would 100% approve it if she ever got in",7301,7396
18,"""We wont let that happen."" We will win this election and we will keep America out of the TPP",7683,7775
19,We will defend our freedom our jobs and our economic independence,8091,8156
20,"""Its going to be America First."" My economic plan is going to grow this economy raise your wages and create millions of new jobs",8450,8578
21,Here are a few of the things we will do: A massive tax cut for working Americans,8873,8953
22,"""We are going to eliminate regulations that kill American jobs and that includes getting rid of the Obama Administrations new anti-energy rules that will raise Ohio energy bills by more than 40 percent."" Hillary Clinton says she wants to ""put a lot of coal miners and coal companies out of business."" Just like she wants to put the steel workers out of business",9173,9534
23,We are going to put the miners and the steel workers back to work – and we are going to get your energy bills down,9686,9800
24,We are going to repeal and replace Obamacare saving another 2 million jobs over the next decade,10072,10167
25,We are going to create jobs for all of our people and we are going to fight to ensure that every young African-American and Latino child is put on the ladder of American success: a good education and a great job,10411,10622
26,Another major part of our agenda is immigration security,10897,10953
27,We need to protect American jobs,11344,11376
28,We need to protect American safety,11774,11808
29,Last night I outlined a detailed plan to provide jobs safety and security to the American people with bold new immigration reforms,12158,12288
30,I had a great meeting yesterday with the President of Mexico where we both expressed our shared desire to secure the border put the cartels out of business and to keep jobs in our hemisphere,12553,12743
31,"""Lets also talk about government corruption."" No issue better illustrates how corrupt my opponent is than her pay-for-play scandals as Secretary of State",13019,13172
32,Here is one example of Clinton Corruption,13536,13577
33,"""As Secretary of State Hillary Clinton signed off on a deal allowing Russians to take an increased stake in a company called Uranium One giving up control of about 20 percent of Americas uranium supply to the Russians",13883,14100
34,Clintons approval of the deal netted the owners of the uranium company millions of dollars,14376,14466
35,In exchange for signing off on the deal some of the former owners of Uranium One gave the Clinton Foundation millions of dollars in donations,14794,14935
36,"In addition Bill Clinton received $500000 for a speech to a Kremlin-backed investment firm that was a beneficiary of the deal."" Here is another example of pay-for-play",15227,15394
37,In 2009 Ericsson telecommunications came under U.S,15783,15833
38,pressure for selling telecom equipment to several oppressive governments – including Sudan Syria and Iran,16254,16359
39,Some these regimes used those technologies to monitor and control their own people,16754,16836
40,"""In June 2011 Hillary Clintons state department began adding goods and service to a list that might be covered under expanded sanctions on Iran and other state sponsors of terrorism."" During that time Ericsson sponsored a speech by Bill Clinton paying him $750000 – his highest paying speech",17111,17402
41,"""In April 2012 the Obama Administration issued an executive order imposing sanctions on telecom sales to Iran and Syria –but those sanctions did not cover Ericssons work in Iran."" A Trump Administration will end the government corruption",17611,17848
42,No one will be above the law,18165,18193
43,"""We will have one set of rules for everyone",18555,18598
44,"In Hillary Clintons world we have one set of rules for her – and another set of rules for everyone else."" ""I am fighting for everyone who doesnt have a voice",18894,19051
45,"The forgotten men and women of America."" I am your voice",19343,19399
46,"""Hillary Clintons campaign is funded by Wall Street and hedge fund managers."" My campaign is powered by my own money but also by small dollar donations from working people across this country who want their country back",19695,19914
47,Nothing terrifies the ruling class more than when everyday working people give 5 10 or 15 dollars to our campaign to help us take government away from the special interests and give it back to the voters,20133,20336
48,Come November 8th we are once again going to have a government that serves you your family and your country,20574,20681
49,We are going to rebuild our depleted military avoid needless foreign wars build new friendships overseas and remember those three famous words: Peace Through Strength,20986,21152
50,We are going to work with our allies to crush defeat and utterly destroy ISIS,21482,21559
51,"""We are going to have a new immigration screening test to keep people out of our country who dont support our tolerant values."" My tax reforms will add millions of new jobs and thousands of new small businesses",21825,22035
52,My energy reforms will create millions of new jobs and lower the prince of your energy bill,22292,22383
53,My trade reforms will raise wages grow jobs and add trillions in new wealth into our country,22719,22811
54,My immigration reforms will protect your jobs and stop businesses from exploiting visas programs that hurt poor workers,23150,23269
55,My infrastructure plans will rebuild your roads bridges and airports,23652,23720
56,My regulatory reforms will make it easier for African-Americans small businesses to thrive and for young children to live out their dreams,24096,24234
57,My promise of school choice charter schools and merit-pay for teachers will help low-income students in our inner cities,24604,24724
58,Hillary Clinton discriminates against poor African-American children by opposing school choice,25112,25206
59,My government reforms will make your voice heard – not the voice of the special interests,25604,25693
60,Every insider getting rich off of our broken system is throwing money at Hillary Clinton,26078,26166
61,"""Its the powerful protecting the powerful."" Insiders fighting for insiders",26536,26610
62,I am fighting for you,27011,27032
63,Every day you turn on the nightly news you hear about how some self-interested banker or some Washington insider says they oppose our campaign,27397,27539
64,Or some encrusted old politician says they oppose our campaign,27874,27936
65,Or some big time lobbyist says they oppose our campaign,28306,28361
66,"""I wear their opposition as a badge of honor",28732,28776
67,Because it means I am fighting for REAL change not just partisan change,29124,29195
68,I am fighting – all of us across the country are fighting – for peaceful regime change in our own country,29518,29623
69,"The media-donor-political complex thats bled this country dry has to be replaced with a new government of by and for the people."" I will fight to ensure that every American is treated equally protected equally and honored equally",29869,30098
70,We will reject bigotry and hatred and oppression in all of its forms and seek a new future of security prosperity and opportunity – a future built on our common culture and values as one American people,30307,30509
71,I am asking for your vote so I can be your champion in the White House,30752,30822
72,"""To every parent who dreams for their children and to every child who dreams for their future I say these words to you tonight: Im with you I will fight for you and I will win for you."" Together We Will Make America Strong Again",31039,31267
73,We Will Make American Safe Again,31632,31664
74,And We Will Make America Great Again,32043,32079
75,Thank you and God Bless,32458,32481
