,sentence,start,end
0,"""Former Massachusetts senator Scott P",0,37
1,"Brown a moderate Republican who two years ago ran for Senate in New Hampshire will endorse Donald Trump at a rally here Tuesday night one week before the states presidential primary."" ""Browns decision has been closely guarded for days but it was confirmed by two people familiar with the event where Brown will appear onstage with the candidate."" ""When reached early Tuesday afternoon the Trump campaigns spokesperson would not discuss the rally or possible guests",474,938
2,"Brown was unavailable for comment."" ""Browns move could give Trump a significant boost one day after the mogul lost the Iowa caucuses to Sen",1110,1249
3,"Ted Cruz of Texas."" ""Although Brown was defeated in his senatorial bid here he has been a popular GOP figure in New England ever since his stunning come-from-behind victory in Massachusettss special election to fill the Senate seat in 2010."" Brown is also a favorite of many establishment Republicans because of his centrist positions including support for abortion rights and for a ban on assault weapons",1406,1811
4,His profile and personality however are blue collar and populist,2035,2099
5,He drove a pickup truck during his Senate bids and is a habitué of Cheap Trick concerts,2470,2557
6,On the endorsement front Brown is the first U.S,2910,2957
7,senator current or former to formally back Trump,3340,3388
8,In the New Hampshire contest Trump faces stiff competition not only from Cruz but from a crowd of mainstream Republicans who have strong pockets of support in and have been relentlessly campaigning in the state such as New Jersey Gov,3687,3920
9,Chris Christie Ohio Gov,4226,4249
10,John Kasich and former Florida governor Jeb Bush,4641,4689
11,Sen,5092,5095
12,Marco Rubio of Florida who placed a strong third in Iowa is another threat,5473,5547
13,The relationship between Trump and Brown has grown cozy in recent months with a series of meetings and phone calls,5869,5983
14,At a January event in Portsmouth N.H,6330,6366
15,"Trump said Brown was cut out of ""central casting"" and could be his vice-presidential pick",6743,6832
16,"Brown called Trump ""the next president of the United States."" Speaking with reporters after the event Brown said he was weighing three factors as he decided whom to endorse: ""Somebody who is not afraid to make a decision and doesnt always follow the polls; sometimes who will be politically incorrect and will do whats best for this country",7075,7415
17,..,7799,7801
18,"Someone also who is not afraid to admit when theyre wrong."" That somebody is Trump",8234,8316
