,sentence,start,end
0,"""The stakes couldnt be higher."" ""On January 20 2017 America will begin our next chapter",0,87
1,A new president will stand on the steps of the Capitol raise one hand and take the oath of office,500,597
2,"From that moment on he or she will decide whether we defend and build on the progress weve made under President Obama—or tear it all away."" That feels pretty personal to me—not just as an American who supports President Obama but also as someone who was proud to work alongside him at the White House",875,1175
3,I remember vividly the day after the 2008 election when President-elect Obama asked me to come see him in Chicago,1382,1495
4,It turned out that he would ask me to be secretary of state,1796,1855
5,But first we talked about everything he was doing to get ready for his first term—and everything he was learning about the reality of the economic crisis our country was facing,2135,2311
6,The president-elect was getting briefings every day sometimes several times a day,2613,2694
7,And the news was not good,3048,3073
8,"He turned to me and said ""It is so much worse than they told us."" He was right",3402,3480
9,"""By the time President Obama was sworn into office we were on the brink of another Great Depression",3759,3858
10,Before the worst was over we were losing 800000 jobs a month 5 million Americans lost their homes and 13 trillion dollars of family wealth was wiped away,4136,4289
11,Meanwhile our auto industry—the pride of American manufacturing and ingenuity for decades—was on the verge of collapse,4598,4716
12,"It turned out to be the second-worst financial crisis in our countrys history."" ""President Obama changed all that",5067,5180
13,Look where we are today,5580,5603
14,Weve had 70 straight months of private-sector job growth,6012,6068
15,Our businesses have created 14.1 million jobs,6463,6508
16,The unemployment rate is the lowest in seven years,6915,6965
17,"And the auto industry just had its best year "" ",7341,7387
18,"""Thats a pretty outstanding record for any president—let alone one who took office amid an economic disaster",7754,7862
19,?Thats not all,8252,8266
20,Weve imposed the toughest regulations on Wall Street since the 1930s,8686,8754
21,"We created the Consumer Financial Protection Bureau just over a year ago—and its already returned nearly $11 billion to consumers."" ""Weve restored our standing around the world",9119,9295
22,Under President Obamas leadership we worked with Congress and the United Nations to impose crippling sanctions against Iran which paved the way for a landmark deal that will keep Iran from obtaining a nuclear weapon,9571,9786
23,We stood up for LGBT rights and womens rights around the world,10074,10136
24,We brought Osama bin Laden to justice,10505,10542
25,"And thanks to a lot of painstaking diplomacy by the president and his team nearly 200 countries have signed on to a landmark agreement to tackle the urgent threat of climate change."" ""Then theres the progress weve made toward a cause close to my heart: putting quality affordable health care within reach for everyone",10794,11111
26,Thanks to the Affordable Care Act 18 million Americans now have health coverage,11364,11443
27,Millions more are receiving benefits like free preventive care,11857,11919
28,Americans can sleep easier knowing theyll never be denied coverage because of a pre-existing condition,12343,12445
29,Democrats have been trying to pass universal health care since Harry Trumans administration,12840,12931
30,President Obama got it done,13337,13364
31,"Now we need to build on it bring down out-of-pocket costs and make sure every American can get the care they deserve."" If you take a step back and look at all America has achieved over the past eight years its remarkable to see how far weve come",13635,13880
32,But youd never know it from listening to the Republicans,14113,14169
33,Theyre quick to demonize and demean President Obama,14528,14579
34,"At the last GOP presidential debate two candidates referred to him as a ""child."" That kind of racially coded rhetoric has no place in our politics",14906,15052
35,Instead of insulting our president we should be thanking him,15398,15458
36,"? ""Republicans arent just harshly criticizing the president",15856,15915
37,Theyre threatening to undo just about everything he has achieved,16302,16366
38,They want to repeal the Affordable Care Act; in fact theyve voted to repeal or dismantle it more than 50 times,16726,16836
39,Theyre hard at work dismantling workers rights and voting rights,17176,17240
40,They want to take away womens rights to make our own health decisions,17617,17686
41,"Some even want to reverse marriage equality—one of the greatest civil rights accomplishments in American history."" ""In short they want to drag us backward and undo all the progress weve worked so hard to achieve",18000,18211
42,"We cant let that happen."" ""As president I will carry forward the Democratic record of achievement",18515,18612
43,Ill defend President Obamas accomplishments and build upon them,18997,19060
44,Ill work to get incomes rising for middle-class families make college affordable alleviate the crushing burden of student debt protect LGBT Americans from discrimination preserve womens access to health care and reproductive choice and keep America safe from threats at home and abroad,19408,19693
45,"And Ill never allow the Affordable Care Act to be repealed."" ""?Weve made tremendous progress over the past eight years",19967,20085
46,That shouldnt be dismissed or taken lightly,20441,20484
47,Lets keep that progress going,20872,20901
48,Lets make sure no one turns the clock back,21283,21325
49,Weve come too far,21700,21717
50,Weve accomplished too much,22118,22144
51,We can do even more for our families our communities and the country we love,22570,22646
52,And together we can build an economy and a country that works for everyone,23072,23146
53,"That would be truly revolutionary."" ",23572,23607
