,sentence,start,end
0,"""Thank you",0,10
1,Thank you all,397,410
2,Hello everyone,797,811
3,Its great to be here at UNC Greensboro,1198,1236
4,I want to thank Martha for that wonderful introduction,1623,1677
5,It means so much to have her here along with her wonderful daughter Sara and her mother Barbara,2064,2159
6,And the story she told is really one that motivates me every day because it is kids like Sara that led me to politics in the first place to try to make our country and our world better for them,2409,2602
7,So to see Sara grown up and thriving is very special and your whole familys support really means the world to me,2815,2927
8,"Thank you Martha Sara Barbara ""I have to say its great to be back on the campaign trail",3192,3279
9,As you may know I recently had a cough that turned out to be pneumonia,3564,3634
10,I tried to power through it but even I had to admit that maybe a few days of rest would do me good,3885,3983
11,And Im not great at taking it easy even under ordinary circumstances,4263,4331
12,"But with just two months to go until Election Day? Sitting at home was pretty much the last place I wanted to be."" ""But it turns out having a few days to myself was actually a gift",4582,4762
13,I talked with some old friends,5023,5053
14,I spent time with our very sweet dogs,5403,5440
15,I did some thinking,5797,5816
16,The campaign trail doesnt really encourage reflection and its important to sit with your thoughts every now and then,6159,6275
17,"And that did help me reconnect with what this whole campaign is about."" ""People like me – were lucky",6578,6678
18,When Im under the weather – now I just want to have a conversation and other people can wave their arms and their signs,6948,7067
19,But I want you to think with me for a minute about how I certainly feel lucky,7326,7403
20,When Im under the weather I can afford to take a few days off,7696,7757
21,Millions of Americans cant,8079,8105
22,"They either go to work sick or they lose a paycheck dont they?"" ""Lots of Americans still dont even have insurance or they do but its too expensive for them to actually use",8396,8567
23,"So they toss back some Tylenols they chug orange juice and they hope that the cough or the virus goes away on its own."" ""Lots of working parents cant afford childcare which in many states costs as much as college tuition",8764,8984
24,So for millions of moms and dads if they get sick theres no backup,9230,9296
25,"Theyre on their own arent they?"" ""Thats the story for too many people still in America",9617,9703
26,When illness strikes or an accident happens you feel youre on your own,10013,10083
27,If you lose your job or cant afford college youre on your own,10403,10464
28,"If your aging parent starts needing more help and you dont know what to do youre on your own."" ""Life events like these are catastrophic for some families but mere bumps in the road for others",10723,10914
29,I have met so many people living on a razors edge one illness away from losing their job one paycheck away from losing their home,11141,11270
30,And that goes against everything we stand for as Americans,11578,11636
31,Because some things should not come down to luck,12006,12054
32,Some things should be within reach for everyone no matter what,12435,12497
33,Like financial security,12892,12915
34,Like affordable health care,13326,13353
35,Like the peace of mind that comes with knowing that if something goes wrong your family will be okay,13716,13816
