,sentence,start,end
0,It is sad that two grown politicians have to collude against one person who has only been a politician for ten months in order to try and stop that person from getting the Republican nomination,0,193
1,Senator Cruz has done very poorly and after his New York performance which was a total disaster he is in free fall and as everyone has seen he does not react well under pressure,527,704
2,Also approximately 80% of the Republican Party is against him,980,1041
3,Governor Kasich who has only won 1 state out of 41 in other words he is 1 for 41 and he is not even doing as well as other candidates who could have stubbornly stayed in the race like him but chose not to do so,1274,1484
4,Marco Rubio as an example has more delegates than Kasich and yet suspended his campaign one month ago,1697,1798
5,Others likewise have done much better than Kasich who would get slaughtered by Hillary Clinton once the negative ads against him begin,2105,2239
6,85% of Republican voters are against Kasich,2603,2646
7,Collusion is often illegal in many other industries and yet these two Washington insiders have had to revert to collusion in order to stay alive,2998,3142
8,They are mathematically dead and this act only shows as puppets of donors and special interests how truly weak they and their campaigns are,3430,3569
9,I have brought millions of voters into the Republican primary system and have received many millions of votes more than Cruz or Kasich,3871,4005
10,Additionally I am far ahead of both candidates with delegates and would be receiving in excess of 60% of the vote except for the fact that there were so many candidates running against me,4265,4452
11,Because of me everyone now sees that the Republican primary system is totally rigged,4736,4820
12,When two candidates who have no path to victory get together to stop a candidate who is expanding the party by millions of voters (all of whom will drop out if I am not in the race) it is yet another example of everything that is wrong in Washington and our political system,5049,5323
13,This horrible act of desperation from two campaigns who have totally failed makes me even more determined for the good of the Republican Party and our country to prevail! ,5631,5801
