,sentence,start,end
0,"Republican presidential frontrunner Donald Trump said Friday that Pope Francis did not understand the gravity of the ""crime problem"" caused by illegal immigrants crossing the US-Mexican border when the pontiff appeared to criticize Trumps plan for a border wall",0,261
1,"""Trump in an interview with Fox News Greta Van Susteren also maintained his stated opposition to the war in Iraq which he has used in recent days to hammer presidential primary opponent Jeb Bush."" ""Hes a terrific person"" Trump said of the pope the leader of the worlds 1.2 billion Catholics",535,825
2,"""To me its about illegal immigration",1082,1118
3,"I dont think the pope really understood in terms of the crime problem and the problems of illegal immigration."" ""A person who thinks only about building walls wherever they may be and not building bridges is not Christian"" Pope Francis said Thursday",1409,1658
4,"A Vatican spokesman clarified the Popes remarks Friday saying he ""in no way made a personal attack"" on the New York businessman",1914,2041
5,"""Without borders we dont have a country and that Mexican border is just like a piece of Swiss cheese; people pour over"" Trump told Van Susteren on ""On the Record."" Trump also discussed a 2002 clip from the Howard Stern radio program in which he appeared to endorse the United States invasion of Iraq",2242,2541
6,"He asserted he was only a supporter of action against Iraq ""long before the war started."" ""By the time the war started I had gone—I was absolutely opposed to it",2721,2881
7,"I always thought it was a destabilization of the Middle East"" Trump said",3165,3237
8,"""It was the worst decision ever made in the history of our country"" Trump said",3578,3656
9,"""The war cost $2 trillion and thousands of lives."" ""Had Iraqi dictator Saddam Hussein lived—he was a bad guy but he killed terrorists"" Trump said adding that if former President George W",3978,4164
10,"Bush ""went to the beach and gone swimming instead of engaging with Iraq wed be better off."" ",4587,4678
