,sentence,start,end
0,"""Our country is declining",0,25
1,If something doesnt change then my children and future generations of Americans will inherit a mere shadow of what the United States once was,451,592
2,Donald Trump offers the only vision of how to change the path we are on,1018,1089
3,He has shown a remarkable ability to get things done in the face of seemingly impossible obstructions,1422,1523
4,No one else in this race has negotiated more successfully than he has in advancing towards a stated goal,1836,1940
5,He has the wherewithal to go the distance while ignoring the legions of bandit lobbyists in Washington DC and their robber baron bosses from Wall Street,2247,2399
6,He is unbowed by political correctness and unafraid of the Clinton Machine,2743,2817
7,He understands the geopolitical peril we face and will rebuild Americas reputation and military,3205,3300
8,He knows the deep debt we owe our veterans,3696,3738
9,He understands the enormous responsibility of leading America,4165,4226
10,He understands that he is the President of the whole country,4627,4687
11,He understands that the decisions he makes will directly affect every American for generations to come,5059,5161
12,He has learned how to make crucial decisions in a career spanning decades decisions where if youre wrong then youre out of business compared to giving eloquent speeches from the safety of the Senate floor,5460,5664
13,"I am proud to endorse his candidacy and to be a volunteer in his campaign and I look forward to his election as the next President of the United States."" ",6032,6185
