,sentence,start,end
0,"""I am honored to have earned the first-ever presidential endorsement of the NRDC Action Fund",0,92
1,"""Climate change is real it is being driven by human activity and it is happening right now",519,609
2,We cant wait for climate deniers and defeatists to get on board–we need to take immediate action to build on the progress President Obama has made in fighting this unprecedented global threat,964,1155
3,We need to use every tool we have to make America the clean energy superpower of the 21st century and to make sure no one is left out or left behind in the clean energy economy from communities struggling with the legacy of environmental racism to the coalfield communities that kept Americas lights on for generations,1321,1639
4,"""Thats why I have a comprehensive plan to combat climate change with bold national goals to expand clean energy boost energy efficiency and slash oil consumption",1856,2017
5,I will fight alongside the NRDC Action Fund for environmental and climate justice and invest in building a bright future for coalfield communities,2331,2477
6,And together we can get half of our electricity from clean sourcesxa0within 10 years create millions of good-paying jobs protect our communities from the dangerous climate impacts that were already seeing and ensure America is leading the world in the fight against climate change,2753,3033
7,"""The stakes for our childrens health and the future of our planet have never been higher",3305,3393
8,The presumptive Republican nominee has called climate change a Chinese hoax and called for scrapping the landmark Paris climate agreement,3730,3867
9,He has pledged to open up millions of acres of pristine public lands and waters to fossil fuel production at a time when Americas public lands are under unprecedented pressures,4165,4341
10,We need to be accelerating the transition to a clean energy future not letting a climate denier doom our children to a future beyond their capacity to repair,4603,4760
11,"""It has never been more critical that we come together to face the shared challenge of climate change–because there is no Planet B."" ",5203,5335
