,sentence,start,end
0,"""Civil rights activist and wife of the late Medgar Evers shares why shes standing with Hillary Clinton."" ""The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any state on account of race color or previous condition of servitude."" The 15th Amendment is clear",0,315
1,Since the late 1800s African Americans have been fighting for the right to vote—and today we are still fighting for that sacred right,574,707
2,In the 1950s and 60s we fought to give our children a quality education while a majority of black children were limited to poor segregated schools and we fought to end the scourge of racism that gripped our country,960,1174
3,Fifty three years ago my husband Medgar Evers was assassinated in our driveway after returning home from a mass meeting encouraging voter registration,1435,1585
4,"""Myrlie comforting her son at her husbands funeral."" Medgar always knew that progress depended on protecting our access to the ballot box",1914,2051
5,The vote he always believed was the best way to achieve justice and equality,2387,2463
6,"Medgar once said ""In the racial picture things will never be as they once were",2810,2888
7,"History has reached a turning point here and over the world."" This statement was true then and is even truer today",3204,3318
8,After decades of slow but steady progress the rights that my husband and many others fought and died for are threatened like never before,3602,3739
9,In 2011 the state of Mississippi held a referendum passing a restrictive voter ID law that should have required federal approval under the Voting Rights Act,4031,4187
10,Yet in 2013 the conservative justices of the Supreme Court eliminated those protections and the law went into effect just two years later,4490,4627
11,"""Today can we rely on the judicial branch of government to protect our right to vote? Im not certain the answer is yes and that is why I believe its important that we have a leader in the White House who will be a champion for social justice and economic equality."" Hillary Clinton understands that we must make it easier not harder to vote",4787,5127
12,Her plan to restore the provisions of the Voting Rights Act that would prevent voter ID laws is progress,5312,5416
13,Her plan to implement automatic universal voter registration is progress,5772,5844
14,Her plan to create a nationwide standard of 20 days of early voting before elections which will allow every American to exercise the right that so many fought for is progress,6164,6338
15,"""My home state of Mississippi has the second highest gun murder rate in the nation—nearly double the national average",6640,6757
16,Hillary Clinton has a plan to address gun violence with solutions that can actually be achieved,7093,7188
17,Gun violence is plaguing this country and robs us of 33000 people every year,7540,7616
18,It is no coincidence that Mississippi has some of the countrys most lenient firearms laws,7969,8058
19,"Hillary Clinton is the candidate that stands up to the NRA."" Hillary Clinton is standing up for our children and has a bold vision that protects them; eliminates the school-to-prison pipeline; improves our education system; and enhances the opportunities for women",8343,8607
20,Our economic and criminal justice systems remain stacked against the most vulnerable people in our society and young men of color are the unfortunate recipients of these injustices,8884,9064
21,Our youth are our future and must be protected,9428,9474
22,In the Senate Hillary Clinton sponsored legislation to ban racial profiling prosecute hate crimes and eliminate race-based disparities in our health care system,9847,10007
23,She is making progress,10403,10425
24,"""America needs a leader that will stand with communities of color to fight the injustices that still inundate our communities",10822,10947
25,Secretary Clinton is committed to fighting these battles,11316,11372
26,She has done it all her life from her days at the Childrens Defense Fund fighting for our children to helping those in need in Alabama,11714,11848
27,"Secretary Clinton is a compassionate woman and has been there during my time of tragedy and celebration."" ""She and her family shared in the 50th anniversary commemoration of my husbands life and legacy."" ""President Clinton and Myrlie at the 50th anniversary commemoration of Medgar Evers life."" Secretary Clinton will be there for you and for all of us",12034,12386
28,My husband and I have dedicated our lives to ensuring that men women and children of color are treated with respect and dignity,12587,12714
29,Our quest did not end with his death in 1963,13089,13133
30,Today I fight and stand for justice and equality for all Americans,13549,13615
31,Today I stand for progress—and I stand for Hillary Clinton,14031,14089
