,sentence,start,end
0,"""Hi there",0,9
1,Im Brad Komar,394,407
2,"I live in a place that isnt Brooklyn Iowa New Hampshire South Carolina or Nevada and I work for Hillary Clinton."" ""In fact Im all the way out in Colorado getting the campaign ready for Super Tuesday—and Im not the only one",792,1014
3,"There are staff like me in every single state that votes on March 1."" ""Now usually we try to stay out of the news",1288,1401
4,This campaign is about you—and how Hillary has the best plans and experience to help the families we talk to every single day,1661,1786
5,"But there was a story yesterday that seemed to imply that we hadnt already been laying groundwork beyond the four earliest states—and thats simply not true."" ""Were a campaign and were here to win so we obviously dont want to telegraph our game plan",2024,2272
6,"Across the country weve got more than 100000 volunteers who have made more than 8 million voter contact attempts nationwide."" ""What were building nationwide isnt about structure or process—its about the people on the ground and the great work they do every day to elect Hillary Clinton as our 45th president",2415,2722
7,"People like ...""  who led numerous phone banks in Minneapolis?Saint Paul and Rochester Minnesota this past weekend",2970,3083
8,They got 100 volunteers who together made 8000 calls and door knocks,3438,3506
9,""" an organizer in Tennessee who held three organizing meetings in the past two weeks with more than 50 people at each",3841,3958
10,"Our Tennessee team has made thousands of calls on behalf of the campaign and theyve held eight surrogate events (and a couple with the boss herself!)."" Our   who have recurring phone banks running in Oklahoma City hosted a huge debate watch party and a Tulsa organizing meeting tonight that has our largest RSVP list yet of any event in Oklahoma",4144,4487
11,"In Tulsa! ""I could keep going with a list of great stories from the field (its practically endless) but suffice it to say: Its a shame to see some folks overlook the work were putting in."" ""But thats OK",4622,4824
12,Like I said: This race isnt about us; its about you,5088,5139
13,So well keep pounding the pavement talking to you and your families about what keeps you up at night and how Hillarys fighting for you,5437,5571
14,Once the focus starts to shift from Iowa and Nevada and from our friends in the early states to the 11 states that will vote or caucus on March 1 well still be here,5856,6020
15,"And hey—if youre in Colorado (or want to swing through): "" ",6404,6462
