,sentence,start,end
0,"""Shes shown us what kind of person she is—and what kind of president shell be."" My constituents have been drinking washing and bathing in poisoned water",0,152
1,Fifty-six percent of Flint residents are African American and the majority of people in this city live below the poverty line,582,707
2,In March 2014 almost two years before I was elected officials decided to get our water from the Flint River,1022,1129
3,But the Flint River eroded our lead pipes and that lead seeped into our water,1455,1532
4,In children lead poisoning leads directly to learning disorders and developmental delay,1907,1994
5,"""The number of children suffering from lead poisoning has doubled and 10 people have died from Legionnaires disease—most likely because of our poisoned water."" People deserve to know how this happened and officials need to be held accountable",2316,2558
6,"Only one presidential candidate—Democrat or Republican—has reached out and asked ""What can I do? How can I help?"" And thats Hillary Clinton",2843,2982
7,"""Hillary is worried about the kids here",3330,3369
8,She saw the effects lead poisoning can have on children during her time as a senator from New York,3715,3813
9,Its ugly,4145,4153
10,"She wants to help."" She rolled up her sleeves and got to work",4507,4568
11,"Hillary sent campaign staff to Flint and they came back and said ""Heres what I see going on."" She talked about the issue on Rachel Maddows show calling on the governor to reach out to President Obama and to immediately set up a health monitoring and surveillance system",4799,5068
12,And she closed the Democratic debate on Sunday by expressing her outrage calling national attention to our struggle,5315,5430
13,"""Shes been doing her part to keep everything moving forward so we can get help to the people who need it."" ""Hillary is the kind of friend you want in the White House",5713,5878
14,And in fact shes the exact friend we need in the White House,6141,6201
15,Because this isnt something thats going to go away,6530,6580
16,"We need a fighter."" ""We need someone there fighting for the city of Flint making sure were getting what we need",6903,7014
17,"Hillary has shown us thats what kind of person she is—and what kind of president shell be."" ""She gets results",7409,7518
18,"And thats what we need."" ",7913,7937
