,sentence,start,end
0,Wow! What a night,0,17
1,An unbelievable night,391,412
2,What a great campaign,786,807
3,This has been an incredible honor to campaign across Iowa with so many of you to make the case for the kind of future we want,1181,1306
4,"""For the Democratic Party and for the United States of America",1659,1721
5,There is so much at stake in this election I dont need to tell you,2017,2083
6,"Every single one of you who came out for me who worked so many hours — from my young organizers with energy and passion to the families and friends across this state — I am deeply grateful."" ""I love all of you",2314,2523
7,Heres what I want you to know,2770,2799
8,It is rare that we have the opportunity we do now to have a real contest of ideas,3106,3187
9,"To really think hard about what the Democratic Party stands for and what we want the future of our country to look like if we do our part to build it."" ""I am a progressive who gets things done for people",3405,3608
10,I am honored to stand in the long line of American reformers who make up our minds that the status quo is not good enough,3811,3932
11,That standing still is not an option,4242,4278
12,And that brings people together to find ways forward that will improve the lives of Americans,4601,4694
13,I look back over the years of my involvement from the very first job I had at the Childrens Defense Fund,4980,5084
14,And I know,5420,5430
15,I know what we are capable of doing I know we can create more good paying jobs and raise incomes for hardworking Americans again,5745,5873
16,"I know that we can finish the job of universal health care coverage for every single man woman and child."" ""I know we can combat climate change and be the clean energy superpower of the 21st century",6113,6311
17,I know we can make our education system work for every one of our children especially those who come with disadvantages,6565,6684
18,I know we can make college affordable and get student debt off the backs of young people,6993,7081
19,And I know we can protect our rights womens rights gay rights voting rights immigrant rights workers rights,7394,7501
20,"I know too we can stand up to the gun lobby and get common sense gun safety measures."" And how do we do that? We do that by securing the nomination and then we do it by winning and going into that White House as others before have determined to push forward on the great goals and values that unite us as Americans",7672,7986
21,"""I congratulate my esteemed friends and opponents; I wish Governor OMalley the very best",8185,8273
22,He is a great public servant who has served Maryland and our country and I am excited about really getting into the debate with Senator Sanders about the best way forward to fight for us and America,8553,8751
23,In the last few weeks we finally began to have what I think is one of the most important substantive conversations that the Democratic party could have,8971,9122
24,"And I am thrilled at all of the people who are playing a part in that."" I know that we may have differences of opinion about how best to achieve our goals",9361,9515
25,But I believe we have a very clear idea that the Democratic Party and this campaign stands for what is best in America,9754,9872
26,And we have to be united,10184,10208
27,When it is all said and done we have to be united,10525,10574
28,"""A Republican vision and candidates that would drive us apart and divide us",10898,10973
29,That is not who we are my friends,11293,11326
30,I follow their candidates very closely I understand what theyre appealing to and I intend to stand against it,11645,11754
31,I will not — I will not let their decisiveness their efforts to rip away the progress that weve made be successful,12040,12154
32,Because we cant afford that,12465,12492
33,As I stand here tonight breathing a big sigh of relief thank you Iowa,12819,12888
34,"I want you to know I will keep doing what I have done my entire life."" ""I will keep standing up for you",13164,13267
35,I will keep fighting for you,13560,13588
36,I will always work to achieve the America that I believe in where the promise of that dream that we hold out to our children and our grandchildren never fades but inspires generations to come,13898,14089
37,Join me lets go win the nomination,14473,14507
38,"Thank you all and God bless you."" ",14891,14924
