,sentence,start,end
0,Campaigning is an art,0,21
1,""" Theres nearly half a foot of fresh snow on the ground—and it just keeps coming down",459,544
2,"The morning-drive DJs on local radio stations suggest staying indoors."" ""But step inside the YWCA and hundreds of Granite Staters are bustling about getting ready to start knocking on doors",982,1171
3,"There are just a few days left until the New Hampshire primary and a little snow wont keep them inside for long—notxa0when their candidate Hillary Clinton needs them to talk to as many voters as possible before Tuesdays election."" As Joni a 74-year-old veteran volunteer says in between checking in fellow canvassers ""This is nothing",1371,1704
4,This is just a light snowstorm,1987,2017
5,"And its typical Hillary campaign behavior: Lets get this done lets do it right and lets win this election."" ""But if theres anyone in the crowd who needs a little extra motivation to go out and knock doors in a snowstorm they get it—in the form of a pep talk straight from the candidate (and "" )",2251,2545
6,"Hillary tells them: ""You can tell people youre talking to today bring both their heart and their head",2741,2842
7,Bring them both Tuesday,3185,3208
8,"And help us all begin to move toward making sure we have a Democratic president once again in the White House."" After Hillary says goodbye the last selfie is taken and the television cameras power down the real work begins",3503,3725
9,The crowd inside the YWCA disperses across Manchester bringing their hearts and their heads their personal stories and their best arguments to their neighbors—whatever it takes to get the job done for Hillary next Tuesday,3960,4181
10,"Everyone has their own reason for going out into the snow—here are four of them:  ""I didnt realize how much passion I had until I started helping out on her campaign",4425,4589
11,She stands for what I believe in,4892,4924
12,Because of Hillary I got involved in the political process back in 2007,5259,5330
13,Because of her I kept on going—even after she didnt win the nomination,5645,5715
14,And I made a promise to her that its going to happen this time,6017,6079
15,I believe in her,6411,6427
16,"Shes such a strong candidate and I want so badly for her to be our president.""  ""I flew back from Mumbai yesterday",6733,6846
17,I landed in Boston at 5:30 p.m,7147,7177
18,which was two hours later than planned,7523,7561
19,I was supposed to be canvassing during the 6 p.m,7894,7942
20,shift that night,8293,8309
21,So I called my organizer Katie from Logan Airport and told her the plane got in too late but I still wanted to start canvassing first thing today,8612,8757
22,"It was my birthday and I really wanted to canvass for Hillary on my birthday.""  ""I was in a local orphanage in the 1950s when I was 5 years old",8987,9129
23,I didnt speak—I was too frightened,9405,9439
24,And when I grew up I found my voice,9769,9804
25,I found out Hillary had been an advocate for kids since she got out of school,10107,10184
26,That was the hook for me—she has never stopped fighting for children,10480,10548
27,She would have been my voice as a little girl,10848,10893
28,And now that Im retired its my time to be out there for her,11188,11247
29,I had this hat made just for the campaign,11564,11605
30,"People ask me about it all the time and its my introduction to telling them about this very special woman named Hillary Clinton.""  ""When it comes down to it Hillary stands for fairness",11884,12067
31,As a woman she knows what its like to fight to be treated with the same respect as a man,12321,12409
32,Unions are all about being treated fairly and with respect,12768,12826
33,We can cut wood we can paint we can do electrical work,13231,13285
34,"We can do all the things men can do—including being president."" ",13690,13753
