,sentence,start,end
0,Thank you,0,9
1,It is great to be here in the city of Henderson in the beautiful state of Nevada – a state where I have so many great friends and employees,379,518
2,In 34 days we are going to win this state we are going to win the White House,875,952
3,How many of you watched the Vice Presidential Debate last night? Mike did such an incredible job,1246,1342
4,I would argue that Mike had the single most decisive victory in the history of Vice Presidential debates,1657,1761
5,Last night America also got a firsthand look at my judgement and the judgement of my opponent,2101,2194
6,Our first Presidential decision was the selection of our running mates and all of America saw that I made the right choice,2506,2628
7,While Mike laid out big and bold solutions for America his opponent talked only of small and petty distractions,2936,3047
8,"""Hillary Clinton has been there for 30 years and hasnt fixed anything",3374,3443
9,In fact shes just made things worse – she failed upstate New York promising to create 200000 jobs but manufacturing is down almost 40 percent,3781,3922
10,"She failed overseas producing only death and destruction – she unleashed ISIS destabilized Iraq Syria and Libya and put Iran on the path to nuclear weapons."" At home Hillary Clinton failed Latinos and African-Americans producing only more poverty in the inner cities",4171,4437
11,She is merely the vessel for the global special interests bleeding this country dry,4716,4799
12,I am running to represent Americans – and we are going to make America Rich again,5151,5232
13,I am going to end illegal immigration stop the massive inflow of refugees keep jobs from pouring out of our country renegotiate our disastrous trade deals and massively reduce taxes and regulations on our workers and our small businesses,5503,5740
14,My economic agenda is very simple: jobs jobs jobs,6049,6098
15,The problems we face as a country are immense and it is going to take bold action to turn things around,6440,6543
16,Right now we owe $20 trillion in debt,6875,6912
17,It doubled under President Obama,7307,7339
18,Our infrastructure is like that of a third-world country,7755,7811
19,The homicide rate last year experienced the biggest single-year increase in 45 years,8210,8294
20,Our police are under-funded under-staffed and under-supported – and Hillary Clinton basically accuses our police of all being racist,8675,8807
21,Our border is wide open and drugs and criminal cartels are pouring into the country,9169,9252
22,Thousands of refugees are being admitted with no way to screen them and are instantly made eligible for welfare and free healthcare – even as our own Veterans die waiting for the medical care they need,9528,9729
23,Our annual trade deficit with the world is nearly $800 billion a year,10003,10072
24,The federal budget is a disaster,10445,10477
25,Our State Department mostly under the watch of Hillary Clinton misplaced or lost $6 billion in taxpayer funds,10836,10945
26,We have the worst so-called recovery since the Great Depression,11296,11359
27,We are a nation divided with race riots in the streets,11728,11782
28,"""Our college students graduate loaded with debt only to discover they cant find jobs – or certainly not the jobs they want."" ""Our allies arent paying their fair share foreign countries like Russia and China do not respect us and our taxpaying citizens send troops and foreign aid all over the world even as their own cities cant provide the most basic services."" America needs a turnaround",11994,12383
29,America needs a comeback,12609,12633
30,America needs a change,13017,13039
31,That is why I am running,13416,13440
32,On November 8th we are going to show the whole world that America is back – bigger and better and stronger than ever before,13772,13895
33,First we are going to repeal and replace Obamacare,14192,14242
34,President Obama said if you like your doctor you can keep your doctor,14589,14658
35,That was a lie,15022,15036
36,He promised his plan would reduce premiums by $2500 dollars,15410,15469
37,Instead they surged $5000,15860,15885
38,Another lie,16313,16324
39,Now of all people President Bill Clinton has come out and told the truth about Obamacare,16725,16813
40,Two days ago Bill Clinton torched President Obamas signature legislation,17203,17275
41,"Remember Hillary Clinton called Obamacare ""one of the greatest accomplishments of President Obama of the Democratic Party and of our country."" Bill has a different view",17627,17795
