,sentence,start,end
0,I am going to fight so hard for all of you and I am going to bring back the jobs that have been stripped away from you and your country,0,135
1,In 39 days we are going to win the state of Michigan and we are going to win the White House,474,566
2,It is going to be a victory for YOU the American people,860,915
3,We are going to take on the special interests the lobbyists and the powerful politicians that have stolen your jobs your wealth and your middle class,1201,1350
4,We are going to take on the arrogant corrupt corporate media that have enabled the global theft of American prosperity – a theft that has left behind crumbling schools roads bridges and a depleted military,1611,1816
5,It is time to rebuild Detroit,2121,2150
6,It is time to rebuild Michigan,2551,2581
7,It is time to rebuild the United States of America,2957,3007
8,"""Hillary Clinton has made a living raking in donations from special interests that have ripped the jobs right out of Michigan",3343,3468
9,These are the people whose policies raided the jobs from Detroit,3797,3861
10,"Thats how she gets rich – by taking your jobs and your money away from you."" Thats why Hillary Clinton if she ever got the chance would 100% approve the Trans-Pacific Partnership",4164,4342
11,"The deal she called the ""Gold Standard."" The TPP will economically devastate Michigan New Hampshire North Carolina Pennsylvania Wisconsin and so many other states across this country",4631,4813
12,"""Hillary Clintons donors want the TPP – and their wish is her command."" ""These special interests pay her for speeches",5139,5256
13,They pay her Foundation,5622,5645
14,They pay her husband,6050,6070
15,In return they GET YOUR JOBS,6462,6490
16,"Like Ive been saying all week when it comes to Hillary Clinton all you have to do is remember these words: FOLLOW THE MONEY."" ""Hillary Clinton praised or pushed TPP on 45 separate occasions",6794,6983
17,Her close associate and confidant Terry McAuliffe said shed pass it,7282,7349
18,Her husband has talked it up,7750,7778
19,"Everyone knows shes for it because she doesnt believe in protecting American Sovereignty."" Hillary Clinton only believes in protecting one thing: her donors",8145,8301
20,Of the 262 companies that lobbied for the passage of TPP 82 or nearly 1 in 3 donated between $21 and $67 million to the Clinton Foundation,8590,8728
21,9 companies that lobbied for the passage of TPP paid Hillary Clinton $2.7 million for paid speeches,9018,9117
22,Of the 12 signatory countries that are parties to TPP 3 gave between $6 and $15 million to the Clinton Foundation,9441,9554
23,At least 4 lobbyists who are actively lobbying for TPP passage have raised more than $800000 for her campaign,9862,9971
24,On November 8th We are going to end the Clinton Corruption and we are going to do something that has been a long long time coming: WE ARE GOING TO PUT AMERICA FIRST,10239,10403
25,Hillary Clinton is an insider fighting only for herself and for her donors,10674,10748
26,I am an outsider fighting for you,11077,11110
27,Hillary Clinton is the one who rigged the system,11458,11506
28,"""We are the ones who are going to change the system so its fair and just for every American."" We have a movement",11825,11937
29,The corrupt establishment is panicking because they know how hard it is to stop us,12225,12307
30,The news anchors and the donors and the lobbyists who are used to getting their way are trying to do everything they can to help Hillary Clinton and to cling to their power and prestige,12579,12764
31,"""The arrogant political class doesnt believe in protecting jobs and wages for Americans."" ""They dont believe in secure borders and strong walls."" ""These Washington and Wall Street insiders dont believe in hiring more police producing more American energy or giving school choice to poor children trapped in failing schools."" ""For decades weve talked about the corruption incompetence and failures of our leaders",12930,13341
32,2016 is our long-awaited chance to fix the problem – and to hold our politicians accountable,13572,13664
33,"If you do this one simple thing you can deliver justice for every single person who has been wronged by the system: show up and vote."" ""When you cast that ballot just picture a Wall Street boardroom filled with the special interests who have been bleeding this county dry and imagine the look on their faces when you tell all of them: youre fired."" In their place will be a new government",13827,14215
34,We are the Party of Abraham Lincoln and once again we will have a government of by and for the people,14361,14462
35,We are going to do it together,14769,14799
36,In 39 days everything is going to change,15134,15174
37,"""Now the media doesnt want to talk about Hillary Clinton and her corruption",15515,15590
38,"So we are going to spell it out for them today."" The large corporations who support terrible trade deals that ship your jobs overseas – they are donating to Hillary Clinton",15890,16062
39,Follow the money,16402,16418
40,The Wall Street investors who have rigged the regulations against the middle class – they are donating to Hillary Clinton,16788,16909
41,Follow the money,17279,17295
42,The wealthy donors who want to shut down American energy – they are donating to Hillary Clinton,17680,17775
43,Follow the money,18167,18183
44,The special interests who want open borders are donating to Hillary Clinton,18586,18661
45,Follow the money,19063,19079
46,In her campaign for President Hillary Clinton has received $100 million dollars in contributions from Wall Street and the hedge funds,19460,19593
47,She and Bill were paid $150 million for speeches since Bill left the Oval Office,19939,20019
48,The same groups paying Bill and Hillary for their speeches were lobbying the federal government,20401,20496
49,Twenty-two groups paying Bill Clinton for speeches lobbied the State Department while Hillary was Secretary of State,20857,20973
50,Favors and access were granted to those who wrote checks,21331,21387
51,"""She put the office of Secretary of State up for sale – and if she ever got the chance shed put the Oval Office up for sale too."" She deleted and bleached 33000 emails after a Congressional subpoena",21654,21852
52,13 phones missing several destroyed with a hammer,22147,22196
53,Her staffers taking the fifth amendment and her ringleaders getting immunity deals,22589,22671
54,Foreign enemies with easy access to hack her server,23064,23115
55,Lies to Congress under oath about turning over her work-related emails,23513,23583
56,"""We are going to call them the FBI Immunity Five",23964,24012
57,"So heres my question for Hillary Clinton: can you promise that not one of the five people who were granted criminal immunity will ever be allowed to serve in a Clinton Administration?"" And here is the demand I am making today to President Obama: will you pledge here and now not to issue a pardon to Hillary Clinton and her co-conspirators for their many crimes against our country and society itself? No one is above the law",24195,24620
58,Not even Hillary Clinton,24814,24838
59,Clinton and her cronies will say anything do anything lie about anything to keep their grip on power – to keep their control over this country,25178,25320
60,Remember the Clinton pardon of fugitive Marc Rich in exchange for unknown and undisclosed amounts of money? The American people have had it with years decades of Clinton Corruption and scandals,25585,25778
61,They are tired of the lies they are tired of the trivial politics they are tired of being talked down to looked down upon and treated like second class citizens,26032,26192
62,This will be the year the American people say: Enough is enough,26487,26550
63,Hillary Clinton has been a disaster for so many communities but especially for African-American communities,26912,27019
64,I dont think African-Americans are going to come out and vote for Clinton – they are too smart and they know they are being used,27337,27465
65,They also know that shell do nothing for them once the election is over – she never does and that will never change,27731,27846
66,"Many of them will never forget her calling young African-American men ""super-predators."" To the African-American community let me ask you this question: are you better off than you were eight years ago? If not vote for Donald Trump",28109,28340
67,I will bring jobs great education and safe neighborhoods,28649,28705
68,If you keep voting for the same people you will keep getting the same results,29044,29121
69,"""Look at what the Democrats have done to Detroit",29465,29513
70,Half of Detroit residents do not work,29877,29914
71,Nearly 40% of the city lives in poverty,30294,30333
72,"Its the second most dangerous city in America according to the FBI."" This is the legacy of the policies embraced by Hillary Clinton",30665,30796
73,A Trump Administration will bring prosperity to all of our people,31124,31189
74,My economic agenda can be summed up with three very beautiful words: jobs jobs jobs,31555,31638
75,We are going to pass the biggest tax cut since Ronald Reagan,32009,32069
76,Every wasteful and unnecessary regulation will be eliminated,32449,32509
77,We will unleash the power of American energy,32898,32942
78,The catastrophe known as Obamacare will be repealed and replaced,33322,33386
79,And the disastrous trade deals like NAFTA that have caused so much pain in Michigan will be renegotiated – and we will bring back your auto-manufacturing,33728,33881
80,"""Michigan has lost more than 1 in 3 of its manufacturing jobs since the twin disasters of NAFTA and Chinas entrance into the WTO – both deals pushed by Bill Clinton and supported by Hillary Clinton."" Before NAFTA went into effect there were 280000 auto workers in Michigan",34093,34365
81,Today that number is only 160000,34640,34672
82,Ford is moving its small car production to Mexico,35030,35079
83,"""It used to be that the cars were made in Flint and you couldnt drink the water in Mexico",35402,35491
84,"Today the cars are made in Mexico and you cant drink the water in Flint."" Hillary Clinton also gave us the job-killing trade deal with South Korea which has cost this country another 100000 jobs",35742,35936
85,Hillary opposed the Korea deal when she was running for President in 2007,36229,36302
86,"She campaigned right here in Michigan and said the Korea deal ""will hurt the us auto industry increase our trade deficit cost us good middle-class jobs and make America less competitive."" She pledged to reject the deal",36603,36821
87,But she lied to all of you just like she lied about her emails,37093,37155
88,"Once installed as Secretary of State she supported it and called it a ""cutting-edge deal."" She rammed it through to adoption – she always does whatever the donors tell her to do no matter how it impacts our families schools and communities",37400,37639
89,The U.S,37931,37938
90,trade deficit with Korea in the top ten products that Michigan exports to Korea grew 54 percent as exports fell and imports rose,38284,38412
91,This is what Hillary Clinton did to your state,38751,38797
92,According to the Economic Policy Institute Michigan ranks first for jobs lost as a share of workforce due to the trade deficit with TPP members and the country lost 740000 manufacturing jobs as a result of that deficit last year,39083,39311
93,Just imagine how many more automobile jobs will be lost if the TPP is actually approved as Hillary Clinton is planning to do,39549,39673
94,Hillary Clinton is merely a vessel for the special interests trying to strip this country of its wealth its jobs and its status as a sovereign nation,39947,40096
95,She even supports the disastrous surrender of Americas control of the internet which is happening tomorrow,40416,40522
96,"Hillary Clintons website says she supports the decision to give away the internet to a ""global community of stakeholders."" Someone needs to inform Hillary Clinton its not the job of our leaders to represent a ""global community."" Its the job of our leaders to represent American citizens",40800,41086
97,Losing control of the internet to other foreign entities is just one more way Obama-Clinton have sold out the citizens of this country,41315,41449
98,Hillary Clinton is a globalist who will never protect the freedom and jobs of the American people,41766,41863
99,I am not running to be President of the World,42189,42234
100,I am running to be President of the United States of America,42570,42630
101,"Have you ever wondered why it is that all the things that the American people want never seem to happen? ""The reason for this is simple",42926,43061
102,"Its because the financial interests who control our politics and our media dont want these changes to happen."" Hillary Clinton has been there for 30 years and has never done anything for you and your family",43311,43517
103,"""Just look at how badly she messed up on the Iran deal",43778,43832
104,"And just today we learned that on the same day as the hostages were released the United States signed an agreement lifting sanctions on two Iranian banks involved in financing Irans missile programs."" Hillary Clinton is there for only one reason to protect her donors and collect their money",44077,44368
105,"""Our campaign is taking on big business big media and big donors – were taking them on for YOU",44613,44707
106,"So you can have the future you want."" ""Our campaign is about breaking-up the special interest monopoly in Washington D.C",45019,45139
107,"Were trying to disrupt the collusion between the wealthy donors the large corporations and the media executives."" ""Theyre all part of the same corrupt political establishment",45456,45630
108,"And they nod along when Hillary Clinton slanders you as deplorable and irredeemable."" I call you hardworking American Patriots and together we are going to save this country",45944,46117
109,Together we can accomplish anything we want,46452,46495
110,But that means you need to show up and vote on November 8th,46862,46921
111,You have 39 days until the election,47266,47301
112,You have 39 days to make every dream you ever dreamed for your country come true,47640,47720
113,Do Not Let This Chance Slip Away,48056,48088
114,You have one magnificent chance to deliver justice for every forgotten man woman and child in this nation,48426,48531
115,The arrogance of Washington D.C,48877,48908
116,will soon come face to face with the righteous verdict of the American voter,49264,49340
117,On November 8th we are going to show the whole world that America is Back – Bigger and Better and Stronger than ever before,49631,49754
118,Here are just some of the great things that will happen for your country: We are going to lower your taxes; eliminate every unnecessary regulation; repeal and replace job-killing Obamacare; make childcare more affordable; bring our manufacturing jobs back to Michigan; end illegal immigration; keep Radical Islamic terrorists out of our country; save the 2nd amendment; support the men and women of law enforcement; and appoint Justices to the Supreme Court who will uphold and defend the Constitution of the United States,49884,50406
119,We will rebuild our roads bridges tunnels highways airports schools and hospitals,50572,50653
120,American cars – made in Michigan – will travel the roads American planes will soar in the skies and American ships will patrol the seas,50992,51127
121,American steel will send new skyscrapers into the clouds,51484,51540
122,American hands will rebuild this nation – and American energy mined from American sources will power this nation,51890,52002
123,American workers will be hired to do the job,52354,52398
124,We will put new American steel into the spine of this country,52747,52808
125,I will fight for every neglected part of this nation – and I will fight to bring us all together as Americans,53113,53222
126,Imagine what our country could accomplish if we started working together as One People under One God saluting One American Flag,53513,53640
127,To the people of Michigan I promise you this – We will make America wealthy again,53980,54061
128,We will make America strong again,54469,54502
129,We will make America safe again,54910,54941
130,And we will make America great again,55349,55385
131,Thank you and God Bless! ,55793,55817
