,sentence,start,end
0,"""I am honored to have earned the endorsement of the AFL-CIO",0,59
1,"""The AFL-CIO is one of Americas most vital organizations having been on the front lines of the fight for good-paying jobs and careers with benefits and dignity for more than a century",510,693
2,AFL-CIO member unions contribute to virtually every sector of our economy and are on the job in every corner of our country—building our infrastructure teaching our children sowing our fields operating our ports and entertaining us on stage and screen,996,1247
3,"""Members of the AFL-CIO know as I do that we are stronger together",1526,1592
4,We are stronger when we are investing in our country and our future,1968,2035
5,As President I will make the biggest investment in infrastructure since the Interstate Highway System—because to build a 21st century economy we need 21st century roads ports transit systems water systems and electric grids,2344,2567
6,We will fight for good schools in every ZIP code—because all of our children deserve a chance to live up to their God-given potential,2846,2979
7,And we will fight to raise the federal minimum wage back to the highest its ever been to finally join all other industrial nations in guaranteeing paid family leave for workers and at last secure equal pay for women,3217,3432
8,"""And we know we are stronger when we have each others backs",3708,3767
9,Workers rights to organize to bargain collectively to be safe on the job and to retire with dignity and security after years of hard work are fundamental to our country and to our economy,4040,4227
10,In too many statehouses across the country—and even in the halls of Congress—these rights are under concerted attack by Republicans and big corporations who have forgotten that a strong economy requires a strong workforce,4471,4692
11,As President I will stand proudly with the AFL-CIO and fight to protect the rights and values that helped build the mighty American middle class,4972,5116
12,"Workers will always have a seat at the table and a champion in the White House—because when unions are strong workers are strong and when workers are strong America is strong."" ",5528,5704
