,sentence,start,end
0,Thank you all! Whoa! Thank you! Thank you,0,41
1,Well I got to tell you this is sure worth staying up for,432,488
2,It is so great to be here in Raleigh here at North Carolina State University,879,955
3,And I cannot imagine a better way of ending this campaign than having the opportunity to see all of you and to watch and listen to Lady Gaga,1285,1425
4,One of the most inventive creative and passionate performers whose range goes from A to Z and beyond,1690,1790
5,And I was watching on the screen not only her perform but all of you jumping and singing and waving,2078,2177
6,"It was great!n ""Because you know what? Thats what I want for America and the young people of America: the joy the passion the intensity! And our longtime friend Jon Bon Jovi was with us",2423,2608
7,He was with us up in Philadelphia where he and Bruce Springsteen sang,2870,2939
8,"And Jon said Well hey I want to go down to Raleigh and so here he is! And between now and the time the poll closes tomorrow we are going to be living on a prayer.n"" ""I was really impressed when everybodys hand went up saying youd already voted",3150,3393
9,Well go find somebody else who hasnt voted okay? Bring out your friends your roommates strangers on the street,3620,3730
10,Just stop and talk to them about whats at stake in this election,4065,4129
11,Because North Carolina is key and its not only important for our election,4459,4532
12,Are you ready to elect Roy Cooper as your next governor? Well I sure hope so,4840,4916
13,I sure hope so and I hope youre ready to elect Linda Coleman your lieutenant governor,5222,5307
14,"And how about Dan Blue III for state treasurer? And I really really hope you will send Deborah Ross to Washington!n"" ""Now we are all fired up",5584,5725
15,When we were with the President and Michelle in Philadelphia,6059,6119
16,You know the President was talking about how absolutely consequential this election is and of course it is,6467,6573
17,I really believe its the most important election of our lifetimes because weve never had a clearer choice,6904,7009
18,Never,7398,7403
19,It is a choice between division or unity; between strong steady leadership or a loose cannon who could risk everything,7758,7876
20,Its a choice between an economy that works for everyone not just those at the top,8183,8264
21,"And it is a choice that really goes to the heart of who we are as Americans.n"" ""What I saw before I came in and what I see now is a sense of potential of joy",8496,8653
22,There is no reason my friends why Americas best days are not ahead of us if we reach for them together,8862,8964
23,We dont have to accept a dark and divisive vision for America,9262,9323
24,"Tomorrow you can vote for a hopeful inclusive big-hearted America.n"" Our core values – our core values are being tested in this election but my faith in our future has never been stronger",9602,9789
25,I love our country and I believe in the American people,10073,10128
26,And I know if we bring everyone together we can set goals and we can move toward them and we can feel that sense of accomplishment that comes with being part of something bigger than ourselves.n You know one of the great privileges of crisscrossing the country as I have in this campaign is meeting remarkable people – people who stand up against the odds; people who like my late mother people who understand that everybody gets knocked down,10284,10726
27,"What matters is whether you get back up whether you believe you can keep going.n ""Last night in Manchester New Hampshire I had the honor of being introduced by an extraordinary man Khizr Khan whose son Captain Khan was killed serving our country in Iraq",10806,11059
28,You may remember Mr,11348,11367
29,Khans speech at the Democratic Convention,11760,11801
30,And again last night he reminded us of the responsibility we all share to protect and defend our Constitution,12151,12260
31,The story of Captain Khan is one of courage in the face of danger,12570,12635
32,He was with his unit when he saw a suspicious vehicle,12948,13001
33,He told his men to stay back,13325,13353
34,He moved toward the vehicle to check it out,13688,13731
35,And the bomb went off,14083,14104
36,He lost his life but everyone else in his unit survived,14451,14506
37,He was awarded the Bronze Star,14865,14895
38,And this intensely personal tragedy that the Khan family experienced becoming a Gold Star family was one that they thought about grieved over in the privacy of their home until they heard my opponent start talking about who was acceptable in America and who wasnt,15175,15438
39,The categories of people starting with immigrants including African Americans and Latinos and POWs and Muslims,15705,15815
40,The list went on and on,16169,16192
41,And it created in Mr,16589,16609
42,"Khan a sense of despair because he asked himself would his son have a place in Donald Trumps America? Someone who paid the ultimate price in serving our country.n"" Well we can answer that question tomorrow resoundingly: Yes",16895,17118
43,"Absolutely.n ""Think about – think about how generations of Americans throughout our history have come together to meet the tests of their time",17399,17541
44,Our parents our grandparents our great-grandparents defended democracy,17937,18007
45,They built the great American middle class,18449,18491
46,They marched for civil rights and voting rights for workers rights and womens rights for LGBT rights and the rights of people with disabilities,18850,18993
47,"And tomorrow we face the test of our time.n"" ""So remember its not just my name or Donald Trumps name on the ballot",19274,19388
48,Its the kind of country we want,19710,19741
49,Its every issue anyone cares about,20107,20141
50,So if you believe America thrives when the middle class thrives then you have to vote tomorrow,20473,20567
51,If you believe we should make the biggest investment in new jobs since World War II in infrastructure advanced manufacturing clean energy small business then you have to vote,20873,21047
52,If you believe we need more fairness in our economy to raise the minimum wage because no one who works full-time should still be in poverty then you have to vote,21315,21476
53,If you believe we need to do more to support working families with affordable childcare paid leave and equal pay for women then you have to vote,21725,21869
54,And remember when my opponent says every time I talk about these issues that Im playing the womans card well you know what I say,22133,22261
55,Deal me in,22571,22581
56,And if you believe if you believe all kids deserve good schools with good teachers no matter what house they live in you have to vote,22892,23025
57,And if you believe college should be more affordable you have to vote,23300,23369
58,Bernie Sanders and I worked on a plan to make public colleges and universities tuition-free if you earn less than $125000 and debt-free for everybody else,23670,23824
59,And for the millions of Americans struggling with student debt we are going to help you pay that down and pay that off,24102,24220
60,If you believe in science and that weve got to address climate change you have to vote,24514,24600
61,If you believe we need to reform our criminal justice system so everyone is treated fairly then you have to vote,24880,24992
62,And if you believe – if you believe we should never write discrimination into our laws well then you know you know North Carolina,25266,25395
63,"Youve got to vote to get rid of HB2!n"" ""Now this is so energizing we could keep going with a long list",25652,25754
64,But heres what – heres what else I want you to know,26029,26080
65,A good thing this election didnt land during exams thats all I can say,26381,26451
66,Look,26791,26795
67,Tomorrow – tomorrow night this election will end,27146,27194
68,But I want you to understand our work together will be just beginning,27525,27594
69,We have to bridge the divides in this country,27934,27979
70,As the Bible says we have to repair the breaches,28326,28374
71,Weve got to be willing to start listening to each other again respecting each other again,28707,28796
72,"And I want to thank Gaga because she has always stood for that fundamental principle of respecting everybody.n"" So I want you to know and I want you to spread the word",29067,29234
73,I do want to be President for all Americans not just some not just the people who support me and vote for me,29480,29588
74,"I want to be President for everyone because we all have a role to play in building that better future for our country and for each of you.n ""So if you havent voted yesterday go to iwillvote.com",29816,30009
75,You can get all the info you need,30277,30310
76,And you can still sign up to volunteer,30651,30689
77,Right? Go to hillaryclinton.com or text join j-o-i-n to 47246 or stop by one of our offices,31015,31106
78,We would welcome you to help make sure everybody gets out to vote tomorrow because none of us want to wake up Wednesday morning and wish we had done more,31375,31528
