,sentence,start,end
0,Thank you everybody,0,19
1,Thank you,446,455
2,Thank you very much,882,901
3, n Senator Governor and Rudy thank you very much.n Wow what a group! What a group!n Very excited very very excited to be with you tonight,1328,1464
4,Thank you very much,1891,1910
5," n The people of Jackson and the state of Mississippi have such incredible energy that very powerful word ""energy"" unbelievable incredible energy and spirit folks",2251,2412
6,"Thank you very much.n ""And thank you for all the support youve given me right from the beginning",2722,2818
7,I will not forget it Mississippi,3186,3218
8,We love Mississippi right from the beginning right from the beginning,3587,3656
9,""" n This is the spirit we need to rebuild our country a hundred percent",3982,4053
10, n And this is our chance to break free from the bitter failures of the past and to create a new American future,4349,4460
11, n To everyone watching across our nation right now to everyone who has been let down by our terrible terrible politicians I am asking for your vote on November 8th,4714,4877
12, n This is your chance to remove the special interests from their throne of power and to once again have a government of by and for the people,5118,5259
13, n No one will be left behind anymore,5541,5577
14," n ""Id like to take this moment to send our thoughts and prayers to everyone at the American University in Kabul Afghanistan",5890,6013
15,"They are going through a lot.n"" We must defeat radical Islamic terrorism!  n Anyone who will not name our enemy is not fit to lead our country",6287,6428
16, n Eight years of Obama/Clinton policies have sacrificed our safety and undermined our freedom and independence,6747,6857
17,Our jobs have moved to other countries,7245,7283
18,Islamic terrorism has spread within our shores,7688,7734
19,And an open border has crushed low-income workers and threatened and I mean totally threatened our security,8125,8232
20, n The issues we face here in America are similar to the issues faced in Britain during their referendum on membership in the European Union,8559,8698
21,"This is the movement known as Brexit.n ""On June 23rd the people of Britain voted to declare their independence which is what were looking to do also folks "" n ""From their international government which hasnt worked",8954,9168
22,They voted to break away from rule by large corporations and media executives who believe in a world without borders,9440,9556
23,""" n They voted to reclaim control over immigration over their economy over their government",9894,9985
24, n Working people and the great people of the U.K,10340,10388
25,took control of their destiny,10775,10804
26," n ""The people profiting from the rigged system and it is rigged were finding it out every single day the multinational banks the media celebrities the big donors tried to scare the British people out of voting for change",11106,11326
27,The same thing is happening right here in the United States,11617,11676
28,"Its happening.n"" ""All the people benefiting from our rigged system dont want things to change",12035,12128
29,"They want you to believe things cant be changed.n"" And they can so easily so easily and so smartly.n And we all know things have to change",12424,12562
30,We have no choice,12867,12884
31,And they have to change right now,13225,13258
32," n ""Before the vote I said that Britain would leave the EU sometimes referred to as European Union and I said it and I took a lot of heat when I said it",13521,13672
33,People said what does he know what does he know? And guess what? I was very supportive of their right to do it and to take control of their own future like exactly what were going to be voting for on November 8th,13838,14050
34,""" n ""Hillary Clinton who has been on the wrong side of history in every major decision shes only made bad decisions shes got bad judgment she doesnt know what shes doing folks",14234,14409
35,""" n She got this one wrong too.n ""She got this one wrong too folks",14667,14733
36,She got this one wrong too,15053,15079
37,She gets them all wrong,15427,15450
38,She gets them all wrong doesnt she? She really got the e-mails wrong that I can tell you,15756,15844
39,""" n ""And now Hillary wants to surrender America to globalism just what we dont want",16131,16214
40,""" n She wants a country without borders",16546,16585
41,She wants trade deals written for the benefit of foreign corporations,16934,17003
42,She wants a government that ignores the will of the people,17350,17408
43, n She wants to sell out American security to the Clinton Foundation for a big fat pile of cash,17737,17831
44," n ""Its hard to tell where the Clinton Foundation ends and where the State Department begins.n"" According to the Associated Press more than half the meetings she took as secretary of state with people outside government were with foundation donors",18087,18333
45, n Hillary Clinton does not believe in America first,18651,18702
46,We believe in America first,19126,19153
47," n ""Hillary believes in donors first and special interests and lobbyists",19557,19628
48,She will never straighten out our country,20024,20065
49,She doesnt have the strength the stamina or the ability to straighten out our country,20425,20510
50,Well have four more years of Obama and thats just what we dont want,20837,20904
51,""" n She would rather give a job to a refugee from overseas than an unemployed American veteran or to an unemployed African American or Hispanic",21187,21330
52, n The job of a public official is to serve and protect the citizens of the United States  n Not illegal immigrants not foreign nationals seeking entry but the people living here lawfully today including millions of African-American and Hispanic citizens millions millions being treated very very unfairly I can tell you that.n My focus will always be on the well-being of more than 300 million American citizens who call this country home and who love their country,21451,21915
53, n I will fight for their security,22090,22123
54,I will fight for their jobs,22471,22498
55,We will not let jobs be taken out of our country be ripped out of our country and moved to Mexico and many other countries,22798,22920
56,We will not let it happen anymore,23215,23248
57," n ""Well be fighting for their jobs and well be fighting for your families that I can tell you",23550,23643
58,It ends,23976,23983
59,Whats been going on ends on November 8th,24341,24381
60,""" n We will have one American nation not divided we will be together",24719,24787
61,Hillary Clinton has betrayed her duty to the people,25116,25167
62,November 8th is our chance to re-declare American independence,25506,25568
63, n This is a great honor for me,25924,25954
64,I am going right now to invite onto the stage the man behind Brexit and a man who led brilliantly the United Kingdom Independence Party in this fight and won despite all odds despite horrible name-calling despite so many obstacles.n Ladies and gentlemen Mr,26211,26467
65,Nigel Farage,26757,26769
66,  n Wow! Thank you Nigel.n What a job! What a job he did,27141,27195
67,"What a job he did against all odds.n Thank you Nigel.n ""That was some job that he did against all odds",27503,27605
68,Everybody said it couldnt be done,27906,27939
69,And by the way its looking like a very wise decision right now by the voters so I really congratulate Nigel and I thank you for being here,28224,28362
70,Thank you,28645,28654
71,""" n ""And if I may we had some tremendous polls come out today",28967,29028
72,I wont bring it up I refuse to mention it but they were very good,29313,29378
73,Were leading in a lot of locations,29694,29728
74,""" n Thank you.n ""Its time for America to recapture like you just heard to recapture our destiny",30055,30150
75,Our government leaders and our media have totally lost touch with the people,30470,30546
76,"They have they have totally lost touch.n"" ""You need no better evidence of that then the fact that the media ignores the plight of Americans who have lost their children to illegal immigrants but spends day after day pushing for amnesty for those here in total violation of the law",30792,31072
77,We cant allow that,31322,31340
78,""" n ""Why do our leaders spend so much time talking about how to help people here illegally theyre here illegally and they spend and they work and they try so hard to help them but they dont try helping American citizens some of whom have been devastated by whats happened to their children and their families? Devastated.n"" jobs wages and security for Americans",31540,31901
79, n And the immigration policy I support as president must pass these three tests,32122,32201
80,First it must improve jobs and wages for United States citizens,32559,32622
81," n We have people in this room who were making more money in real wages 18 years ago were not working as hard as theyre working now and theyve gotten older not supposed to be that way and in many cases and largely because of the disaster known as ""Obamacare"" they have to hold two jobs not one but two jobs and in some cases three jobs.n Not going to happen folks not going to happen.n Second it must improve the safety and security for United States citizens",32752,33210
82, n Third it must improve the quality of life for U.S,33338,33389
83,citizens,33761,33769
84,"The quality of life our quality of life is going down.n ""Our level of security you look back years youre more insecure now in terms of security than you were 10 15 and 20 years ago.n"" ""Hillary Clintons radical immigration plan fails these tests and it fails them very very badly",34024,34302
85,Her push for open borders will lower the wages and kill the jobs of lawful American residents,34523,34616
86,""" n Her support for catch-and-release will put innocent American lives at risk and already has just like President Obama released the illegal immigrant at the border who then killed magnificent magnificent Sarah Root.n Yesterday I met with her mom Michelle",34886,35142
87,Hillary Clinton only talks about the separation of families who choose to come here illegally,35430,35523
88,I want to focus on the American families who have been permanently separated from their children because of the sanctuary cities and open borders that Hillary Clinton so strongly supports,35844,36031
89," n ""Where is the sanctuary for American children? Where is that sanctuary? The dreamers we never talk about are the young Americans",36335,36465
90,Why arent young Americans dreamers also? I want my dreamers to be young Americans,36792,36873
91,""" n Hillary Clinton also wants to push to bring in 620000 refugees in her first term  n A large number of whom come from large countries where women and gays are horribly brutalized which will weaken our tolerant way of life.n I only want to bring people to our country who share our values and love our people and are capable of loving America",37057,37400
92, n Importantly I will also create millions and millions of jobs for our people,37584,37661
93," n We are going to cut taxes reduce regulations fix our trade deals unleash American energy and repeal and replace the horror show known as ""Obamacare.""  n We are going to create jobs jobs jobs!  n I will be the greatest jobs president that God ever created believe me",37905,38170
94," n ""So were going to have millions and millions of jobs jobs like you have never seen in this country before because our jobs are being stolen from us our companies are being stolen from us our manufacturing is down by 40 percent and 50 percent and numbers that nobody even believes",38300,38581
95,Those days will be over if Donald Trump is elected president of the United States believe me,38805,38897
96,""" n ""Rising incomes higher wages thousands of new companies all across this nation theyll come in and theyll form",39215,39328
97,We are going to renegotiate the worst trade deal ever made not only in this country but anywhere in the world known as NAFTA and signed by Bill Clinton,39600,39751
98,""" n ""Were going to stand up to China on trade",40024,40069
99,Were going to keep out of what will be a disastrous trade deal Trans-Pacific Partnership TPP,40388,40480
100,""" n It will not happen with me",40812,40842
101,"It will absolutely happen with crooked Hillary believe me.n ""This state has lost more than 40 percent of its manufacturing jobs since Bill Clinton signed NAFTA and its lost one in four manufacturing jobs since he put China into the World Trade Organization both deals supported by Hillary Clinton",41114,41410
102,"Horrible deals destructive deals what those deals have done to our jobs and to our country.n"" We are going to bring back jobs to Mississippi  n ""And in North Carolina which has treated me so well and Ohio and to Michigan where our auto plants are leaving and leaving and leaving and going to Mexico and other places and to Pennsylvania where I went to school and to Maryland and all across this land",41487,41885
103,Were going to bring our jobs back and were not going to let our jobs be taken away,42039,42121
104,""" n Thank you",42449,42462
105,"Thank you.n ""And Im going to make it my personal mission to bring opportunity safety and prosperity to our very very troubled inner cities",42786,42924
106,""" n The Democratic Party has failed and betrayed the African-American community",43266,43345
107," n ""Democratic crime policies education policies and economic policies have produced only more crime more broken homes and more poverty than weve ever had in those communities before",43692,43873
108,""" n Nearly four in 10 African-American children live in poverty",44244,44307
109,Fifty-eight percent of African-American youth are not working,44697,44758
110,More than 2700 people have been shot in Chicago since the beginning of this year alone,45123,45209
111," n ""Violent crime has risen 17 percent and in Americas 50 largest cities its only going one way folks and thats up",45522,45635
112,Homicides are up nearly 50 percent in Washington D.C,45961,46013
113,"and more than 60 percent from last year in Baltimore.n"" ""The Democratic Party has taken the votes of African Americans totally for granted and theyve done nothing in return",46329,46501
114,""" n ""Theyve just assumed theyll get your support and theyve done nothing absolutely nothing to deserve it.n"" ""Its time to give the Democrats some competition for African- American votes and for Hispanic votes",46763,46971
115,""" n ""Its time to rebuild the inner cities of America and do it properly",47259,47330
116,Its time to reject the failed leadership of a rigged political system,47654,47723
117,And I was the first to use that term its a rigged disgusting system,48030,48097
118,""" n To those hurting and suffering and left behind I say what do you have to lose by trying something new? What do you have to lose by voting for Donald Trump for president? What do you have to lose? I will fix the problem",48308,48530
119,I will fix the problem,48765,48787
120, n If you keep voting for the same people you will keep getting the same horrible results.n But I also want to talk about what you have to gain right? Right? What do you have to gain? We will create school choice and allow charter schools to absolutely thrive,49022,49280
121, n What else will we gain? We will empower young Americans to pursue their dreams of opening a small business and make it easier for them to get the credit that they need,49470,49639
122, n We will renegotiate our horrible trade deals to bring back jobs and opportunity,49932,50013
123,And the African-American community and the Hispanic community will be our biggest beneficiary of that,50354,50455
124, n We will lower taxes and unleash job creation and we will tap into trillions of dollars in new energy wealth that we never even knew we had before,50755,50902
125, n We will protect your jobs from illegal immigration and broken visa programs,51198,51275
126,And we will rebuild the roads the bridges the infrastructure the tunnels the airports in your communities and we will rebuild it with our companies with our steel and with our labor,51568,51749
127," n Hillary Clinton is a bigot who sees people of color  n ""only as votes not as human beings worthy of a better future",51999,52115
128,Shes going to do nothing for African Americans,52415,52461
129,Shes going to do nothing for the Hispanics,52812,52854
130,Shes only going to take care of herself her husband her consultants her donors,53198,53276
131,These are the people she cares about,53646,53682
132,She doesnt care what her policies have done to your communities,54053,54116
133,"She doesnt care.n"" ""Remember this",54487,54520
134,Youve had her policies Democrats running some of the inner cities for 50 70 80 even over a hundred years,54867,54971
135,And look what you have right now poverty no education crime you cant walk down the street with your child,55266,55371
136,Were going to fix it were going to fix it,55660,55701
