,sentence,start,end
0,Today Donald J,0,14
1,Trump was endorsed by Thomas J,470,500
2,Barrack Jr,956,966
3,Executive Chairman of Colony Capital and Andy Beal the most successful and wealthiest investor in the country and the founder of Beal Bank one of the most profitable banks in America located in Dallas Texas,1422,1628
4,Mr,2038,2040
5,Trump has received tremendous support from the business community where he is highly regarded for his negotiating deal-making and unprecedented success in a variety of industries,2408,2586
6,Mr,2958,2960
7,"Trump stated ""It is truly an honor to receive the endorsement of two individuals I hold in the highest regard",3354,3463
8,They are smart successful and the kind of business leaders our country needs to help negotiate trade deals create jobs and spur economic development,3761,3909
9,"I am proud to have their support and the support of two business leaders including Carl Icahn."" Tom Barrack is the Executive Chairman of Colony Capital Inc",4203,4358
10,and is considered one of the foremost global real estate investors,4689,4755
11,Mr,5175,5177
12,Barrack and Mr,5619,5633
13,Trump have worked together and opposite each other on past deals,6046,6110
14,They have had a great relationship and share a mutual admiration for their respective accomplishments,6481,6582
15,"Barrack said ""Donald is one of the smartest and most astute businessmen I have had the pleasure of knowing",6950,7056
16,His mastery of financial political and economic intellectual complexity combined with his charm and emotional intelligence when partnering with New York labor unions governmental regulatory bodies Wall Street lenders sophisticated institutional global investors demanding developers global media and entertainment companies and hard-working employees is a dynastic art form,7342,7715
17,I have invested with Donald in a multitude of transactions over three decades and he has always exceeded my expectations on every measurable metric of excellence,7989,8150
18,Donald is the only candidate in America who comes to the campaign trail already possessing power wealth and celebrityship … He does not seek the Presidency to gain those accolades -- he has them,8423,8617
19,He seeks the Presidency to return those great attributes to America from whom he received them,8893,8987
20,I am happy to give Donald J,9324,9351
21,"Trump my full endorsement to become the next President of the USA."" Andy Beal of Beal Bank regarded to as the most successful investor said ""This country is at a crossroads and needs someone who has the strength of character to pursue ""outside the box"" solutions",9609,9871
22,I found great opportunity in this country and I want everyone to have access to that same opportunity,10112,10213
23,I am very concerned that our political system on both sides of the aisle is blocking rather than creating that access to opportunity and is out of touch with the American values that have made America great,10479,10685
24,"Since our inception our country has always been about creating an environment that fosters opportunity for everyone."" Beal continued ""Our government has lost sight of that fundamental principle that makes us all Americans",10941,11162
25,Instead government keeps growing at the expense of individual opportunity,11527,11600
26,Since the financial crisis our government has squandered many trillion of dollars in increased national debt with absolutely nothing to show for it,11977,12124
27,I dont agree with everything that anyone says but I admire people who are willing to say what they are thinking without regard to the popularity of the statement,12418,12579
28,Donald Trump is a man who understands the importance of creating opportunity for everyone and who freely speaks his mind,12872,12992
29,Donald Trump is the man to lead this nation on a new path and to Make America Great Again,13312,13401
30,"I enthusiastically support Donald Trump for President and believe that your support for Donald is essential to put America back on the path to the greatness that can only be achieved by embracing individual opportunity for everyone."" Mr",13651,13887
31,Trump continues to dominate all state and local polls with the most recent national survey from CNN showing Mr,14276,14386
32,"Trump with  "" ahead of tomorrows Super Tuesday contest."" ",14834,14889
