,sentence,start,end
0,Meet 8 incredible leaders,0,25
1,With just a few days to go until the New Hampshire primary Hillary has been hitting the campaign trail across the Granite State,478,605
2,And yesterday she brought a few of her friends along,1058,1110
3,"""These arent just any friends—theyre some of the toughest hardest-working most effective leaders in America",1525,1632
4,"Theyre helping to elect Hillary Clinton because shes a progressive who gets things done—and over the years theyve seen her fight for the values they share and deliver real results."" Left to right: Stephanie Schriockxa0  Kirsten Gillibrandxa0  Maggie Hassanxa0  Amy Klobucharxa0  Debbie Stabenowxa0  Hillary Clintonxa0  Jeanne Shaheenxa0  and Lilly Ledbetterxa0 ",1905,2258
5,"""President of EMILYs List—an organization dedicated to shattering glass ceilings at every level of politics",2580,2687
6,In high school won an election for student body president by campaigning among underclassmen and earning a key endorsement from her male opponents younger sister,3079,3240
7,"Shes been helping women (and a few men) run for office and win ever since."" Senator from New York",3567,3664
8,Senator Gillibrand succeeded Hillary Clinton in the U.S,4044,4099
9,Senate,4520,4526
10,"Among other things—taking on the issue of sexual assault in the military and on college campuses fighting for family friendly workplace policies to name a few—she has worked hard to bring women ""off the sidelines"" and into the political process.xa0 Current governor of New Hampshire—and hopefully next senator",4835,5144
11,As governor she built a bipartisan consensus to balance the budget and extend health coverage to tens of thousands of people,5397,5521
12,Has a well deserved reputation for working hard and getting things done,5899,5970
13,First woman senator from Minnesota,6367,6401
14,Straight-talker who is taking on the challenges that make the headlines and the ones that keep families up at night,6761,6876
15,"When asked about the difference it makes to have more women in the Senate she said: ""Women tend to be problem solvers we work together ..",7165,7302
16,"They didnt get there by swaggering around they got there by getting things done."" Senator from Michigan",7603,7706
17,Currently doing everything she can to support the people of Flint and make sure that there is an appropriate response at all levels of government in the wake of this heartbreaking and unacceptable crisis,7989,8192
18,Fighting to create good paying jobs expand access to health care protect the environment and more,8481,8578
19,Former first lady of Arkansas first lady of the United States first woman senator from New York Secretary of State running for president to build a country and a world where everyone everywhere can live up to their potential,8859,9083
20,"Pantsuit expert.xa0 ""The only woman in American history—until Maggie Hassan—to be elected both governor and senator",9379,9494
21,"A fierce and unapologetic champion for womens health and rights including equal pay and Planned Parenthood."" Fighter for equal pay",9859,9989
22,19 years after she started working for Goodyear she received an anonymous note listing her salary and the salaries of three men with the same title—she was being paid less,10289,10460
23,Fought her case all the way to the Supreme Court lost and refused to give up,10760,10836
24,Instead she worked with President Obama to help pass the Lilly Ledbetter Fair Pay Act so that no one would ever have to endure what she did.xa0 ,11240,11383
