,sentence,start,end
0,"""I am honored to have earned the endorsement of the International Brotherhood of Teamsters",0,90
1,"""Unions like the International Brotherhood of Teamsters built the American middle class and they make our economy run today",535,658
2,Teamsters keep our planes in the air they put food on our shelves and they get packages to our doors,1074,1174
3,In fighting for better wages and safer conditions on the job the Teamsters are fighting for all Americas workers,1471,1583
4,"""I have always been proud to stand with organized labor to create good jobs with good benefits and wages that make it possible to build a middle-class life",1875,2030
5,As President I will stand with organized labor and I will always fight for workers rights to retire with dignity and security and to receive the benefits they have earned after years of hard work,2277,2472
6,"""The stakes in this election couldnt be higher",2770,2816
7,The Republican candidate for President is a man who has said wages are too high in this country,3159,3254
8,Donald Trump personally signed a contract to hire a union-busting firm to try to stop his workers from organizing in his Las Vegas hotel,3550,3686
9,His running mate is a man who consistently supported efforts to undermine Social Security and who repealed Indianas 80-year-old prevailing wage law,4008,4155
10,Workers deserve better,4516,4538
11,And both of them support so-called right to work laws that make it harder for workers to organize,4919,5016
12,I am proud to stand with organized labor against these laws because right to work is wrong for workers and wrong for America,5338,5462
13,"""If elected American workers will always have a seat at the table and a champion in the White House--because when unions are strong America is strong."" ",5902,6053
