,sentence,start,end
0,"""Thank you thank you so much",0,28
1,Thank you all very much,431,454
2,Thank you,857,866
3,Thank you San Diego for that warm warm welcome and thanks to Ellen for those moving words her introduction and for reminding us its not only our men and women in uniform that serve our country its their families their spouses their children and we are grateful to each and every one of them,1252,1542
4,"I want to recognize and thank Congressman Scott Peters for being here thank you very much."" And all of the other electeds and service members active duty and retired National Guard and Reservists veterans military spouses family members all who are with us today",1681,1943
5,On Monday we observed Memorial Day – a day that means a great deal to San Diego home of so many active-duty and former military and their families,2164,2310
6,We honor the sacrifice of those who died for our country in many ways – by living our values by making this a stronger and fairer nation and by carrying out a smart and principled foreign policy,2525,2719
7,"""Thats what I want to speak about today – the challenges we face in protecting our country and the choice at stake in this election."" ""Its a choice between a fearful America thats less secure and less engaged with the world and a strong confident America that leads to keep our country safe and our economy growing."" ""As Secretary of State Senator and First Lady I had the honor of representing America abroad and helping shape our foreign policy at home",2805,3259
8,As a candidate for President theres nothing I take more seriously than our national security,3422,3514
9,Ive offered clear strategies for how to defeat ISIS strengthen our alliances and make sure Iran never gets a nuclear weapon,3854,3977
10,"And Im going to keep Americas security at the heart of my campaign."" ""Because as you know so well Americans arent just electing a President in November",4276,4427
11,"Were choosing our next commander-in-chief – the person we count on to decide questions of war and peace life and death."" And like many across our country and around the world I believe the person the Republicans have nominated for President cannot do the job",4657,4915
12,"""Donald Trumps ideas arent just different – they are dangerously incoherent",5197,5272
13,"Theyre not even really ideas – just a series of bizarre rants personal feuds and outright lies."" He is not just unprepared – he is temperamentally unfit to hold an office that requires knowledge stability and immense responsibility",5567,5798
14,"""This is not someone who should ever have the nuclear codes – because its not hard to imagine Donald Trump leading us into a war just because somebody got under his very thin skin."" ""We cannot put the security of our children and grandchildren in Donald Trumps hands",5994,6260
15,"We cannot let him roll the dice with America."" This is a man who said that more countries should have nuclear weapons including Saudi Arabia",6466,6606
16,This is someone who has threatened to abandon our allies in NATO – the countries that work with us to root out terrorists abroad before they strike us at home,6870,7028
17,He believes we can treat the U.S,7324,7356
18,economy like one of his casinos and default on our debts to the rest of the world which would cause an economic catastrophe far worse than anything we experienced in 2008,7651,7821
19,He has said that he would order our military to carry out torture and the murder of civilians who are related to suspected terrorists – even though those are war crimes,8059,8227
20,"""He says he doesnt have to listen to our generals or our admirals our ambassadors and other high officials because he has – quote –xa0a very good brain."" ""He also said I know more about ISIS than the generals do believe me.xa0You know what? I dont believe him."" ""He says climate change is a hoax invented by the Chinese and he has the gall to say that prisoners of war like John McCain arent heroes."" He praises dictators like Vladimir Putin and picks fights with our friends – including the British prime minister the mayor of London the German chancellor the president of Mexico and the Pope",8264,8857
21,He says he has foreign policy experience because he ran the Miss Universe pageant in Russia,8936,9027
22,"""And to top it off he believes America is weak",9374,9420
23,An embarrassment,9803,9819
24,He called our military a disaster,10217,10250
25,"He said we are – and I quote – axa0third-world country.xa0And hes been saying things like that for decades."" ""Those are the words my friends of someone who doesnt understand America or the world."" ""And theyre the words of someone who would lead us in the wrong direction",10527,10797
26,"Because if you really believe America is weak – with our military our values our capabilities that no other country comes close to matching – then you dont know America."" ""And you certainly dont deserve to lead it."" ""Thats why – even if I werent in this race – Id be doing everything I could to make sure Donald Trump never becomes President – because I believe he will take our country down a truly dangerous path."" Unlike him I have some experience with the tough calls and the hard work of statecraft",10820,11323
27,I wrestled with the Chinese over a climate deal in Copenhagen brokered a ceasefire between Israel and Hamas negotiated the reduction of nuclear weapons with Russia twisted arms to bring the world together in global sanctions against Iran and stood up for the rights of women religious minorities and LGBT people around the world,11329,11657
28,And I have I have sat in the Situation Room and advised the President on some of the toughest choices he faced,11854,11964
29,"""So Im not new to this work",12273,12300
30,"And Im proud to run on my record because I think the choice before the American people in this election is clear."" ""I believe in strong alliances; clarity in dealing with our rivals; and a rock-solid commitment to the values that have always made America great",12554,12814
31,And I believe with all my heart that America is an exceptional country – that were still in Lincolns words the last best hope of earth,13034,13168
32,We are not a country that cowers behind walls,13470,13515
33,"We lead with purpose and we prevail."" ""And if America doesnt lead we leave a vacuum – and that will either cause chaos or other countries will rush in to fill the void",13792,13959
34,"Then theyll be the ones making the decisions about your lives and jobs and safety – and trust me the choices they make will not be to our benefit."" That is not an outcome we can live with",14160,14347
35,As I see it there are some important things our next President must do to secure American leadership and keep us safe and our economy growing in the years ahead,14553,14713
36,These are all areas in which Donald Trump and I profoundly disagree,14997,15064
37,And they are all critical to our future,15425,15464
38,First we need to be strong at home,15843,15877
39,"""That means investing in our infrastructure education and innovation – the fundamentals of a strong economy",16241,16348
40,We need to reduce income inequality because our country cant lead effectively when so many are struggling to provide the basics for their families,16667,16813
41,"And we need to break down the barriers that hold Americans back including barriers of bigotry and discrimination."" ""Compare that with what Trump wants to do",17115,17271
42,His economic plans would add more than $30 trillion – thats trillion with axa0Txa0– $30 trillion to our national debt over the next 20 years,17560,17700
43,He has no ideas on education,18017,18045
44,No ideas on innovation,18402,18424
45,"He has a lot of ideas about who to blame but no clue about what to do."" None of what Donald Trump is offering will make America stronger at home",18712,18856
46,And that would make us weaker in the world,19136,19178
47,Second we need to stick with our allies,19536,19575
48,"""Americas network of allies is part of what makes us exceptional",19938,20002
49,"And our allies deliver for us every day."" Our armed forces fight terrorists together; our diplomats work side by side",20337,20454
50,Allies provide staging areas for our military so we can respond quickly to events on the other side of the world,20762,20874
51,And they share intelligence that helps us identify and defuse potential threats,21215,21294
52,Take the threat posed by North Korea – perhaps the most repressive regime on the planet run by a sadistic dictator who wants to develop long-range missiles that could carry a nuclear weapon to the United States,21581,21791
53,When I was Secretary of State we worked closely with our allies Japan and South Korea to respond to this threat including by creating a missile defense system that stands ready to shoot down a North Korean warhead should its leaders ever be reckless enough to launch one at us,21967,22243
54,The technology is ours,22504,22526
55,Key parts of it are located on Japanese ships,22896,22941
56,All three countries contributed to it,23300,23337
57,And this month all three of our militaries will run a joint drill to test it,23672,23748
58,"""Thats the power of allies."" ""And its the legacy of American troops who fought and died to secure those bonds because they knew we were safer with friends and partners."" ""Now Moscow and Beijing are deeply envious of our alliances around the world because they have nothing to match them",23966,24252
59,Theyd love for us to elect a President who would jeopardize that source of strength,24495,24578
60,If Donald gets his way theyll be celebrating in the Kremlin,24920,24979
61,"We cannot let that happen."" ""Thats why it is no small thing when he talks about leaving NATO or says hell stay neutral on Israels security."" ""Its no small thing when he calls Mexican immigrants rapists and murderers",25254,25469
62,Were lucky to have two friendly neighbors on our land borders,25743,25804
63,"Why would he want to make one of them an enemy?"" ""And its no small thing when he suggests that America should withdraw our military support for Japan encourage them to get nuclear weapons and said this about a war between Japan and North Korea – and I quote –xa0If they do they do",26034,26314
64,"Good luck enjoy yourself folks.xa0I wonder if he even realizes hes talking about nuclear war."" Yes our friends need to contribute their fair share",26499,26645
65,I made that point long before Donald Trump came onto the scene – and a number of them have increased their defense spending,26934,27057
66,The real debate here is whether we keep these alliances strong or cut them off,27360,27438
67,What he says would weaken our country,27804,27841
68,Third we need to embrace all the tools of American power especially diplomacy and development to be on the frontlines solving problems before they threaten us at home,28168,28334
69,"""Diplomacy is often the only way to avoid a conflict that could end up exacting a much greater cost",28632,28731
70,"It takes patience persistence and an eye on the long game – but its worth it."" Take the nuclear agreement with Iran",29027,29142
71,When President Obama took office Iran was racing toward a nuclear bomb,29456,29526
72,Some called for military action,29904,29935
73,But that could have ignited a broader war that could have mired our troops in another Middle Eastern conflict,30293,30402
74,President Obama chose a different path,30758,30796
75,And I got to work leading the effort to impose crippling global sanctions,31173,31246
76,We brought Iran to the table,31616,31644
77,We began talks,32040,32054
78,And eventually we reached an agreement that should block every path for Iran to get a nuclear weapon,32421,32521
79,"""Now we must enforce that deal vigorously",32891,32932
80,And as Ive said many times before our approach must bexa0distrust and verify.xa0The world must understand that the United States will act decisively if necessary including with military action to stop Iran from getting a nuclear weapon,33256,33491
81,In particular Israels security is non-negotiable,33835,33883
82,"Theyre our closest ally in the region and we have a moral obligation to defend them."" ""But there is no question that the world and the United States we are safer now than we were before this agreement",34181,34381
83,"And we accomplished it without firing a single shot dropping a single bomb or putting a single American soldier in harms way."" ""Donald Trump says we shouldnt have done the deal",34601,34777
84,We should have walked away,35108,35134
85,But that would have meant no more global sanctions and Iran resuming their nuclear program and the world blaming us,35482,35597
86,"So then what? War? Telling the world good luck you deal with Iran?"" ""Of course Trump doesnt have answers to those questions",35899,36022
87,Donald Trump doesnt know the first thing about Iran or its nuclear program,36350,36424
88,Ask him,36792,36799
89,"Itll become very clear very quickly."" ""Theres no risk of people losing their lives if you blow up a golf-course deal."" But it doesnt work like that in world affairs",37128,37292
90,"Just like being interviewed on the same episode of ""60 Minutes"" as Putin was is not the same thing as actually dealing with Putin",37549,37678
91,"""So the stakes in global statecraft are infinitely higher and more complex than in the world of luxury hotels",37970,38079
92,"We all know the tools Donald Trump brings to the table – bragging mocking composing nasty tweets – Im willing to bet hes writing a few right now."" ""But those tools wont do the trick",38343,38524
93,"Rather than solving global crises he would create new ones."" ""He has no sense of what it takes to deal with multiple countries with competing interests and reaching a solution that everyone can get behind",38726,38930
94,In fact he is downright contemptuous of that work,39228,39277
95,"And that means hes much more likely to end up leading us into conflict."" Fourth we need to be firm but wise with our rivals",39611,39734
96,"""Countries like Russia and China often work against us",40067,40121
97,Beijing dumps cheap steel in our markets,40504,40544
98,That hurts American workers,40944,40971
99,Moscow has taken aggressive military action in Ukraine right on NATOs doorstep,41346,41424
100,Now Ive gone toe-to-toe with Russia and China and many other different leaders around the world,41763,41858
101,"So I know we have to be able to both stand our ground when we must and find common ground when we can."" ""Thats how I could work with Russia to conclude the New START treaty to reduce nuclear stockpiles and with China to increase pressure on North Korea",42075,42327
102,"Its how our diplomats negotiated the landmark agreement on climate change which Trump now wants to rip up."" The key was never forgetting who we were dealing with – not friends or allies but countries that share some common interests with us amid many disagreements",42507,42771
103,"""Donald doesnt see the complexity",43049,43082
104,He wants to start a trade war with China,43455,43495
105,And I understand a lot of Americans have concerns about our trade agreements – I do too,43836,43923
106,But a trade war is something very different,44261,44304
107,We went down that road in the 1930s,44648,44683
108,It made the Great Depression longer and more painful,45028,45080
109,"Combine that with his comments about defaulting on our debt and its not hard to see how a Trump presidency could lead to a global economic crisis."" ""And I have to say I dont understand Donalds bizarre fascination with dictators and strongmen who have no love for America",45321,45591
110,He praised China for the Tiananmen Square massacre; he said it showed strength,45854,45932
111,He saidxa0Youve got to give Kim Jong Un creditxa0for taking over North Korea – something he did by murdering everyone he saw as a threat including his own uncle which Donald described gleefully like he was recapping an action movie,46206,46437
112,"And he said if he were grading Vladimir Putin as a leader hed give him an A."" ""Now Ill leave it to the psychiatrists to explain his affection for tyrants."" ""I just wonder how anyone could be so wrong about who Americas real friends are",46611,46846
113,Because it matters,47119,47137
114,"If you dont know exactly who youre dealing with men like Putin will eat your lunch."" Fifth we need a real plan for confronting terrorists",47483,47620
115,"""As we saw six months ago in San Bernardino the threat is real and urgent",47909,47982
116,"Over the past year Ive laid out my plans for defeating ISIS."" ""We need to take out their strongholds in Iraq and Syria by intensifying the air campaign and stepping up our support for Arab and Kurdish forces on the ground",48245,48466
117,We need to keep pursuing diplomacy to end Syrias civil war and close Iraqs sectarian divide because those conflicts are keeping ISIS alive,48715,48853
118,We need to lash up with our allies and ensure our intelligence services are working hand-in-hand to dismantle the global network that supplies money arms propaganda and fighters to the terrorists,49155,49350
119,"We need to win the battle in cyberspace."" And of course we need to strengthen our defenses here at home",49642,49745
120,That – in a nutshell – is my plan for defeating ISIS,50057,50109
121,"""Whats Trumps? Well he wont say",50430,50461
122,He is literally keeping it a secret,50802,50837
123,"The secret of course is he has no idea what hed do to stop ISIS."" ""Just look at the few things hes actually said on the subject."" ""Hes actually said – and I quote –maybe Syria should be a free zone for ISIS.xa0Oh okay – let a terrorist group have control of a major country in the Middle East."" Then he said we should send tens of thousands of American ground troops to the Middle East to fight ISIS",50990,51389
124,He also refused to rule out using nuclear weapons against ISIS which would mean mass civilian casualties,51532,51636
125,"""Its clear he doesnt have a clue what hes talking about",51963,52018
126,So we cant be certain which of these things he would do,52349,52404
127,But we can be certain that hes capable of doing any or all of them,52725,52791
128,Letting ISIS run wild,53138,53159
129,Launching a nuclear attack,53549,53575
130,Starting a ground war,53960,53981
131,"These are all distinct possibilities with Donald Trump in charge."" ""And through all his loose talk theres one constant theme: demonizing Muslims and playing right into the hands of ISIS",54308,54493
132,His proposal to ban 1.5 billion Muslims from even coming to our country doesnt just violate the religious freedom our country was founded on,54773,54913
133,Its also a huge propaganda victory for ISIS,55236,55279
134,"And it alienates the very countries we need to actually help us in this fight."" A Trump Presidency would embolden ISIS",55625,55743
135,We cannot take that risk,56114,56138
136,"""This isnt reality television – this is actual reality."" And defeating global terrorist networks and protecting the homeland takes more than empty talk and a handful of slogans",56480,56656
137,It takes a real plan real experience and real leadership,56979,57035
138,Donald Trump lacks all three,57423,57451
139,And one more thing,57868,57886
140,A President has a sacred responsibility to send our troops into battle only if we absolutely must and only with a clear and well-thought-out strategy,58236,58385
141,Our troops give their all,58757,58782
142,They deserve a commander-in-chief who knows that,59198,59246
143,"""Ive worked side-by-side with admirals and generals and visited our troops in theaters of war",59634,59727
144,Ive fought for better health care for our National Guard better services for our veterans and more support for our Gold Star families,60058,60191
145,"We cannot put the lives of our young men and women in uniform in Donald Trumps hands."" Sixth we need to stay true to our values",60458,60585
146,"""Trump says over and over againxa0The world is laughing at us.xa0Hes been sayingxa0this for decades he didnt just start this year."" ""He bought full-page ads in newspapers across the country back in 1987 when Ronald Reagan was President saying that America lacked a backbone and the world was – you guessed it – laughing at us",60780,61105
147,"He was wrong then and hes wrong now – and youve got to wonder why somebody who fundamentally has so little confidence in America and has felt that way for at least 30 years wants to be our President."" ""The truth is theres not a country in the world that can rival us",61192,61458
148,Its not just that we have the greatest military or that our economy is larger more durable more entrepreneurial than any in the world,61635,61768
149,"Its also that Americans work harder dream bigger – and we never ever stop trying to make our country and world a better place."" ""So it really matters that Donald Trump says things that go against our deepest-held values",62009,62228
150,It matters when he says hell order our military to murder the families of suspected terrorists,62500,62594
151,During the raid to kill bin Laden when every second counted our SEALs took the time to move the women and children in the compound to safety,62896,63036
152,"Donald Trump may not get it but thats what honor looks like."" And it also matters when he makes fun of disabled people calls women pigsproposes banning an entire religion from our country or plays coy with white supremacists",63258,63482
153,America stands up to countries that treat women like animals or people of different races religions or ethnicities as less human,63761,63889
154,What happens to the moral example we set – for the world and for our own children – if our President engages in bigotry? And by the way Mr,64170,64308
155,Trump – every time you insult American Muslims or Mexican immigrants remember that plenty of Muslims and immigrants serve and fight in our armed forces,64567,64718
156,Donald Trump Donald Trump could learn something from them,65043,65100
157,That brings me to the final point I want to make today – the temperament it takesto be Commander-in-Chief,65494,65599
158,"""Every President faces hard choices every day with imperfect information and conflicting imperatives",65963,66063
159,"Thats the job."" A revolution threatens to topple a government in a key region an adversary reaches out for the first time in years – what do you do? ""Making the right call takes a cool head and respect for the facts",66356,66571
160,It takes a willingness to listen to other peoples points of view with a truly open mind,66800,66887
