,sentence,start,end
0,"""Test your knowledge of our nations gun laws."" There are many ways a gun can fall into the hands of a dangerous individual—and some of them are perfectly legal",0,159
1,"""In 1993 President Bill Clinton signed the Brady Bill which requires licensed federal gun dealers to run a background check on anyone who attempts to purchase a gun",553,717
2,"However thanks to the NRAs lobbying efforts the bill includes a loophole stating that if the FBI cannot process the background check within three days the dealer can legally sell the gun to the buyer—regardless of the persons record."" The shooter who slaughtered nine people in a South Carolina church bought his weapon thanks to this so-called Charleston loophole",899,1263
3,Licensed gun dealers are required to conduct a background check before each gun purchase—but many private sellers are not,1493,1614
4,That means guns sold over the internet or at gun shows are rarely regulated,1965,2040
5, According to the best data available as much as 40 percent of annual gun sales occur without a background check because the sale occurs over the internet at a gun show or are person-to-person sales,2322,2519
6,Federal law does not bar those the FBI suspects are terrorists from buying a weapon,2803,2886
7,The U.S,3283,3290
8,Senate recently had a chance to close this loophole— Even though federal law prohibits felons from purchasing or possessing guns that prohibition does not apply to many convicted stalkers—because federal law does not prohibit people convicted of misdemeanor stalking offenses from buying guns,3618,3910
9,"""Hillary has always stood up to the gun lobby—and as president shell work to close these outrageous loopholes while protecting the rights of responsible gun owners."" ""Learn more about Hillarys plan to address gun violence"" ",4273,4495
