,sentence,start,end
0,Today Donald J,0,14
1,Trump received the endorsement of Alabama Senator Jeff Sessions,488,551
2,"Senator Sessions is widely recognized as the nations most highly respected official on the issue of illegal immigration."" Mr",1025,1149
3,"Trump stated ""I am deeply honored to have the endorsement of Senator Jeff Sessions leader of congressional conservatives",1608,1728
4,He has been called the Senates indispensable man and the gold standard,2096,2166
5,He led the fight against the Gang of Eight against Obamas trade deal against Obamas judges and for American sovereignty,2518,2637
6,He has stood up to special interests as few have,2973,3021
7,"There is no more respected man in Congress and we are closely aligned on many issues including trade and illegal immigration and I am proud to consider Jeff Sessions an advisor friend and ally."" ""Mr",3324,3522
8,"Trump and Senator Sessions surprised the massive crowd at the frontrunners Alabama rally just days before Super Tuesday Primary contest."" Senator Sessions added ""I am thrilled today to offer my endorsement of Donald J",3782,3999
9,Trump for President,4339,4358
10,This election is our last chance to save U.S,4793,4837
11,sovereignty and to end the domination of the political establishment over the interests of working Americans,5236,5344
12,Trump alone has rejected the donor class defending Americas jobs and wages from open borders uncontrolled immigration and the massive Trans-Pacific Partnership that will cede U.S,5694,5872
13,authority to foreign powers,6279,6306
14,Trumps trade and immigration plans will revitalize our shrinking middle class keeping jobs and wealth and income inside the United States of America,6709,6857
15,"Trump understands that a nation must always place the interests of its own people first."" Senator Sessions continued ""We are nearing fast the point of no return",7168,7328
16,The people are hurting,7687,7709
17,Their wages are declining,8153,8178
18,Their schools are overburdened,8621,8651
19,Their hospitals are stretched past the breaking point,9080,9133
20,Crime is up and community confidence is down,9549,9593
21,Americans of all backgrounds and ethnicities immigrant and US-born are crying out for leadership that puts their needs first that takes care of those living and dreaming here today leadership that understands that there is no constituency other than the American constituency,9907,10182
22,Mr,10519,10521
23,Trump is that leader,10951,10971
24,We are witnessing an incredible movement arising from the people,11367,11431
25,"The events of history have aligned to give the people this fleeting chance to bust up the oligarchy — to take back control from the ‘Masters of the Universe return it to the good and decent and patriotic citizens of the United States."" ",11810,12045
