,sentence,start,end
0," ""Thank you",0,10
1,Your Eminence Your Excellencies members of the clergy Al and Nan Smith Donald and Melania and all the distinguished guests,434,556
2,"""You know earlier tonight Al reminded me that when the first Al Smith ran for presi-dent he chose as his running mate the progressive senator from Arkansas Joseph T",980,1144
3,"Robinson who was one of my husbands political heroes."" ""This work that you do through the dinner — Al youve done it now for 30 — 30 years — is such a labor of love",1383,1546
4,Youve been a hero for both the children of the archdiocese and for the city of New York,1769,1856
5,"And I think we all owe Al Smith a great great round of applause."" This is such a special event that I took a break from my rigorous nap schedule to be here",2091,2246
6,"""And as youve already heard its a treat for all of you too because usually I charge a lot for speeches like this."" ""But for me it was kind of ironic thinking about a fiery populist Al Smith",2435,2624
7,"If he were here today and saw how much money weve raised for needy children hed be very proud."" ""And if he saw this magnificent room full of plutocrats celebrating his legacy hed be very confused."" Its a special honor to be here with Your Eminence",2783,3030
8,"Now I know Your Eminence you were criticized for inviting both Donald and me here tonight and you responded by saying ""If I only sat down with those who were saints Id be taking all my meals alone."" ""Now just to be clear I think the Cardinal is saying Im not eligible for sainthood",3158,3439
9,"But getting through these three debates with Donald has to count as a miracle."" ""So I guess Im up against the highest hardest stained-glass ceiling",3628,3775
10,"But Your Eminence you deserve great credit for bringing together two people whove been at each others throats — mortal enemies bitter foes; Ive got to ask how did you get the governor and mayor here together tonight?"" ""Now Ive got to say there are a lot of friendly faces here in this room; people that Ive been privileged to know and to work with",3966,4313
11,"I just want to put you all in a basket of adorables."" And you look so good in your tuxes; or as I refer to them formal pantsuits",4447,4575
12,"And you know because this is a friendly dinner for such a great cause; Donald if at any time you dont like what Im saying feel free to stand up and shout ""Wrong!"" while Im talking",4785,4964
13,"""You know come to think of it its amazing Im up here after Donald",5203,5268
14,"I didnt think hed be okay with a peaceful transition of power."" And Donald after listening to your speech I will also enjoy listening to Mike Pence deny that you ever gave it",5536,5710
15,"""You know Ive had the privilege of being at the Al Smith dinners in years past and I always enjoy it",5961,6061
16,"But remember if youre not happy with the way it comes out it must be rigged."" ""And its always a special treat for me to be back in New York; a city that I love and which I think truly embodies the best of America",6259,6471
17,"You know — dont you think?"" People look at the Statue of Liberty and they see a proud symbol of our history as a nation of immigrants a beacon of hope for people around the world",6636,6814
