,sentence,start,end
0,"""The world now knows beyond the shadow of any doubt that the hack of the Democratic National Committee was carried out by the Russian government in a clear attempt to interfere with the integrity of our elections",0,212
1,The only remaining question is why Donald Trump continues to make apologies for the Russians,613,705
2,Trumps initial reaction to the hack in July was to invite further intrusions by the Russians,1062,1154
3,Even after he was reportedly briefed on the very findings that were just announced publicly by U.S,1496,1594
4,government officials he stood on a debate stage one week ago and played dumb about Russias role in this hack,1917,2025
5,He has repeatedly praised Vladimir Putin outlined a list of pro-Putin policies and has done hundreds of millions of dollars of business with Russian interests,2334,2492
6,Even his own running mate has criticized Putin yet Trump continues to refuse,2830,2906
7,It should concern every American that Russia is willing to engage in such hostile acts in order to help Donald Trump become President of the United States,3233,3387
8,But even worse Trumps own actions suggests he welcomes the help,3710,3773
9,If he wants to reassure American voters he must not only acknowledge and condemn Russias role in this outrageous intrusion against U.S,4162,4296
10,"interests but he must finally disclose the full extent of his ties to Russia and divest any Russian-linked assets."" ",4743,4858
