,sentence,start,end
0,(New York NY) April 22 – Today Donald J,0,39
1,Trump announced he has accepted an invitation from The National Interest Magazine and its parent institution The Center for the National Interest to address the organization at the National Press Club in Washington D.C,476,694
2,on Wednesday April 27 at 12:00 p.m,1091,1125
3,Mr,1550,1552
4,"Trump stated ""I am honored to be invited to speak at an organization founded by former President Richard Nixon and look forward to sharing my views on the many serious foreign policy issues facing our country and our allies around the world",1849,2089
5,"Trade immigration and security policies are critical concerns of all Americans and we must develop a clear consistent long-term foreign policy for making America safe and prosperous."" Mr",2321,2507
6,"Dimitri Simes the President of the Center for the National Interest and Publisher of the magazine commented ""We are delighted to have Mr",2814,2950
7,Trump share his views on key global policies at such an important time during the 2016 presidential race,3280,3384
8,Engaging the foreign policy community and top experts is essential for the United States to develop an effective foreign policy agenda and we applaud Mr,3696,3848
9,"Trump for his commitment to this important arena."" The Center was established by former President Richard Nixon to serve as a voice for strategic realism in U.S",4147,4307
10,foreign policy,4684,4698
11,The Center seeks to stimulate debate and promote public understanding of U.S,5129,5205
12,foreign policy and international affairs,5638,5678
13,"""Mr",6147,6150
14,Trumps speech will focus on several critical foreign policy issues facing our nation including global trade and economic and national security policies,6566,6717
15,The event will be presided over by The Honorable Zalmay Khalilzad former U.S,7169,7245
16,"Ambassador to the United Nations Afghanistan and Iraq and an Advisory Council Member of the Center for the National Interest."" ",7739,7865
