,sentence,start,end
0,In 1995 Donald Trump was traveling along a New Jersey highway when the limo in which he was traveling experienced a flat tire,0,125
1,Spotting the disabled car along the side of the road a passing motorist stopped to offer his assistance,544,647
2,After helping Trump asked how he could repay the good samaritan,1019,1082
3,The man asked that Trump send his wife a bouquet of flowers,1431,1490
4,Trump agreed,1873,1885
5,"True to his word the bouquet arrived several weeks later along with a note saying ""weve paid off your mortgage."" The story which has been recounted numerous times including in Forbes Magazine is just one of many that demonstrate the generosity of Donald Trump according to Jerry Falwell Jr",2162,2451
6,son of the late pastor Jerry Falwell and President of Liberty University,2721,2793
7,"""I got to know Donald Trump after he spoke at Liberty University in 2012"" Falwell told Sean on  ",3129,3223
8,"""I learned so much about him that the public never hears."" Falwell went on to list Trumps numerous charitable givings",3540,3657
9,"""Right after he visited here last time I called him about a large Christian ministry in another state that needed some help"" Falwell explained",3964,4106
10,"""I learned within a day or two he had donated 100000 dollars of his own money."" Falwell also recounted the story of an inner inner city basketball tournament Trump rescued from financial disaster",4365,4560
11,"""He learned about Clyde Frazier Jr",4878,4912
12,"who ran the Harlem Hoops tournament in the inner city and was killed in the 9/11 attacks"" Falwell said",5350,5452
13,"""He searched down the family and donated the money to keep that tournament going."" n ",5890,5974
