,sentence,start,end
0,"""Republican delegates and party leaders gathering in Cleveland for next weeks national convention praised Donald Trumps selection of Indiana Governor MikePence as his running mate."" … ""As thousands of Republicans prepare to descend on Ohios second-largest city the pick triggered high anticipation to see the duo together as a nationalticket for the first time."" … ""Im impressed with his conservative credentials and I think he will be a positive stabilizing force for the Trump campaign"" said Kris Warner a nationalcommitteeman from West Virginia",-32,515
1,"""I think its a very positive move."" Haley Barbour a former Mississippi governor and past Republican National Committee chairman called Pence ""a very solid well-regarded person."" … ""The choice of Pence who served in the U.S",599,821
2,House of Representatives for 12 years was a nod to social conservatives and to the Rust Belt a region crucialto Trumps chances of victory,1088,1225
3,"It adds significant government experience to Trumps outsider campaign for the White House."" An Indiana native and former radio talk-show host who became a born-again Christian in college Pence has championed limited government and social causessuch as opposition to abortion that appealed to conservatives and evangelicals",1479,1801
4,"""He appeals to a different side of the party"" said Tom Mechler chairman of the Republican Party of Texas",2079,2183
5,"""It sends a very strong message for whatsimportant to Trump",2531,2590
6,"If there is a lingering concern I think that is off the table as of today."" Pence has deep ties with conservative groups and a history of helping those entities that will generate more enthusiasm for Trump among conservativevoters said Morton Blackwell a delegate from Virginia who backed Senator Ted Cruz of Texas in the primaries",2818,3149
7,"""It unquestionably will help him with conservatives across a broad spectrum"" Blackwell said",3416,3507
8,"""Mike Pence is a full-spectrum Reagan conservative on limitedgovernment free enterprise strong defense and traditional values."" … ""Jeff Cardwell Indianas Republican Party chairman said Pence brings assets that will balance the ticket and could help attract votes in Pencesneighboring Midwest states that Trump has targeted."" ""Pence has overseen a strong job-rate increase and a AAA government bond rating on top of his years in Congress that include serving on the Foreign AffairsCommittee Cardwell said",3735,4238
9,"Indianas unemployment rate was 5.0 percent in May down from 8.4 percent when Pence took office in January 2013."" ""His record speaks well of his leadership Cardwell said",4486,4654
10,"""Pence brings a lot of value to the ticket."" ",5116,5160
