,sentence,start,end
0,A Republican president would shape Supreme Court decisions for decades to come,0,78
1,"? ""That means theyll have the power to influence laws for decades to come."" The average Supreme Court justice retires at around age 79",530,664
2,When the next president is sworn into office  Right now the court is hearing arguments for   a case that could harm unions and undermine the foundation of collective bargaining rights,1029,1209
3,The decision in this case will directly impact millions of American workers,1521,1596
4,"""And in this term the Supreme Court will also rule on the future of voting rights womens health affirmative action and immigration",1951,2081
5,"The fate of Americas most fundamental rights may depend on the person (or people) our next president chooses."" In an   for the Boston Globe Hillary Clinton lays out why the stakes are so high: ""These arent hypothetical scenarios: These cases will be in front of the Supreme Court this term and in the years to come",2302,2614
6,"And one new conservative justice would be enough to tip the scales because many important Supreme Court cases are decided by just one vote—including the case that made marriage equality the law of the land."" ""The Republican presidential candidates each have a vision for who they will appoint to the Supreme Court—and its terrifying."" They want to stack the court with justices who will put constitutional rights in jeopardy",2681,3105
7,If the next president is a Republican Americans could lose access to affordable health care reproductive rights and same-sex marriage in just a few short years,3268,3427
8,"""Hillary understands the courts power to review and interpret our laws—but unlike the Republicans she wont appoint justices who will move our country backwards."" ""A Republican president could stack the Supreme Court with justices who will rip away all of the progress weve made as a nation",3725,4014
9,"We cant afford to let that happen."" ",4476,4511
