,sentence,start,end
0,nDonald J,0,9
1,Trump for President Town Hall nExeter Town Hall n9 Front Street nExeter NH 03833 n10:00 a.m.: Doors Open n12:00 p.m.: Event Begins nMr,492,626
2,Trump meets with local New Hampshire business owners n n nGreat Property Management n3 Holland Way nExeter NH 03833 n1:30 p.m,1109,1234
3,nMr,1664,1667
4,Trump participates in Manchester Police Department Shift Change nManchester Police Department n405 Valley Street nManchester NH 03103 n**Closed press,2105,2254
5,Credentialing is not available** n2:50 p.m,2672,2714
6,CNN Town Hall with Anderson Cooper** 3:10 p.m,3203,3248
7,n**Closed press,3762,3777
8,Credentialing is not available** Donald J,4291,4332
9,Trump for President Rally Great Bay Community College n320 Corporate Drive nPortsmouth NH 03801 5:00 p.m.: Doors Open n7:00 p.m.: Event Begins ,4846,4988
