,sentence,start,end
0,Dena Stebbins DeCamp spoke on behalf of the Florida Federation of Republican Women Endorsed Donald J,0,100
1,Trump at a June 11 Tampa Republican Rally (Lakeland),578,630
2,"""As a testament to the hard work for the Republican Party provided by Republican Women throughout Florida and across the nation Dena Stebbins DeCamp president of the largest conservative womens organization in the state the Florida Federation of Republican Women was tapped to help introduce the presumptive nominee of the Republican Party for President Donald J",1007,1369
3,Trump at a Trump rally on June 11 at the Tampa Convention Center,1611,1675
4,"This honor also serves as a testament to Federation members across Florida who have unparalleled proven success in Getting Out the Vote."" In her proudest voice she announced ""I am pleased to tell you today that the Florida Federation of Republican Women is proud to endorse Donald J",1929,2211
5,"Trump for President of the United States of America."" Her remarks were also historic because ""This is the first time in the organizations 65 year history that a state Federation President has been so honored a long-overdue recognition of the nation-wide work tens of thousands of women do day in and day out to advance the goals of the Republican Party"" DeCamp advised",2317,2685
6,In Florida more than 60 federations across the state report to Ms,2899,2964
7,Decamp who is also a Director of the National Federation of Republican Women headquartered outside of Washington D.C,3303,3419
8,and one of 28 Florida Federation members across the state who have been elected by their peers as delegates to the Republican Convention being held July 18-21 in Cleveland Ohio,3718,3894
9,In Florida delegates are selected based upon their work on behalf of the Republican Party overall; not their political views,4196,4320
10,Ms,4713,4715
11,"DeCamp told the crowd ""this year we already have a Winner! Mr",5139,5200
12,Trumps non-traditional campaign style and message resonates with voters both here in Florida and throughout the nation,5567,5685
13,"His primary results are historic; he has broken all turnout records and we expect a huge turnout for him again in the November General Election!"" She said women are already working hard across the nation to spread the truth and get him elected",5963,6206
14,"She told the audience the real truth about the so-called ""War on Women""",6467,6538
15,"She said ""there is no war on women in the Republican Party; women are fully engaged and involved",6859,6955
16,The most shameful war on women is the one Hillary Clinton has waged on her husbands ‘girlfriends,7292,7388
17,Furthermore Hilary Clinton has a disgraceful record of bullying lying cheating and hanging on to her husbands coat tails to advance her personal agenda,7726,7877
18,"Informed American women will not be fooled by a candidate who disgraced our state department refuses to hold press conferences and hides behind her husband"" she concluded",8187,8357
19,Ms,8723,8725
20,Decamp also began to dispel the myth that the Republican Party is not inclusive,9128,9207
21,"""This is just plain nonsense a fairy tale fabricated by Democrats"" and added ""here in Florida Im proud to announce today that three minority women in our membership have recently qualified by petition to run for the U.S",9493,9712
22,"Congress in Florida."" As state president national federation director and Republican delegate to the National Republican Convention Ms",10012,10146
23,DeCamp left no doubt that the next five months will be a full-court press to see that Donald J,10481,10575
24,Trump is the next president of the United States,10935,10983
25,"She pledged that she and the federation members will leave no stone unturned to assure that the State of Florida is painted ""Red."" #### DeCamp contact info: nDena Stebbins DeCamp nEmail: emailxa0protected nPhone: 863-640-4805 ",11445,11670
