,sentence,start,end
0,"""There is a dynamic going on in the Republican Party that is outside of my radar screen."" ""Oh gosh",0,98
1,I canvassed for John F,482,504
2,Kennedy before I was old enough to vote for him,888,935
3,That was when the voting age was 21,1312,1347
4,Then in 1972 I did a concert for McGovern,1684,1725
5,And in 1984 I got involved with the Gary Hart campaign in New Hampshire,2045,2116
6,I still have some really good friends from that—Senator Jeanne Shaheen ran his campaign,2455,2542
7,I was involved in the first President Clinton campaign—may there be a second President Clinton!—and then I got involved in John Kerrys campaign,2869,3012
8,"So Ive been doing this for a while."" ""I have an issue! Im a New Yorker by birth and by heart",3295,3387
9,But I live in Idaho which also has my heart,3704,3747
10,Its the landscape and the people and just everything,4104,4156
11,And I became involved with an environmental project that would protect the Northern Rockies ecosystem,4503,4604
12,It has what are called wildlife corridors where birds can migrate and so on,4953,5028
13,Right now theyre being cut down by the timber industry and these forests are all going away,5387,5478
14,Its contributing to climate change and that affects people everywhere,5839,5908
15,"Ive been involved in that for the last 25 years."" ""I support Hillary because she will support the Environmental Protection Agency (EPA) and make sure it can continue to do the work that it was intended to do",6206,6413
16,"Thats a very big issue."" ""The other thing is the fact that she understands the big picture",6675,6765
17,She doesnt just see things as this issue isolated or that issue isolated,7102,7174
18,For example she sees the intersection between climate change the environment and the economy,7535,7627
19,She understands that creating jobs in renewable energy in the United States would not only help combat climate change it would create jobs—and those jobs would not be outsourceable,7959,8139
20,"Her understanding of the big picture is the single greatest advantage she has over any candidate running."" When she represented New York she represented everyone in New York",8424,8597
21,If she is fortunate enough to be elected president—if we are fortunate enough to have her be elected—she will represent everyone in America,8894,9033
22,"""I will say that there is a dynamic going on in the Republican Party that is outside of my radar screen",9328,9431
23,"I dont understand how people can be campaigning about things that are so low on the spectrum of intellect of understanding of bringing people together of seeing the big picture of what would really be good for the world."" Hillary understands that we are interconnected with the rest of the world so anything you do affects people worldwide",9634,9973
24,And certainly she would represent the people of the United States first and foremost but she is also thinking about how to integrate us into the rest of the world in a manner that acknowledges our commonality rather than our differences,10120,10356
25,"""Of course there are many countries that are not as easily reasoned with just as there are many Republican candidates for president that are not as easily reasoned with",10584,10752
26,But I think its so important to have a leader for our country who gets the need for inclusivity and working together,11024,11140
27,"I think people who think about limited issues who dont see the interconnectedness the way she does are missing something crucial."" As for the people who support Bernie Sanders: I get them",11407,11594
28,When I have discussions with friends who are Bernie supporters its always respectful,11904,11988
29,We really do want the same things,12348,12381
30,"But they say ""I think Bernie is the way to get there."" And I say ""Wheres his plan?"" I have no problem with the idea of free college but I dont see how that happens",12657,12820
31,I do have a problem however with starting all over on universal health care—and I wish we had universal health care! But I think we can get to it by building on Obamacare and I love that thats Hillarys approach,13012,13222
32,She wrote a book called  ,13493,13516
33,Boy if I were in her position I would find her choices that she had to deal with very hard,13828,13918
34,I come from an extremely liberal progressive point of view,14208,14266
35,I was that way when I was young—and I still am that way,14570,14625
36,I think Hillary is in the same place,14945,14981
37,We are called upon to make hard choices all the time,15313,15365
38,"We hear from people quote: ""I dont know if shes trustworthy."" Let me answer that by saying that her opponents and people who are scared of her politically have spent millions of dollars throwing mud at her",15634,15839
39,They do that because they hope some of it will stick,16115,16167
40,If you think shes untrustworthy some of it has stuck! And Im here to tell you that I know her and I trust her to lead our country to the best possible place it can be,16418,16584
41,To help you achieve your dreams,16891,16922
42,To help us achieve our goals,17301,17329
43,To make a better world for my children and grandchildren and your grandchildren if youre reading this,17708,17809
