,sentence,start,end
0,As someone who wrote one of the best-selling business books of all time     who has built an incredible company including some of the most valuable and iconic assets in the world and as someone who has a personal net worth of many billions of dollars Mr,0,249
1,Trump knows a bad deal when he sees one,585,624
2,FOX News is making tens of millions of dollars on debates and setting ratings records (the highest in history) where as in previous years they were low-rated afterthoughts,939,1110
3,"""Unlike the very stupid highly incompetent people running our country into the ground Mr",1427,1515
4,Trump knows when to walk away,1892,1921
5,Roger Ailes and FOX News think they can toy with him but Mr,2303,2362
6,Trump doesnt play games,2744,2767
7,There have already been six debates and according to all online debate polls including Drudge Slate Time Magazine and many others Mr,3093,3225
8,Trump has won all of them in particular the last one,3541,3593
9,"Whereas he has always been a job creator and not a debater he nevertheless truly enjoys the debating process - and it has been very good for him both in polls and popularity."" He will not be participating in the FOX News debate and will instead host an event in Iowa to raise money for the Veterans and Wounded Warriors who have been treated so horribly by our all talk no action politicians",3761,4152
10,Like running for office as an extremely successful person this takes guts and it is the kind of mentality our country needs in order to Make America Great Again,4409,4569
