,sentence,start,end
0,Thank you everybody,0,19
1,Great honor,434,445
2,Great honor thank you,860,881
3,This is a wonderful day,1296,1319
4,Aww,1734,1737
5," "" Wow.xa0 On a Saturday morning yet",2152,2187
6,Isnt that nice? Thank you all,2602,2631
7,And were going to have an incredible convention,3046,3093
8,Its really going well,3502,3523
9,Were going to have an incredible convention,3900,3943
10,"And were going to get things solved and were going to do lots of wonderful things for our country most importantly."" ""So Im here today to introduce the man who will be my partner in this campaign and the White House to fix our rigged system -- we are in a rigged rigged system -- and to make America safe again and to make America great again."" ""I want to also address the Islamic terror attack in France",4114,4518
11,Weve witnessed horror beyond belief no matter where you look,4673,4733
12,And now its happening more and more,5088,5123
13,"And its never going to stop."" ""We need new leadership",5484,5537
14,We need new thinking,5905,5925
15,We need strength,6310,6326
16,We need in our country law and order,6690,6726
17,And if Im elected president that will happen,7061,7105
18,"""  I want to express our unyielding support for the people of France and we mourn their loss as a nation",7415,7518
19,"""And as far as Turkey is concerned so many friends in Turkey great people amazing people",7821,7909
20,We wish them well,8244,8261
21,It looks like theyre resolving the difficulty but we wish them well,8604,8671
22,"A lot of -- a lot of anguish last night but hopefully itll all work out."" ""Now as hopefully the next president of the United States I want to refer back to whats happened over the years",8933,9118
23,The Middle East today is more unstable than ever before,9394,9449
24,Never been like this,9800,9820
25,Out of control,10195,10209
26,After four years of Clinton who really led the way and led Obama down a horrible path because I dont even think he could have made these decisions so badly she led him right down a horrible path,10489,10683
27,"He didnt know what he was doing."" ""Iraq Syria all into chaos",10923,10983
28,And Iran is on a path to nuclear weapons,11298,11338
29,And on top of that we gave them back $150 billion and we didnt get our hostages until the end,11642,11735
30,Now were seeing unrest in Turkey a further demonstration of the failures of Obama-Clinton,12035,12124
31,"You just have to look every single thing they touched has turned to horrible horrible death-defying problems."" ""We also need to bring back in this country -- because we see what happened -- our industry our manufacturing our jobs",12411,12640
32,Theyve been taken away like were babies,12945,12984
33,Taken away,13394,13404
34,"And were going to bring them back."" ""I found the leader who will help us deliver a safe society and a prosperous -- really prosperous society for all Americans",13740,13899
35,Indiana Governor Mike Pence was my first choice,14209,14256
36,Ive admired the work hes done especially in the state of Indiana,14607,14671
37,"And Im going to go over some of those accomplishments in just a minute."" ""But I also admire the fact that he fights for the people and hes going to fight for you",14949,15110
38,He is a solid solid person,15403,15429
