,sentence,start,end
0,Today Donald J,0,14
1,Trump received endorsements from four prominent and highly respected businessmen in New Hampshire: Ben Gamache Bruce Breton Arthur Sullivan and Sam Tamposi Jr,499,657
2,These four individuals are responsible for driving the majority of economic development in the state for the last several years and they recognize Mr,1136,1285
3,"Trumps unparalleled abilities and leadership as one of the most successful entrepreneurs of all time."" Mr",1624,1729
4,"Trump stated ""I am honored to receive these important endorsements from such accomplished businessmen in the great state of New Hampshire",2074,2211
5,Their support and the support of so many incredible people all over the state means so much to me,2534,2631
6,"It is time to Make America Great Again and with your help on February 9th we will do just that."" A strong supporter of the local community Gamache has served the Manchester Chamber of Commerce Chairman of the Board for Intown Manchester and proudly served as Chairman of the Board for Easter Seals New Hampshire from 2007 to 2009",2814,3143
7,His strong professional reputation charitable endeavors and active participation in Manchester city politics have made him a coveted community endorsement and he is proud to support Donald J,3339,3529
8,Trump as the Republican nominee for President of the United States,3865,3931
9,Bruce Breton served as Chair of Windham GOP in 2015 and is a Selectman in the Town of Windham,4273,4366
10,Breton a former Pataki supporter proudly endorses Donald J,4720,4778
11,Trump,5195,5200
12,Arthur Sullivan is co-owner of Brady Sullivan properties which owns some of the most iconic properties in the state of New Hampshire including City Hall Plaza Brady Sullivan Plaza and Brady Sullivan Tower,5539,5743
13,Sam Tamposi Jr,6092,6106
14,is President of the Tamposi Company a well-known Republican Party activist member of the Rivier College Board of Trustees and Heritage Club Member of the Boys and Girls Club of Greater Nashua,6450,6641
15,His father Sam Tamposi Sr,6961,6986
16,was part owner of the Boston Red Sox,7375,7411
17,Mr,7806,7808
18,Trump visited New Hampshire again today where he had a capacity crowd at his rally in Windham New Hampshire and has several more visits planned prior to February 9th,8131,8296
19,Mr,8619,8621
20,Trump continues to hold a commanding lead in all New Hampshire state polls as well as nationally as the first in the nation primary contest approaches,8969,9119
21,The most recent poll just released by Monmouth University shows Mr,9440,9506
22,Trump with a wide double digit point lead over his closet rival with 26% support,9867,9947
23,Also recently released polls from NBC/WSJ FOXNews and NH1 show similar double digit leads for Mr,10363,10459
24,Trump who continues to be the definitive front runner for the Republican nomination for President of the United States,10906,11024
