,sentence,start,end
0,"""I am greatly relieved by the safe return of American prisoners from Iran",0,73
1,Their families and our country have waited and prayed for this day to come,545,619
2,"""I also welcome the full implementation of the nuclear agreement an important achievement of diplomacy backed by pressure",1091,1212
3,Implementation marks an important step forward in preventing Iran from obtaining a nuclear weapon,1595,1692
4,Iran has dismantled centrifuges disabled a reactor and shipped out almost all of its enriched uranium,2079,2180
5,These are important steps that make the United States our allies and the entire world safer,2527,2618
6,I congratulate President Obama and his team and Im proud of the role I played to get this process started,2927,3032
7,"""But we shouldnt thank Iran for the prisoners or for following through on its obligations",3359,3448
8,These prisoners were held unjustly by a regime that continues to threaten the peace and security of the Middle East,3775,3890
9,Another American Bob Levinson still isnt home with his family,4245,4306
10,The treatment of our Navy sailors earlier this week was offensive including the release of a demeaning and provocative video,4672,4796
11,Iran is still violating UN Security Council resolutions with its ballistic missile program which should be met with new sanctions designations and firm resolve,5120,5279
12,"""So we cant take our eye off the ball",5631,5668
13,As President my approach will be to distrust and verify,6056,6111
14,"I will vigorously enforce the nuclear deal as part of a comprehensive strategy that confronts all of Irans negative actions in the region and stand side-by-side with our ally Israel and our Arab partners."" ",6548,6753
