,sentence,start,end
0,"""Its chilling to learn that U.S",0,31
1,intelligence officials are conducting a probe into suspected meetings between Trumps foreign policy adviser Carter Page and members of Putins inner circle while in Moscow,500,670
2,You have to ask why he would meet with Igor Diveykin who is believed by U.S,1125,1200
3,officials to have responsibility for intelligence collected by Russian agencies about the U.S,1569,1662
4,election,2086,2094
5,This comes as Russian hackers continue their attempts to influence the outcome of our elections something Trump openly invited,2497,2623
6,This is serious business and voters deserve the facts before election day,3014,3087
7,"""Just one day after we learned about Trumps hundreds of millions of dollars in undisclosed Russian business interests this report suggests Page met with a sanctioned top Russian official to discuss the possibility of ending U.S",3408,3635
8,sanctions against Russia under a Trump presidency – an action that could directly enrich both Trump and Page while undermining American interests,3923,4068
9,This is precisely what more than fifty national security experts warned against when they called on Trump to disclose and divest his conflict-laden foreign assets that could endanger our national security,4383,4587
10,"""Weve never seen anything like this in American politics",4941,4997
11,Every day seems to cast new doubts on whats truly driving Donald Trumps decision-making: the interests of the American people or his own bottom line,5361,5509
12,"He needs to immediately disclose the full extent of his business relationships and foreign assets so the voters can make that determination for themselves."" U.S",5820,5980
13,intelligence officials are seeking to determine whether an American businessman identified by Donald Trump as one of his foreign policy advisers has opened up private communications with senior Russian officials — including talks about the possible lifting of economic sanctions if the Republican nominee becomes president according to multiple sources who have been briefed on the issue,6208,6595
14,The activities of Trump adviser Carter Page who has extensive business interests in Russia have been discussed with senior members of Congress during recent briefings about suspected efforts by Moscow to influence the presidential election the sources said,6767,7023
15,"After one of those briefings Senate minority leader Harry Reid wrote FBI Director James Comey citing reports of meetings between a Trump adviser (a reference to Page) and ""high ranking sanctioned individuals"" in Moscow over the summer as evidence of ""significant and disturbing ties"" between the Trump campaign and the Kremlin that needed to be investigated by the bureau",7192,7563
16,"Some of those briefed were ""taken aback"" when they learned about Pages contacts in Moscow viewing them as a possible back channel to the Russians that could undercut U.S",7754,7923
17,foreign policy said a congressional source familiar with the briefings but who asked for anonymity due to the sensitivity of the subject,8221,8357
18,The source added that U.S,8745,8770
19,"officials in the briefings indicated that intelligence reports about the advisers talks with senior Russian officials close to President Vladimir Putin were being ""actively monitored and investigated."" A senior U.S",9146,9360
20,law enforcement official did not dispute that characterization when asked for comment by Yahoo News,9711,9810
21,"""Its on our radar screen"" said the official about Pages contacts with Russian officials",10196,10283
22,"""Its being looked at."" Page is a former Merrill Lynch investment banker in Moscow who now runs a New York consulting firm Global Energy Capital located around the corner from Trump Tower that specializes in oil and gas deals in Russia and other Central Asian countries",10547,10815
23,He declined repeated requests to comment for this story,11099,11154
24,"Trump first mentioned Pages name when asked to identify his ""foreign policy team"" during anxa0 xa0last March",11522,11630
25,"Describing him then only as a ""PhD"" Trump named Page as among five advisers ""that we are dealing with."" But his precise role in the campaign remains unclear; Trump spokeswoman Hope Hicks last month called him anxa0 xa0who ""does not speak for Mr",11898,12142
26,"Trump or the campaign."" Asked this week by Yahoo News Trump campaign spokesman Jason Miller said Page ""has no role"" and added: ""We are not aware of any of his activities past or present."" Miller did not respond when asked why Trump had previously described Page as one of his advisers",12304,12588
27,The questions about Page come amid mounting concerns within the U.S,12845,12912
28,intelligence community about Russian cyberattacks on the Democratic National Committee and state election databases in Arizona and Illinois,13305,13444
29,In a rare public talk this week former undersecretary of defense for intelligence Mike Vickers said that the Russian cyberattacks constituted meddling in the U.S,13808,13969
30,"election and were ""beyond the pale."" Also this week two senior Democrats — Sen",14327,14405
31,Dianne Feinstein ranking minority member on the Senate Intelligence Committee and Rep,14813,14898
