,sentence,start,end
0,..,0,2
1,and a moment that will stick with me for the rest of my life,392,452
2, A few hours later I was on a plane heading to Michigan,842,896
3,"""Michigan is a very special place to me",1286,1325
4,Before working for Hillary I served as Senator Debbie Stabenows chief of staff,1699,1777
5,I fell in love with the state—its beautiful landscapes its tremendous manufacturing,2119,2202
6,"I learned that grit and charm are at the heart of what it means to be from Michigan."" ""I saw Mayor Karen Weavers determination to keep advocating on behalf of the community even when others were saying she couldnt make a difference",2475,2706
7,I saw the relief of a local journalist when she realized that someone was finally listening to what she had been reporting for months,2956,3089
8,"And I saw the deep faith of ministers in and around Flint who were doing everything they could to guide their congregations through such tough times."" Why? Because Hillary has spent her entire life fighting for families and for communities like Flint",3328,3578
9,She wanted to hear directly from the people who are being affected so that she could find ways to make a practical difference in their lives,3820,3960
10," ""When Hillary got to Flint we headed to a church",4252,4300
11,We sat together as she bore witness to the pain of a mom who has tried to shield her son from all the ills of the world only to be invaded in her own home by poisoned water,4538,4710
12,At every meal every bath every turn—for nearly two years,4951,5007
13,"She spoke with another mom who is now running to doctors appointments while trying to help others who are even worse off than she is."" ""And no one could overlook the 6-year-old in the room Jaylon",5287,5482
14,Hes the same age as my own son so his presence touched me personally,5750,5818
15,"Jaylon loved taking pictures and he spent the meeting snapping photos on his phone.?"" ""It was hard for us to hear Jaylons mom say how much she loved him and how difficult it was for him without help at school",6061,6269
16,It was hard for Jaylon to hear too,6517,6551
17,While his mom talked he hid behind his phone,6870,6914
18,But when she was done Jaylon peeked up and smiled at us,7239,7294
19,"It made us all laugh—and we needed that."" When Jaylon was done taking pictures we headed to the sanctuary—a room full of love prayer and cheers",7587,7730
20,"Pastor Stewart welcomed Hillary to the pulpit and she began: ""This is the day the Lord has made ..",8007,8105
21,""" ""Hillary cares about all of our families and neighbors",8447,8503
22,Thats why she assured the citys estimated 1000 undocumented immigrants that they wouldnt be left out,8858,8958
23,"And thats why she finished her speech with this:"" Before saying goodbye Hillary found Jaylon and his mother",9300,9407
24,Jaylon asked Barb Kinney our campaign photographer if he could try out her camera,9758,9839
25,She obliged,10202,10213
26,"""With Hillarys leadership we can work together and get Flint back on its feet",10577,10654
27,"And if we do I have no doubt that Jaylons grit and charm will take care of the rest."" Jaylon takes a photo of Barb Kinney the official campaign photographer",11078,11234
