,sentence,start,end
0,Mr,0,2
1,Lewandowski was issued a Notice to Appear and given a court date,413,477
2,He was not arrested,888,907
3,Mr,1318,1320
4,Lewandowski is absolutely innocent of this charge,1731,1780
5,He will enter a plea of not guilty and looks forward to his day in court,2191,2263
6,He is completely confident that he will be exonerated,2629,2682
7,Mr,3080,3082
8,Lewandowski is represented by Scott Richardson of the law office of Scott N,3507,3582
9,Richardson P.A,4007,4021
10,in West Palm Beach and Kendall Coffey of Coffey Burlington in Miami,4446,4513
11,"""Inquiries are to be directed to Mr",4938,4973
12,"Richardsons office."" ",5398,5418
