,sentence,start,end
0,Today Donald J,0,14
1,Trump unveiled the latest campaign add to begin airing in New Hampshire,444,515
2,The ad will appear on TV starting Wednesday and is part of an $850000 spend the campaign made last week,945,1048
3,The ad is a compilation of footage from Trump events showcasing massive crowds energy passion and supporters reinforcing Mr,1437,1560
4,"Trumps message to take back the country."" Mr",1920,1964
5,"Trump stated ""This is a movement",2347,2379
6,People believe in my vision to make our country better and stronger than ever before and I am so honored to have their support,2712,2838
7,"I am going to make you so proud--- we will take our country back and Make America Great Again!"" Mr",3111,3209
8,Trump continues to dominate all national and local polls including maintaining a massive twenty-six point lead in New Hampshire where he will compete in the first in the nation primary contest on Tuesday February 9th,3475,3691
9,Mr,4042,4044
10,Trump is self-funding his campaign and has spent millions on advertising in the first three early states,4497,4601
11,He also maintains his frontrunner status in South Carolina and all national surveys,5054,5137
12,You can view the ad here:  ,5590,5615
