,sentence,start,end
0,Today Donald J,0,14
1,Trump received the endorsement of two true American heroes who fought against all odds in a hostile foreign land to save more than twenty-five American lives,442,599
2,"Mark ""OZ"" Geist and John ""TIG"" Tiegen are two of the individuals responsible for the defense and rescue of dozens of Americans during the terror attacks on the U.S",993,1156
3,consulate and at the CIA compound in Benghazi,1480,1525
4,Mr,1925,1927
5,"Trump stated ""I am truly honored to have the support of these American heroes the best of their generation",2298,2404
6,The American people can know with certainty I will always place their interest above all else,2719,2812
7,"I am the most militaristic person and it is so important to me to strengthen our military and protect American families and freedoms."" Mark ""OZ"" Geist said ""We perhaps more than any Americans know the absolute and imperative reason that we elect Donald J",3071,3325
8,Trump as President of the United States,3626,3665
9,First and foremost under a Trump administration the request for additional security by an ambassador would have been heeded and second there is no question when the attack camehe would have moved heaven and earth to provide the necessary forces to protect and reinforce our warriors,3954,4236
10,Mr,4534,4536
11,"Trump is the bold decisive leader America needs at this time""",4939,5000
12,"Oz added ""Under President Trump many conflicts will be avoided because our enemies will fear the United States and our military."" John Tiegen added ""It is very clear to see the groundswell of support never seen before in recent politics",5290,5526
13,Americans want a strong leader one who cares more about the safety and freedom of the American people than he does winning elections or what the press might think,5755,5917
14,In honor of those we have fought with I am proud to endorse the next President of the United States Donald J,6181,6289
15,"Trump."" Mr",6690,6700
16,Trump was joined by Mark and John at a campaign rally in Madison Alabama attended by thousands just days before the March 1st primary contest,7109,7250
