,sentence,start,end
0,"""Four years ago today President Obama used his constitutional authority to change the lives of thousands of young people who call America home",0,142
1,Deferred Action for Childhood Arrivals (DACA) has given DREAMers the freedom to provide for their families further their educations and live their lives without fear of being deported from the country they know and love,575,794
2,This policy is good for our economy–and it is true to our values as Americans,1074,1151
3,We are proud of our heritage as a nation of immigrants,1487,1541
4,We believe every young person deserves the chance to live up to his or her God-given potential,1867,1961
5,We know we are stronger together,2304,2336
6,"""This anniversary also reminds us of how high the stakes are in this election",2688,2765
7,Right now the United States Supreme Court is set to rule on the recent expansion of DACA and the creation of Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA),3058,3245
8,I strongly believe that these executive actions that are rooted in law and precedent will be upheld but the fate of these policies and of the millions of people who were impacted by them will be in the hands of the next President,3466,3695
9,"""If Donald Trump is that president he has pledged to eliminate DACA and DAPA on day one",3925,4012
10,He has said he will create a deportation force to round up 11 million people,4325,4401
11,He will tear apart families separate parents and children rip young people out of school and workers from their jobs,4716,4832
12,He has even said he will undermine that most fundamental American value–that if you are born here no matter who your parents are or where they came from you are an American,5105,5277
13,"""I believe America is stronger together",5593,5632
14,When we embrace immigrants not denigrate them,6032,6077
15,When we protect families not tear them apart,6454,6498
16,When we build bridges not walls,6893,6924
17,"""It is why I co-sponsored legislation to protect DREAMers throughout my time in the senate as well as legislation to enact comprehensive immigration reform and it is why I will do everything in my power as president to protect President Obamas executive actions go further to provide relief for families and introduce comprehensive immigration reform with a path to full and equal citizenship within my first 100 days in office."" ",7149,7578
