,sentence,start,end
0,Thank you,0,9
1,In 24 days we are going to win this state and we are going to win the White House,432,513
2,We are going to deliver real change that puts America First,936,995
3,We are going to renegotiate our terrible trade deals reduce surging crime cut taxes and regulations lift the restrictions on American energy end common core reduce the cost of college make childcare more affordable and repeal and replace the disaster known as Obamacare,1349,1618
4,"""Your jobs will come back under a Trump Administration",1916,1970
5,Your incomes will go up under a Trump Administration,2371,2423
6,Your taxes will go way down under a Trump Administration,2809,2865
7,"Your companies wont be leaving our country under a Trump Administration."" We are going to be a rich country again",3209,3322
8,We are also going to end government corruption,3665,3711
9,Hillary Clinton is the most corrupt person ever to seek the office of the Presidency – and the media donors and special interests who support her will do everything they can to cling to their power and prestige at your expense,3982,4208
10,The Hillary Clinton documents released by WikiLeaks make more clear than ever just how much is at stake in this election,4460,4580
11,"""The documents show the Clinton Campaign colluding with the State Department and Justice Department over the investigation into Hillarys illegal email server that put your family and your country in danger."" They show how the Clintons ripped off the people of Haiti",4846,5111
12,They show the Clinton Campaign viciously attacking Catholics and Evangelicals,5419,5496
13,They also show how the media collaborates and conspires directly with the Clinton Campaign,5881,5971
14,To cover-up her crimes Hillary Clinton deleted 33000 emails – after a Congressional Subpoena – she lied to Congress under oath she made 13 phones disappear some with a hammer and now we learn 2 boxes of evidence mysteriously went missing,6265,6502
15,"""Hillary Clinton should have been prosecuted and gone to jail for her crimes",6772,6848
16,The FBI and the Department of Justice created a fraud in allowing Hillary Clinton to get away with her terrible crimes – and I guarantee you the Clintons are laughing at them,7148,7322
17,"The Directors performance in Congress coupled with Bill Clintons clandestine meeting on the tarmac in the Attorney Generals airplane just prior to decision-time on Hillary – supposedly talking about golf and grandchildren – is perhaps the lowest point in those departments history."" Instead of being held accountable Hillary is running for President in what looks like a rigged election",7515,7901
18,The election is being rigged by corrupt media pushing completely false allegations and outright lies in an effort to elect her President,8111,8247
19,But we are going to stop it,8567,8594
20,We are not going to back down,8961,8990
21,We are not going to let it happen,9354,9387
22,We are just getting started,9753,9780
23,Americans have had it with the years the decades of Clinton Corruption,10127,10197
24,They get rich stealing your jobs and shipping them to other countries,10532,10601
25,This will finally be the year the American people say: Enough is Enough,10952,11023
26,"Speaking in secret to a foreign bank Hillary Clinton said her dream is for totally ""open trade and open borders."" By ""open trade"" she means foreign countries can cheat us out of millions of jobs and trillions of dollars",11304,11523
27,"By ""open borders"" she means totally unlimited immigration",11828,11885
28,When she thought no one was listening Hillary Clinton was plotting to destroy the sovereignty of the United States,12253,12367
29,Either we win the election or we lose the country,12715,12764
30,A Trump Administration will secure and defend our borders,13137,13194
31,And yes we will build a wall,13563,13591
