,sentence,start,end
0,"""Hello Orlando! Wow",0,19
1,Thank you all so much,410,431
2,I am so happy to be back and I want to thank all of you for being here today at the Frontline Outreach Youth and Family Center which does so much good work in the community,822,994
3,I want to acknowledge your terrific mayor Mayor Buddy Dyer who was here earlier,1323,1402
4,I want to thank Pastor Wynn Tiffany Namey the chair of the Orange County Disability Caucus and everyone – especially Val Demings,1707,1835
5,Wheres Val? Val – I know – got this crowd really whipped up and I want you to stay whipped up for Val,2101,2202
6,She is going to be a great member of Congress for everything that we care about and are fighting for,2462,2562
7,"""I want to thank Anastasia for that introduction",2867,2915
8,Didnt she do an amazing job? I first met Anastasia when she was nine years old,3231,3309
9,She raised her hand at a town hall and she said My twin sister cant speak,3603,3676
10,Because of that they put her in a separate class apart from the rest of the kids,3962,4042
11,But she can communicate with a computer,4353,4392
12,And shes very smart and would do just as well as anyone else if the principal and teachers would just give her a chance,4691,4810
13,"I was just blown away by this nine-year-old girl – her confidence and how much she loved her sister."" ""So Anastasia and I have stayed in touch over the years",5056,5213
14,When she grew up she became an intern in the Senate,5489,5540
15,I was so proud of her speech at the Democratic National Convention in Philadelphia too,5868,5954
16,"And Im very excited that shes here with us today."" ""I also want to thank Orlando",6256,6336
17,Its great to be back in this wonderful city with all of you,6648,6707
18,Youve been through a lot this year,7049,7083
19,And what has been so notable is youve responded with grace,7417,7475
20,Youve shown the world what Orlando is made of – strength love and kindness,7789,7863
21,"This is something we could all use more of right now."" ""Im here today to talk about how to make our economy work for everyone but first I need to say something about two very upsetting incidents that took place over the past few days",8091,8324
22,First an unarmed man named Terence Crutcher was shot and killed by a police officer in Tulsa,8565,8657
23,Then a man named Keith Lamont Scott was shot and killed by a police officer in Charlotte,8975,9063
24,"Im sending condolences and prayers to their families; I know a lot of you are as well."" ""There is still much we dont know about what happened in both incidents",9329,9488
25,But we do know that we have two more names to add to a list of African Americans killed by police officers in these encounters,9721,9847
26,Its unbearable,10189,10203
27,"And it needs to become intolerable."" ""We also saw the targeting of police officers in Philadelphia last week",10582,10690
28,And last night in Charlotte 12 officers were injured in demonstrations following Keith Lamont Scotts death,11070,11176
29,Every day police officers across our country are serving with extraordinary courage honor and skill,11549,11648
30,We saw that again this weekend in New York and New Jersey and Minnesota,12018,12089
31,Our police handled those terrorist attacks exactly right,12460,12516
32,And they likely saved a lot of lives,12889,12925
33,Ive spoken to many police chiefs and other law enforcement leaders who are as deeply concerned as I am and deeply committed as I am to reform,13232,13373
34,Why? Because they know it is essential for the safety of our communities and our officers,13664,13753
35,"We are safer when communities respect the police and police respect communities."" ""Ive also been privileged to spend a lot of time with mothers who have lost children and young people who feel that as far as their countrys concerned their lives seem disposable",14010,14270
36,Weve got to do better,14547,14568
37,And I know we can,14915,14932
38,"And if Im elected president we will – and we will do it exactly together which is the only way it can be done."" ""Look I know I dont have all the answers",15201,15353
39,I dont know anyone who does,15627,15654
40,"But this is certain: too many people have lost their lives who shouldnt have."" ""Sybrina Fulton has become a friend of mine",15963,16085
41,Her son Trayvon Martin was killed not far from where we are today,16395,16460
42,Sybrina says This is about saving our children,16804,16850
43,And shes absolutely right,17211,17236
44,We need to come together work together – white black Latino Asian all of us – to turn the tide stop the violence build the trust,17536,17664
45,"We need to give all of our kids no matter who they are the chance to grow up safe and healthy in their communities and in our country."" ""Now there are so many issues we need to take on together and thats why were here today",17843,18066
46,Because in just 48 days – can you believe it 48 days – Americans will go to the polls and choose our next president,18262,18377
47,Well I hope so,18675,18689
48,I hope so,19039,19048
49,I want to just stress that our campaign is about the fundamental belief that in America every person no matter what you look like who you are who you love you should have the chance to go as far as your hard work and dreams will take you,19295,19532
50,"And that is the basic bargain that made our country great and its our job to make sure its there for you and future generations."" ""Building an economy that works for everyone not just those at the top is the central challenge of our time",19666,19903
51,And I take it personally because Im a proud product of the American middle class,20149,20229
52,My grandfather started working in a lace mill in Scranton Pennsylvania when he was just a boy and worked there for 50 years,20519,20642
53,Thanks to him my dad was able to go to college and then start his own small business printing fabric for draperies,20922,21036
54,"And because of my dad and my mom I could head out into the world and follow my dreams."" Every American family should be able to write a similar story for themselves and their children",21270,21453
55,And history has shown us – our history has shown us that the strongest growth in our economy is inclusive broad-based growth – when everyone can contribute to our prosperity and share in its rewards,21679,21877
56,"""Now here is just one example",22184,22213
57,The flood of women into the American workforce over the past several decades was responsible for more than $3.5 trillion in economic growth,22570,22709
58,But as womens labor participation has slowed in recent years due in part to our failure to provide family-friendly policies like paid leave and affordable childcare so our economic growth wasnt as strong as it could have been,22991,23216
59,Women who want to work deserve to work,23507,23545
60,And whenever they are denied that opportunity its not fair to them – and we all lose out,23886,23974
61,In a competitive 21st century global economy we cannot afford to leave talent on the sidelines,24269,24363
62,"When we leave people out or write them off we not only shortchange them and their dreams we shortchange our country and our own futures."" ""Thats one reason why I care so much about supporting working parents",24632,24839
63,Its one reason why Im such a strong supporter of comprehensive immigration reform,25152,25233
64,Because bringing millions of undocumented workers into the formal economy will decrease abuse and exploitation and it will increase our economic breath and our tax base,25570,25738
