,sentence,start,end
0,"""Thank you! Whoa! Thank you so much",0,35
1,And I am so happy to be here in Coral Springs in Broward County in the great state of Florida! And I know theres a big overflow crowd in the next building over,402,561
2,I think they can see and hear us but I wanted to thank them for being part of todays event,871,961
3,"""And Ive got to recognize Joshua Simmons who just introduced me",1263,1326
4,He is a civics teacher at Pompano Beach Middle School and boy are his students lucky to have him and his enthusiasm,1626,1741
5,And I want to also commend him for talking about his mother and how hard she worked and his sister who he helped to raise,2002,2123
6,"We really are stronger together and that starts in families and neighborhoods and communities."" ""Well you heard from a lot of my friends who represent you starting with my great friend and former colleague your Senator Bill Nelson",2366,2596
7,And I am looking forward to working with Bill as we make sure to continue the progress that will move us all forward together,2838,2963
8,And I sure hope Florida sends some reinforcements to the Senate and elect Congressman Patrick Murphy,3281,3381
9,I think Florida deserves a full-time senator dont you? And I want to thank my friend someone who has just worked her heart out not just for her constituents but for Democrats across America – Congresswoman Debbie Wasserman Schultz,3657,3887
10,And another great friend of mine going back more years than we care to remember – Im so pleased hes here with us – Congressman Alcee Hastings,4129,4270
11,"And I know that Congressman Ted Deutch who represents this district – is over in Israel for the funeral of a great great man Shimon Peres and I want to thank Ted for all of his support and his hard work."" ""Before I get started and really talk about everything thats at stake and what we have to do the next 39 days to make sure we win this election I wanted to say a few words about the tragic passing of Jose Fernandez",4368,4787
12,When he left Cuba he did not speak a word of English,4900,4952
13,He didnt let that stop him,5270,5296
14,He pursued his dreams,5635,5656
15,He wanted to and he became one of the best baseball players that Miami has ever seen,5976,6060
16,And he never forgot where he came from,6368,6406
17,He worked hard to give back to the community that had given so much to him,6717,6791
18,Joses life really embodied the American dream and at 24 years of age he was just getting started,7075,7171
19,"Im sure you join me in saying that our thoughts and our prayers are with his family with his fans and everyone whose life he touched during his extraordinary career."" ""I also want to mention another resident of Coral Springs and thats a man named Bob Levinson",7386,7645
20,My heart goes out to Bobs family,7913,7945
21,"He disappeared in Iran more than nine years ago and it is long past time for the Iranian regime to provide us information about his whereabouts and let him return home to his family."" ""Now did any of you see the debate the other night? Well I think it was pretty clear there are two very different choices for our country based on two very different visions of the kind of America that we want to have",8127,8528
22,My view is we are already great and if we work together we will become even greater in the years ahead,8670,8772
23,I believe America is an exceptional nation,9100,9142
24,My opponent believes America is in decline,9511,9553
25,Ive never heard such a dark and divisive terrible image of our country coming from someone running to be president of the United States,9887,10022
26,When he talks I lots of times dont even recognize the country hes talking about,10324,10403
27,And why are we already great? Well it is not just because of the size of our economy or the size of our military,10688,10800
28,It is because of our generosity; it is because of our ingenuity; it is because of the diversity of our country,11065,11175
29,"I think our diversity is one of our strongest assets."" ""This morning I laid out my plan for more national service so that more people of all ages can serve America serve their communities",11425,11612
30,Because America is great when you really strip it all down because America is good,11886,11968
31,"And we cant ever forget that."" ""I have laid out specific plans about how were going to make our country even greater",12273,12389
32,Ive actually got a book here with Tim Kaine my running mate,12693,12752
33,I have this old-fashioned idea: if Im asking you for your vote for president I should tell you what Im going to do,13051,13165
34,"I shouldnt just talk in generalities and use rhetoric and never answer questions about what we can do but to lay out how were going to make the economy work for everyone not just those at the top."" That means new jobs – new jobs with rising incomes jobs in infrastructure jobs in advanced manufacturing in innovation and technology and yes clean renewable energy jobs",13321,13688
35,"""My opponents only infrastructure plan is to build a wall",13922,13979
36,I love that he went down to Mexico and he choked,14342,14390
37,He didnt even raise it,14753,14775
38,Hes been going around telling people for months Were going to build a wall and were going to make Mexico pay for it,15085,15200
39,So hes sitting with the president of Mexico and he doesnt even bring it up,15474,15548
40,He finds it a lot easier to insult women than to talk to the president of Mexico about building a wall,15819,15921
41,I mean really who gets up at 3 oclock in the morning to engage in a Twitter attack against a former Miss Universe? I mean he hurled as many insults as he could,16157,16316
42,Really why does he do things like that? I mean his latest Twitter meltdown is unhinged even for him,16564,16663
43,It proves yet again that he is temperamentally unfit to be president and commander-in-chief,16969,17060
44,"I have said it before and Ill say it again: A man who can be provoked by a tweet should not be anywhere near the nuclear codes."" ""So Im going to keep talking about what we can do together after this election",17303,17510
45,Getting those new jobs,17771,17793
46,And Ill tell you another area I want to emphasize is small business,18137,18204
47,As I said the other night my dad was a small businessman,18523,18579
48,He made a lot of sacrifice and he worked really hard to give us a good solid middle-class life,18869,18963
49,Im really proud of that,19291,19314
50,And Im sure glad he never got a contract from Donald Trump who stiffs small businesses doesnt pay his bills to people like my dad,19621,19750
51,"But we need to do more to get small business started and growing – here in Broward County throughout South Florida across the state and beyond."" ""So as we grow the economy we also have to make it fairer",19987,20189
52,I want prosperity to reach everyone not just the privileged few,20460,20523
53,So we are going to raise the minimum wage be-cause if you work full-time you should not still be in poverty,20835,20942
54,And you know two-thirds of all minimum wage workers are women most of them supporting kids,21239,21329
55,And if you work full-time on a minimum wage job at the end of the year youve made $15000,21616,21704
56,I think we can do better,22009,22033
57,"And I think we should because we want everybody to have a chance to get ahead and stay ahead and go as far as their hard work and talent will take them."" ""Something else were going to do is we are finally going to guarantee equal pay for womens work",22259,22508
58,Now this is not my friends just a womens issue,22726,22772
59,If you have a mother a wife a daughter a sister who is working its your issue too to make sure she is paid fairly,23052,23165
60,"That will raise family incomes."" ""And then the third thing I want to do is to make sure – to make sure – more companies share profits with the workers who helped to create those profits in the first place",23370,23574
61,The other night at the debate one of my guests was Mark Cuban,23807,23868
62,He was sitting in the front row,24207,24238
63,And one of the reasons I was proud to have him there is he believes in profit-sharing,24556,24641
64,Hes always in his companies shared profits,24955,24997
65,And by the way he is a real billionaire,25334,25373
66,And when he sold his first company he shared the profits from the sale and 300 people who worked for him who helped to make him a success became millionaires,25664,25821
67,"I want to lift up and use as examples business leaders like that not somebody who stiffs contractors who doesnt pay dishwashers and painters and plumbers and glass installers and architects and marble installers and so many else but somebody who has the right attitude that were stronger together in business just like we are in government and America."" ""And the other thing we have to do more of is to make sure that we help deal with some of the stresses that American families are facing",25928,26418
68,It is hard to balance family and work isnt it? I think we can do better,26523,26594
69,"I want to see us have paid family leave earned sick days affordable childcare and affordable college that includes tuition-free and debt-free college."" ""Now after the primary was over – and Senator Sanders and I ran a tough primary but you know what? I was really proud",26845,27114
70,We ran a campaign based on issues not insults,27375,27420
71,He and I got together and we said okay what are we going to do to make sure that more young people can actually get a college education? Because right now its way beyond what a lot of families can afford,27668,27871
72,"And if you go into debt you come out of it with so much debt that remains a burden on you."" ""So the other day Senator Sanders and I were up in New Hampshire together and we were rolling out our plan",28034,28232
73,And its pretty simple,28476,28497
74,You can go to my website but let me just tell you briefly,28819,28876
75,If you are in a family that makes less than $125000 you will not pay tuition to go to a public college or university,29147,29263
76,And if you make more than that you will pay what you can afford but you will not have to borrow money because it will be debt-free for you to go,29492,29636
