,sentence,start,end
0,"""How the Republican presidential candidates stack up on womens health."" By now youve probably heard the news: Donald Trump said he believes women should receive ""some form of punishment"" for seeking an abortion",0,210
1,"""But when it comes to womens health and reproductive rights Trump is really not so different from the other Republicans in the race—just look at the facts."" ""1",593,752
2,As governor of Ohio John Kasich has restricted abortion access: He signed into law a ban on abortion after 20 weeks of pregnancy—which didnt include exceptions for rape incest or a womans life,1012,1204
3,He defunded Planned Parenthood in Ohio cutting more than $1 million in funding for health screenings and HIV testing,1502,1618
4,"And because of restrictions hes signed into law the only two abortion providers in southwest Ohio could soon close—making it that much harder for nearly half a million Ohio women to exercise their constitutional right."" 2",1904,2125
5,Donald Trump promised that he would shut down the government rather than fund Planned Parenthood which provides vital health care including birth control cancer screenings and yes—safe and legal abortion,2390,2593
6,"""3",2962,2964
7,This isnt a hypothetical for Cruz: As a U.S,3390,3433
8,"senator he was?"" ?willing to shut down the federal government in an attempt to defund Planned Parenthood",3814,3918
9,"""4",4315,4317
10,As with all attacks on abortion access 20-week bans are part of a deliberate coordinated effort to chip away at womens constitutional right to safe and legal abortion,4669,4835
11,"Abortions after 20 weeks of pregnancy are extremely rare but often take place under serious and complex circumstances—at a time when women and their doctors need every medical option available."" ",5246,5440
