,sentence,start,end
0,"""We believe the RNC official in the room the campaigns statement after the meeting and the candidate himself that Donald Trumps immigration plan remains the same as its always been: tear apart families and deport 16 million people from the United States",0,253
1,"One need look no further for confirmation than Donald Trumps own words and the TV ad releasedxa0on Fridayxa0thats beingxa0 by white supremacists."" "": RNC Official at Trumps Hispanic Meeting Debunks False BuzzFeed Univision Reports that Donald Succumbed to Amnesty Activists"" ""Mr",574,852
2,Trump said nothing today that he hasnt said many times before including in his convention speech—enforce ourimmigration laws uphold the Constitution and be fair and humane while putting American workers first,1129,1337
3,Todays conversation was productive and enlightening and Mr,1708,1766
4,"Trump looks forward to speaking with these leaders again soon and often."" –xa0 xa0""But still tell me the how",2198,2306
5,"Are you going to have a massive deportation force? Brzezinski asked.xa0Trumpxa0responded affirmatively: Youre going to have a deportation force and youre going to do itxa0humanely and youre going to bring the country — and frankly the people because you have some excellent wonderful people some fantastic people that have been here for a long period of time."" Washington Postxa0  TRUMP: ""Well first of all its not only deportation",2514,2944
6,Its building a wall and I mean a real wall,3156,3198
7,Mexico will pay for the wall,3561,3589
8,Most politicians wouldnt understand how you go about doing that,3946,4009
9,It will happen,4382,4396
10,Its basically quite simple,4771,4797
11,But its going to be done in a veryxa0humane fashion,5149,5200
12,People will have to go out they are illegal immigrants they came in illegally,5538,5615
13,They have to go out and they have to come back legally,5945,5999
14,"Bret there will be a deportation and hopefully theyll be able to come back into the country."" Special Report with Bret Baier Fox News 11/12/15 TRUMP: ""And you can do it on axa0humanexa0basis",6279,6469
15,You can do it on a basis where it works,6745,6784
16,And they come back – good ones can come back but they have to go through a process,7090,7172
17,"We have million of people wanting to get into the country and they are doing it legally and theyre going through this long process and its really unfair to them also."" Mornings With Maria Fox Business 11/6/15 SCOTT PELLEY: ""Lets assume your wall has gone up."" DONALDxa0TRUMP: ""Good."" SCOTT PELLEY: ""Eleven twelve million illegal immigrants—"" DONALDxa0TRUMP: ""Or whatever the number is."" SCOTT PELLEY: ""Still in the country what do you do?"" DONALDxa0TRUMP: ""If theyve done well theyre going out and theyre coming back in legally",7300,7827
18,"Because you said it—"" SCOTT PELLEY: ""Youre rounding them all up?"" DONALDxa0TRUMP: ""Were rounding them up in a very humanexa0way in a very nice way",7944,8090
19,And theyre going to be happy because they want to be legalized,8397,8459
20,"And by the way I know it doesnt sound nice but not everything is nice somebody has to do it."" SCOTT PELLEY: ""It doesnt sound practical."" DONALDxa0TRUMP: ""It is practical",8742,8911
21,Its going to work,9208,9225
22,They have to come here legally,9592,9622
23,And you know when I talk about the wall and I said it before were going to have a tremendous beautiful wide-open door,9951,10068
24,Nice big door,10415,10428
