,sentence,start,end
0,Hello Grand Valley! Thank you! Thank you.n It is great to be back in western Michigan,0,85
1,Thank you,483,492
2,Are there any Lakers here?n Oh my gosh,890,928
3,I am so thrilled to be here,1326,1353
4,I want to thank the president of this great university Tom Haas the faculty the staff the students,1720,1818
5,I want to thank Brandon Dillon the Chair of the Michigan Democratic Party,2133,2206
6,"And I especially really want to thank you for sending Debbie Stabenow to the United States Senate.n ""I have also the great personal experience and privilege of having worked with Debbie gotten to know her become a friend of hers and I am so excited at the possibility that Ill be able to work with her again",2451,2758
7,"But I want you to know this - and I really really hope youll tell folks because there is no more dedicated effective member of the United States Senate than Debbie Stabenow.n"" ""She fights for all of you every day but she does it with that smile that never leaves her face",2849,3120
8,And she brings people together who are on opposite sides of issues because she just keeps talking,3336,3433
9,And dont we need more of that in Washington where people actually talk and listen to each other,3729,3824
10,"So its wonderful to be with all of you and to be introduced by Debbie.n"" Are you ready to vote tomorrow Michigan? Are you ready to help get your friends to vote tomorrow? That is clearly the right answer because we have a really important election tomorrow.n ""The choice in this election could not be clearer",4017,4325
11,And I know that for many people youve gone back and forth youve thought about what to do and I really respect that,4525,4639
12,But let me say this,4985,5004
13,Let me say this,5376,5391
14,"This election is basically between division and unity in our country.n"" ""Its between strong and steady leadership or a loose cannon who could put everything at risk",5710,5874
15,It is between an economy that works for everyone or one that is even more stacked for those at the top,6154,6256
16,And I want each and every one of you to be thinking through about all the issues that you care about,6526,6626
17,"Because although my name and my opponents name will be on the ballot those issues and those values are on the ballot as well.n"" And as you think about what you care about and what you want your future to look like you have to recognize this is a consequential election",6830,7098
18,I have been privileged to know a lot of our presidents over the past decades and people who ran for president,7300,7409
19,"I was privileged to know as a college student Gerald Ford.n ""In fact I had an internship with the House Republican Conference Committee which he headed after my junior year in college",7678,7861
20,So when I say Ive gotten to know a lot of our presidents and people whove run for president it goes back a ways,8116,8227
21,And heres what I want you to understand,8526,8565
22,I didnt agree with everything they did or said,8915,8961
23,Even the Democrats,9348,9366
24,"We had differences and politics and policies and sometimes on principle but I never doubted I never doubted that they were fit to serve as our president and commander-in-chief.n"" ""Thats why this election is so different",9689,9908
25,And its why so many Republicans have spoken out to endorse me and support me and who have taken very courageous stands against the nominee of their own party,10147,10304
26,"Because they believe that we must put country ahead of party when it comes to this election.n"" I was at Kent State in Ohio last week and I was introduced by a gentleman by the name of Bruce Blair",10522,10717
27,And Mr,10977,10983
28,Blair had served in the Air Force he was a young officer assigned to be what was called a launch officer,11296,11400
29,That meant he served his time every day sitting in a bunker where the controls for launching nuclear weapons were housed,11680,11800
30,And his job - imagine the responsibility,12130,12170
31,A young Air Force officer in his twenties waiting to hear whether or not an order is given for him to launch nuclear weapons.n And Bruce Blair explained that there is no appeal from a presidents order to do that,12462,12673
32,"The joint chiefs of our military forces cant say ""No dont do it."" Theres no veto from Congress or anyone else",12903,13012
33,"And the time between the order being given and the actual launch is four minutes.n ""So after watching this election Mr",13310,13428
34,Blair began contacting others who had served in this incredibly responsible position to share his concerns about what he was hearing and seeing,13742,13885
35,"And several dozen of them - Id never met them before - several dozen of them wrote a letter explaining why they could never support Donald Trump to be our commander-in-chief.n"" The awesome responsibility that is housed in one person is something I want you to think about between now and the time you vote",14081,14386
36,Because I will pledge to you that I will exercise the greatest care and responsibility in all of the powers invested in the office of the presidency.n I also want to pose to you a contrast in visions,14524,14723
37,"Did any of you see the debates? First of all I did stand for four and a half hours with Donald Trump on the stage proving conclusively I have the stamina to be president.n ""But I have to say in addition to that there were so many things that he said that of course I sometimes was surprised by",14838,15131
38,But the theme that ran through much of his rhetoric was the presentation of a dark and divisive vision for America,15308,15422
39,Now I have to tell you I know weve got problems,15727,15774
40,Ive spent 18 months traveling around our country talking to - by now - hundreds and hundreds of thousands of people hearing whats on peoples minds,16086,16232
41,Weve got challenges but Americas always had challenges,16549,16603
42,"And since when do we become pessimistic and not able to think about what we can do to overcome those challenges and solve those problems together?n"" ""I often didnt recognize the country that Donald Trump was describing",16917,17135
43,Because from my perspective looking back at our history we have a tremendous opportunity ahead of us,17420,17520
