,sentence,start,end
0, Madam Secretary thank you for joining us,0,40
1,It was quite a night last night and I was taken with your moment of candor there before the cameras when you said you had a sigh of relief,395,533
2,Tell us about that sigh of relief and what it meant to you,858,916
3,""" Right",1232,1239
4,Oh Chris it meant the world to me,1577,1610
5,As we all remember I was not successful in Iowa last time and I know how hard that caucus process is,1907,2007
6,So proud of our organization our volunteers all my supporters,2313,2374
7,Everybody said if there were a big turnout that would advantage Senator Sanders,2712,2791
8,There was a big turnout and we won,3139,3173
9,"And now Im in New Hampshire looking forward to the primary next Tuesday and continuing to make my case in this contest of ideas between me and the senator.""  Well you know ""The New York Times"" ran this story this morning that you were disappointed and I think its possible to be both disappointed and relieved",3393,3701
10,You could have been disappointed at 9:00 but very relieved at 11:00,3925,3992
11,I mean the times change during the course as the results come in,4344,4408
12,"Are both those possible? You thought you could have done better with your field operation but youre also glad you came out ahead? "" Look Chris I really believe that during the last few weeks leading up to the caucus I could feel the energy building",4652,4900
13,Its a tough process and what I was seeing on the ground as people were telling me they were changing their minds that they were supporting me what my organizers were reporting was all consistent that it was going to be close but if we did our work and we did we would win,5017,5288
14,So I was thrilled by winning and getting that boost out of Iowa here in New Hampshire where I am in Senator Sanders backyard as you know as a political expert of your many years that New Hampshire votes for neighbors,5410,5626
15,"And so I have to really get out there make my case which I intend to do this week."" "" I just love the way you snuck that in",5824,5947
16,Its his backyard therefore he has an advantage geographically and we shouldnt put too much stock into it,6192,6296
17,But let me ask you about this because Im looking at these polls,6599,6662
18,Theres a range in the polling over the last couple weeks in New Hampshire and it is his back yard,6960,7057
19,Look at the map its Vermont and New Hampshire right next to each other twin there,7333,7414
20,"Between 6 and 33 points hes got a lead on you up there and I wonder how much ground you can make in a week because we only have a week now."" "" I feel really good about my campaign in New Hampshire and I remember getting off the plane in New Hampshire after the Iowa caucuses last time where I did not win and I was way behind going into what was then just five days before the primary",7529,7913
21,And the work that was done on my behalf the people who came out to support me the incredible excitement — I saw that today in Nashua,8014,8146
22,I got here it was amazing Chris,8446,8477
23,The level of enthusiasm people who were with me before people who were with President Obama in 08 everybody working so hard to support me to get to that primary to do everything we possibly can,8757,8950
24,Were not leaving anything on the ground,9240,9279
25,Were moving forward,9660,9679
26,"And I think well do well.""  I think everybody should have been impressed",10045,10116
27,Maybe I wasnt as impressed as I should have been but everybody should have been about the way you handled New Hampshire last time around,10424,10560
28,You came off the loss in Iowa,10875,10904
29,You went out there and you would stand there — it was like Bill Clinton staying there until the last dog died,11212,11321
30,You were out there on that arena I remember you standing in a I think it was a field house and you went on and on and on,11551,11671
31,It went on for five hours,11945,11970
32,It was incredible,12310,12327
33,It was a marathon answering every single question of everyone in that room,12652,12726
34,It really was a physical — a marathon,13035,13072
