,sentence,start,end
0,This is our chance – our one chance – to fix our rigged system and create prosperity for each and every American,0,112
1,"""Our vision of hope stands in stark contrast to my opponents campaign of hate."" Hillary Clinton has been running a hate-filled and negative campaign with no policy no solutions and no new ideas",539,732
2,"""By contrast Ive been going around the country offering detailed plans for reform."" All of these reform plans are available on our website",1018,1156
3,While my opponent slanders you as deplorable and irredeemable I call you hardworking American patriots who love your country and want a better future for all of our people,1454,1625
4,You are mothers and fathers soldiers and sailors carpenters and welders,1965,2036
5,You are Democrats Independents and Republicans,2440,2486
6,Above all else you are Americans – and you are entitled to leadership that honors you cherishes you and defends you,2842,2957
7,Every American is entitled to be treated with dignity and respect in our country,3288,3368
8,Whether you vote for me or whether you vote for someone else I will be your champion in the White House,3691,3794
9,Hillary Clinton represents only the insiders the donors and the special interests,4127,4208
10,"""I will be speaking more about Hillary Clintons disqualifying remarks in a minute but first let me invite onto the stage some people who can tell you themselves what they think of her spiteful comments."" ""I have some more thoughts on Clintons remarks I will be sharing momentarily but first I want to tell you what I am going to do to make your life better."" ""Weve outlined a detailed plan on trade on immigration on rebuilding the military on changing our foreign policy."" ""Ive delivered a plan on defeating Islamic terrorism on reforming our tax code on unleashing American energy and on providing school choice to every disadvantaged child in America."" ""Weve released policy after policy solution after solution."" Every day we are putting forward new ideas to make your life better",4220,5004
11,The change will start right away the moment I take my oath of office,5015,5083
12,On my first day we are going to immediately terminate every single unconstitutional executive order signed by President Obama,5408,5533
13,Then I am going to order a review of every single regulation issued over the last eight years,5866,5959
14,All needless job-killing regulations will be cancelled,6333,6387
15,Millions of new jobs will come pouring in,6787,6828
16,We are going to lift the restriction on American energy – this will create another half a million new jobs a year,7163,7276
17,"""Thats just the beginning."" On my first day in office I am going to ask Congress to send me a bill to immediately repeal and replace disastrous Obamacare – this will instantly save another 2 million jobs",7511,7714
18,I am also going to propose a massive tax reduction to unleash prosperity in every city and state in our country,7965,8076
19,On that first day I am also going to instruct the Department of Commerce to immediately begin a review of all foreign trade practices that unfairly hurt American manufacturing,8355,8530
20,I will use every lawful Presidential power to achieve relief for our workers,8843,8919
21,You can read the full 7-point trade plan on my website DonaldJTrump.com,9303,9374
22,North Carolina has lost more than 4 in 10 manufacturing jobs since NAFTA,9747,9819
23,Bill Clinton signed it and Hillary Clinton supported it,10215,10270
24,"""Right here in Ashville youve lost 1 in 5 manufacturing jobs since China joined the World Trade Organization – another Hillary-backed deal."" ""Hillary Clinton owes all of you an apology",10597,10781
25,"And I think youll get that apology right around the same time Hillary Clinton hands over the 33000 emails she deleted."" By the way Hillary Clinton destroyed her emails after she received a congressional subpoena",11034,11245
26,They used a special software called bleach bit,11562,11608
27,She even made her 13 different phones disappear – some of them were even destroyed with a hammer,11980,12076
28,Hillary Clinton obviously had a whole lot to hide including her pay-for-play scandals at Secretary of State,12428,12535
29,Pay-for-play with UBS with Russian Uranium with contracts for her friends and family in Haiti,12897,12990
30,Nothing is so dangerous to American Democracy as when a public official puts their federal office up for sale,13337,13446
31,Hillary Clinton believes she is above the law,13790,13835
32,She also believes that she is above all of you,14191,14237
33,After months of hiding from the press Hillary Clinton came out and finally told the world how she feels about the people of this country,14545,14681
34,"She said tens of millions of patriotic Americans belong in a ""basket of deplorables."" She talks about people like theyre objects not human beings",14970,15115
35,"""She said half of our supporters are not even real Americans and describes the other half as having run out of options – what she cant understand or accept is that the great majority of this country now sees right through the lies and deceptions of a failed political establishment",15323,15604
36,"They want change they want justice and they want a government that puts the American people first."" ""Whether our supporters have lost a job to a factory moved to another country or whether theyre a captain in the police department or a teacher at a local school they are united by their deep and sophisticated understanding of how our political system has abandoned the people."" ""For those who have been hit by hard times they understand better than anyone that its Hillary Clintons Wall Street agenda that has crushed the middle class of this country."" Hillary Clinton spoke with hatred in her heart for these working class Americans",15572,16206
37,She looks down on them – she looks down on all the people who make her life possible,16275,16359
38,She looks down on the carpenters plumbers electricians lawyers and accountants,16721,16799
39,She looks down on the police officers soldiers and firefighters supporting our campaign,17160,17247
40,She looks down on the people who cook her meals drive her cars and dig the coal that powers her electricity,17593,17700
41,She called these Americans every name in the book – racist sexist xenophobic Islamophobic – she said they were not even American,18002,18130
42,Never in history has a major-party presidential candidate so viciously demonized the American voter,18473,18572
43,She was attacking millions of moms and dads who love their children and want a better future for all Americans,18933,19043
44,"""What should these parents tell their children about Hillary Clintons attacks?"" To every kid in America tonight I want you to know: your parents are working so hard to make your life better and to make your country better – and if I get the chance I will fight right alongside them to deliver a better future for everyone",19247,19568
45,Clinton made her remarks at a high-dollar fundraiser in Wall Street,19784,19851
46,Her goal is simple: to bully the American voter out of voting for change,20182,20254
47,The people who rigged the system want to keep things exactly as they are,20590,20662
48,They want to keep our terrible trade deals,21028,21070
49,They want to trap children in failing government schools,21448,21504
50,They want massive regulation to keep small businesses from being able to compete,21864,21944
51,Hillary Clinton can never be President of this country,22305,22359
52,No one who has such a low opinion of the American people can ever be elected as their President,22702,22797
53,Earlier today I had a chance to spend some time with some more of our most amazing Americans,23103,23195
54,I spent the afternoon with the National Guard Association of the United States,23521,23599
