,sentence,start,end
0, Thank you for joining us Madam Secretary,0,40
1,"  Lets talk about that ""Des Moines Register"" — that ""Des Moines Register"" poll that has you in the lead — eight years ago your hopes were dashed by that surge of new voters for Barack Obama",444,631
2,"Are you confident that wont happen again? "" Well George heres what Im confident about",961,1046
3,Weve run a terrific campaign from the grassroots up,1385,1436
4,I feel so proud and grateful to the thousands of Iowans who have joined this campaign,1775,1860
5,And were going to keep working as hard as I can and everybody else until the caucuses conclude tomorrow night,2173,2282
6,Of course its close,2616,2635
7,Its competitive,3023,3038
8,"Thats why I hope everybody who has decided to caucus for me will be sure to come out on Monday night."" "" You did have that surprise on Friday; the State Department saying they will not release 22 emails of yours deemed top secret",3322,3551
9,You want them released,3827,3849
10,"Why are you so confident that release would not compromise national security? What do you know about those emails that we dont?"" "" Well heres what I know",4167,4320
11,I know that this is I think a continuation of the story that has been playing out for months,4591,4683
12,There is no classified marked information on those emails sent or received by me,4998,5078
13,Dianne Feinstein the ranking member of the Intelligence Committee whos had a chance to review them has said that this email chain did not originate with me and that there were no classification markings,5363,5565
14,So I do want them released and of course I cant be clear about exactly what the reasons might be for some in the government as part of this interagency dispute to make this request not to make them public,5763,5967
15,But I would like to see them disclosed and I think they can,6215,6274
16,"It should be disclosed —""    Your supporters — "" — that Im told about them."" "" — your supporters including Agriculture Secretary Tom Vilsack former governor of Iowa and Senator Feinstein herself has suggested its political",6551,6770
17,"Is that what you think?"" "" Well its — Im going to leave that to others who are quite experienced in the ways of Washington to comment on",7015,7151
18,I just have to point out that the timing and some of the leaks that have led up to it are concerning,7386,7486
19,And I just want this matter resolved,7781,7817
20,"The best way to resolve is to do what I asked months ago release these let the public see them and lets move on."" "" You know youve said many times that the emails were not marked classified",8069,8258
21,No evidence that thats not true,8541,8572
22,But the non-disclosure agreement you signed as secretary of state said that that really is not that relevant,8926,9034
23,"It says classified information is marked or unmarked classified and that all of your training to treat all of that sensitively and should know the difference."" "" Well of course",9331,9507
24,And thats exactly what I did,9840,9868
25,I take classified information very seriously,10269,10313
26,You know you cant get information off the classified system in the State Department to put onto an unclassified system no matter what that system is,10648,10796
27,We were very specific about that and you — when you receive information of course there has to be some markings some indication that someone down the chain had thought that this was classified and that was not the case,11026,11244
28,The final thing I would say because clearly the best answer to all of this is release and disclose these materials is that what Im told is that this chain of emails very well included a published newspaper report,11433,11645
29,That seems a little hard to understand that we would be retroactively over classifying a public newspaper article,11913,12026
30,So lets just get it out,12373,12396
31,Lets see what it is and let the American people draw their own conclusions,12757,12831
32,This is very much like Benghazi George,13176,13214
33,You know the Republicans are going to continue to use it beat up on me,13557,13627
34,I understand that,13979,13996
35,Thats the way they are,14384,14406
36,"But after 11 hours of testimony answering every single question in public which I have requested for many months I think its pretty clear theyre grasping at straws and this will turn out —""    Finally on this matter you know a few months back you told my colleague David Mir it was a mistake to set up this private server",14644,14962
37,Yet just this Monday you said there was no error in judgment,15150,15210
