,sentence,start,end
0,"""This morning Donald Trump was asked point blank if he supported the Post-9/11 G.I",0,82
1,Bill and he said no,517,536
2,For a candidate who talks a big game about helping veterans this is a rather astonishing statement,971,1069
3,As a veteran myself I understand just how instrumental this legislation has been in ensuring that the brave men and women who serve our country have every opportunity to succeed when they finish their service,1412,1620
4,Our vets simply cannot risk a president who doesnt understand their needs,1950,2023
5,Furthermore Trump falsely attacked Hillary Clintons commitment to veterans baselessly claiming that she thinks the vets are getting too much,2392,2532
6,That couldnt be further from the truth,2931,2969
7,As a Senator Hillary Clinton repeatedly worked across the aisle to successfully expand veterans benefits,3385,3489
8,And on this campaign she has laid out a comprehensive plan to enhance support for our veterans including a commitment to fight any efforts to the weaken the Post-9/11 G.I,3805,3975
9,Bill,4337,4341
10,"Donald Trump should stop making false attacks stop offering empty rhetoric to our veterans and start offering them the respecting and support they deserve."" "": On the military you raise an important issue",4685,4889
11,We tried to get your campaign and the other campaigns to hold forth on whether or not they supported the current G.I,5162,5278
12,bill,5610,5614
13,As you know in the Congress they did this sneaky vote in the House where there was no roll call and they were going to cut money from the G.I,5917,6058
14,bill to allow for other expenditures for vets,6330,6375
15,The vets were very upset,6725,6749
16,They said no dont take money from us and reallocate it,7096,7150
17,"Find the savings elsewhere."" Do you support maintaining the G.I",7479,7542
18,"bill the way it is right now and even growing it instead of cutting it? "": I dont want to be hurting our vets",7833,7942
19,Our vets have been hurt enough,8244,8274
20,We treat illegal immigrants better than we treat our vets,8580,8637
21,So Im going to do nothing to hurt our vets,8946,8988
22,"Im going to only help the vets --"" : So is that a yes? -- "": -- unlike Hillary Clinton that thinks the vets are getting too much",9259,9387
23,And theyre not getting too much,9649,9680
24,Ive traveled Ive seen so many vets I know so many vets now and I have a lot of friends -- I have developed great friendships among the vets,9966,10105
25,"Our vets are being treated so badly --"" : So is that a yes I do support the current G.I",10332,10419
26,bill? : No,10730,10740
27,I want to bring jobs back to our country,11114,11154
28,*Rep,11535,11539
29,Lieu is issuing this statement in his individual capacity; his views do not reflect the views of the U.S,11920,12024
30,Government Department of Defense or any other agency,12405,12457
