,sentence,start,end
0,"Hillary Clinton released the following statement on the ongoing labor negotiations between Verizon and their communications workers thousands of whom are based in New York: ""I am disappointed to learn that negotiations have broken down between Verizon and their workers represented by the Communications Workers of America and the International Brotherhood of Electrical Workers",0,378
1,xa0Verizon should come back to the bargaining table with a fair offer for their workers,719,806
2,xa0To preserve and grow Americas middle class we need to protect good wages and benefits including retirement security,1173,1291
3,xa0And we should be doing all we can to keep good-paying jobs with real job security in New York,1620,1716
4,"""Instead Verizon wants to outsource more and more jobs",2074,2128
5,xa0That would mean walking away from workers who have been part of their family and our communities for years – the workers who install and repair our phone and cable service and who respond to customer needs day and night,2407,2629
6,xa0We rely on these men and women as part of the communications infrastructure that keeps businesses and our economy moving,2885,3008
7,xa0Verizon should do the right thing and return to negotiations,3363,3426
8,"""I believe in the power of collective bargaining",3824,3872
9,xa0If elected President I will do everything in my power to protect workers protect unions and give businesses the incentives and support to keep jobs here,4215,4370
10,"I will also fight for an America where workers do not have to go on strike to have health care secure jobs and pensions."" ",4807,4928
