,sentence,start,end
0,Today Donald J,0,14
1,Trump unveiled a new radio ad to begin airing in Iowa and New Hampshire featuring his daughter Ivanka Trump,427,534
2,Mr,947,949
3,"Trump stated ""My family has been so supportive of me and my candidacy and I am so proud of Ivanka",1362,1459
4,She is a terrific person a devoted mother and an exceptional entrepreneur,1811,1884
5,Ivanka is doing a fantastic job running my company alongside her brothers and is building many of my biggest jobs,2192,2305
6,"It is so important to have the support of all of my children and Im really proud of this ad."" The ad features Ivanka talking about her father as only a daughter can",2568,2732
7,She discusses what it was like to grow up learning from the GOP frontrunner and what he taught her about becoming a great entrepreneur and parent,2970,3115
8,"Ivanka added ""My father has experienced unparalleled success in business over many decades and built an amazing company that employs thousands of people",3417,3569
9,I have witnessed his vision strength and competence each day of my life,3907,3978
10,"He has been an incredible father to me and my siblings and I love him very much."" Mr",4302,4386
11,Trump continues to lead all national and state polls with the Iowa Caucus just two weeks away,4711,4804
12,Last Thursday Mr,5219,5235
13,Trump participated in the sixth Republican Presidential debate in South Carolina after which he was unanimously declared the winner,5656,5787
14,You can listen to the radio ad here: ,6208,6244
