,sentence,start,end
0,Thank you,0,9
1,In 18 days we are going to win the state of North Carolina and we are going to win the White House,405,503
2,"""Our opponents have spent more money than ever before in the history of campaigns -- raised from special interests -- and yet we are leading in the polls from Rasmussen LA Times and Investors Business Daily."" Early voting is underway so make sure to send in your ballot",854,1123
3,Together we are going to deliver real change that puts America First,1369,1437
4,We are going to renegotiate our terrible trade deals end illegal immigration stop the massive inflow of refugees reduce surging crime cut taxes and regulations unleash job-producing American energy rebuild our military and take care of our Vets and repeal and replace the disaster known as Obamacare,1729,2028
5,"""Your jobs will come back under a Trump Administration",2322,2376
6,Your incomes will go up under a Trump Administration,2786,2838
7,Your taxes will go way down under a Trump Administration,3224,3280
8,"Your companies wont be leaving North Carolina under a Trump Administration."" We will be a strong nation again",3643,3752
9,American Leadership has grown so weak that the Philippines have broken with decades of pro-American foreign policy to instead leave for the orbit of China and Russia,4076,4241
10,Strength will also require growth,4587,4620
11,"""Right now our economy isnt growing at all",4999,5041
12,We had only around 1% growth in the last quarter,5403,5451
13,"Im going to get us to 4% growth and create 25 million jobs over 10 years."" Many workers are earning less today than they were 18 years ago they are working harder and longer but making less",5714,5903
14,Some of them are working two three jobs but still taking home less money,6176,6248
15,Companies like Carrier are firing their workers and moving to Mexico,6591,6659
16,Ford is moving all of its small car production to Mexico,7012,7068
17,"""When Im President if companies want to fire their workers and leave for Mexico then we will charge them a 35% tax when they want to ship their products back into the United States",7347,7527
18,"That means the companies wont leave in the first place and if they do well at least make money when they ship their products across the border."" ""Hillary Clinton has raised countless millions of dollars from big donors who want to ship our jobs to other countries – including millions of dollars from corporations and countries pushing the Trans-Pacific Partnership",7671,8036
19,"Thats how our system is corrupt and broken."" ""Were going to take on big donors big business and big media that have enriched themselves at your expense."" The media is so corrupt that Hillary was given the exact questions to a previous debate word for word by Donna Brazile – who is now under tremendous pressure to resign",8143,8464
20,Hillary was given the questions used the questions and never said that she did something that was totally inappropriate,8671,8790
21,Years ago there was a show called the $64000 question – a contestant got the questions in advance his life was ruined,9103,9220
22,This is even bigger because we are playing for the presidency of the United States,9536,9618
23,Hillary Clinton is the most corrupt person ever to seek the office of the Presidency,9952,10036
24,"""Now from WikiLeaks weve just learned she tried to get $12 million from the King of Morocco for an appearance – more pay-for-play."" That is why I am proposing a package of ethics reforms to make our government honest once again",10297,10524
25,"""Its time to drain the swamp in Washington D.C."" Those reforms include the following: A 5 year-ban on White House and Congressional officials becoming lobbyists after they leave government service",10753,10949
26,A lifetime ban on White House officials lobbying on behalf of a foreign government,11280,11362
27,A complete ban on foreign lobbyists raising money for American elections,11757,11829
28,Additionally I am going to push for a constitutional amendment to impose term limits on all members of Congress,12202,12313
29,Not only will we end government corruption but we will end economic stagnation,12663,12741
30,My plan for the economy can be summed up in three simple words: Jobs Jobs Jobs At the center of my historic jobs plan will be fixing our terrible trade deals,13028,13185
31,47 million Americans are in poverty and 45 million Americans are on Food Stamps,13466,13545
32,We have nearly an $800 billion dollar annual trade deficit in goods with the world and the worst so-called recovery since the Great Depression,13867,14009
33,North Carolina has lost nearly half of its manufacturing jobs since NAFTA a deal signed by Bill Clinton and supported by Hillary Clinton,14313,14449
34,"""Weve lost 70000 factories since Chinas entry into the World Trade Organization – another Bill and Hillary-backed deal."" We are living through the greatest jobs theft in the history of the world",14739,14933
35,A Trump Administration is going to renegotiate NAFTA stand up to foreign cheating and stop the jobs from leaving our country,15221,15345
36,We are going to start making things in America again – and we are going to start making things in North Carolina again,15633,15751
37,In order to bring manufacturing back to North Carolina Ohio Michigan Pennsylvania and so many other places we are going to undertake a major reform of our federal bureaucracy,16022,16196
38,American trade policy is currently mismanaged by dozens of competing bureaucracies spread across the Departments of Agriculture Commerce Labor State and Treasury Department and the U.S,16513,16697
39,Trade Representative,17095,17115
40,In my administration all trade policymaking will be consolidated into one Office,17554,17634
41,It will report to what we call the American Desk,18040,18088
42,The mission of the American Desk will be to protect the economic interests of the American worker and the national interests of the United States,18426,18571
43,"""Its going to be America First."" As part of our plan to bring back our jobs we are going to lower our business tax from 35 percent to 15 percent",18823,18967
44,We are also going to rebuild our inner cities,19264,19309
45,African- Americans and Hispanics living in the inner cities are suffering,19653,19726
46,The violence is unbearable,20086,20112
47,You walk to the store with your child and you get shot,20473,20527
48,There is no education there are no jobs there is no safety,20874,20932
49,Nearly 3500 people have been shot in Chicago since the beginning of the year,21259,21335
50,"""Homicides are up nearly 50% in Washington D.C",21680,21726
51,and more than 60% in Baltimore,22088,22118
52,"And its getting worse."" To the African-American and Hispanic voters suffering I say: what do you have to lose? Vote for Donald Trump",22439,22571
53,I will fix it,22883,22896
54,We will be a rich nation once again,23251,23286
55,But to be a rich country we must also be a safe country,23616,23671
56,National Security begins at the border,24006,24044
57,"Speaking in secret to a foreign bank Hillary Clinton said her dream is for totally ""open trade and open borders."" ""Hillarys plan includes an open border with the Middle East – meaning generations of radicalism and terrorism spreading and growing within our shores."" So let me state this as clearly as I can",24306,24612
58,"""If Im elected President I am going to keep Radical Islamic Terrorists out of our country."" We will also stop the crisis of illegal immigration",24818,24961
59,A Trump Administration will secure and defend our borders,25279,25336
60,And yes we will build a wall,25734,25762
61,We have the first-ever endorsement from our ICE and Border Patrol officers,26162,26236
62,"""As Secretary of State Hillary Clinton allowed thousands of criminal aliens to be released because their home countries wouldnt take them back."" It was just reported that a man deported from our country 10 times in six years has been charged with raping a 12-year old girl",26510,26782
63,In August Texas Police arrested a serial illegal immigrant rapist who had been deported five times his victims included one 68 year-old woman with a cane who took his offer to drive her home,26973,27163
64,He left her on the side of a dirt road,27441,27479
65,A 64 year-old Air Force Veteran Marilyn Pharis was raped and beaten to death with a hammer by a repeat-offending criminal illegal immigrant who should have been deported – but never was,27754,27939
66,What kind of government allows its citizens to suffer such horrors? Either we win this election or we lose the country,28221,28339
67,A victory in November will be a victory for you the American people,28646,28713
68,Here are some of the amazing things we are going to do for our country starting in 2017: We are going to have the biggest tax cut since Ronald Reagan; eliminate every unnecessary job-killing regulation; defend religious liberty; provide school choice to every low-income child in America and we are going to end Common Core; support the men and women of law enforcement; save the 2nd amendment; and appoint Justices to the Supreme Court who will uphold and defend the Constitution of the United States,28854,29355
69,You have 18 days to make every dream you ever dreamed of for your country come true,29491,29574
70,Our campaign is powered by our love for this country and our love for our fellow citizens,29891,29980
71,"""Its a campaign about rejecting the cynicism and elitism of our failed political establishment."" I am going to fight for every citizen of every background from every stretch of this nation",30275,30463
72,"""Im going to fight for every child living in poverty."" ""Im going to fight for every mom who lost her child to illegal immigration and drugs and gang violence."" ""Im going to fight for every community whose jobs and factories have been ripped out of states like North Carolina and shipped to other countries."" ""Im going to fight for every person in this country who believes government should serve the people – not the donors and special interests."" And I am going to fight to bring us all together as Americans",30532,31042
73,Imagine what our country could accomplish if we started working together as One People under One God saluting One American Flag,31150,31277
74,"""Youre going to look back at this rally for the rest of your life."" ""Youre going to remember this day."" ""This is a movement like youve never seen before."" ""Youre going to look back at this election and say this is by far the most"" ""important vote youve ever cast for anyone at any time."" Because if we win – We Will Make America Wealthy Again",31446,31788
75,We Will Make America Strong Again,32105,32138
76,We Will Make America Safe Again,32537,32568
77,And We Will Make America Great Again,32967,33003
