,sentence,start,end
0,"""Thank you",0,10
1,"Its wonderful to be back in North Carolina."" Come November 8 we are going to win this state and we are going to win the White House",415,546
2,We are going to bring back your jobs,951,987
3,We are going to cut your taxes,1377,1407
4,We are going to renegotiate our disastrous trade deals,1764,1818
5,And we are going to protect our country from Radical Islamic Terrorism,2168,2238
6,Over the weekend there were Islamic terrorist attacks in Minnesota and New York City and in New Jersey,2587,2689
7,These attacks were made possible because of our extremely open immigration system which fails to properly vet and screen the individuals or families coming into our country,3016,3188
8,Attack after attack – from 9/11 to San Bernardino to Orlando – we have seen how failures to screen who is entering the United States puts all of our citizens in danger,3447,3614
9,So let me state this very clearly: immigration security is national security,3902,3978
10,"""My opponent has the most open borders policy of anyone ever to seek the presidency",4336,4419
11,"As Secretary of State she allowed thousands of criminal aliens to be released into our communities because their home countries wouldnt take them back."" ""Now Obama wants to bring in an additional 110000 refugees and Hillary wants a 550% increase in Syrian refugees",4695,4959
12,Altogether Hillary Clintons plan would bring in 620000 refugees in her first term – with no effective way to screen or vet them,5210,5337
13,"Her plan would cost $400 billion dollars in terms of lifetime welfare and entitlement costs."" ""This isnt just a matter of terrorism but also quality of life",5627,5783
14,"We want to make sure we are only admitting people into our country who love our country."" My highest duty as President is to protect our citizens and to uphold the Constitution of the United States",6022,6219
15,I will honor that duty to the fullest extent every single day – and I will never waver in that sacred obligation,6458,6570
16,"""Its just a plain fact that our current immigration system makes no real attempt to determine the views of the people entering",6855,6981
17,"Since 9/11 hundreds of immigrants and their children have been implicated in terrorism and terrorist-related activity in the United States."" Now we learn that another 858 immigrants from dangerous countries have slipped into our country and been granted citizenship despite pending deportation orders",7252,7552
18,This is unacceptable,7919,7939
19,Altogether there are nearly 1 million individuals in the United States with deportation orders who have not yet been removed,8350,8474
20,In the 20th Century the United States defeated Fascism Nazism and Communism,8847,8922
21,Now we must defeat Radical Islamic Terrorism,9330,9374
22,"""Yet my opponent wont even say the words Radical Islamic Terrorism",9785,9851
23,In fact Hillary Clinton talks tougher about my supporters than she does about Islamic terrorists,10231,10327
24,She calls the patriotic Americans who support our campaign – many of them cops and soldiers – deplorable and irredeemable,10676,10797
25,"Has she ever talked that way about Radical Islam or about those who oppress and murder women and gays overseas? Has Hillary Clinton ever called people who support these practices deplorable and irredeemable? In many countries overseas non-believers face the death penalty – where is Hillarys condemnation here?"" ""Lets ask Hillary Clinton: how many people who subscribe to Radical Islamic views and support the oppression of non-believers would you call deplorable or irredeemable – or are those words reserved only for hardworking Americans that truly love their country and that support Donald Trump?"" America can never elect a President like Hillary Clinton who apparently with her choice of words thinks decent American citizens are a bigger threat than Radical Islamic Terrorists",10821,11604
26,Anyone who cannot name our enemy is not fit to lead this country,11654,11718
27,Anyone who cannot condemn the hatred oppression and violence of Radical Islam lacks the moral clarity to serve as our President,12073,12200
28,The commander-in-chief of this nation must speak with moral clarity and conviction,12533,12615
29,Our system of government is the best in the world and as your President I will defend our values – and speak out against all those who assault our values in any way,12906,13070
30,"""Its also time to remember one very important word: accountability",13368,13434
31,"All this disaster with ISIS happened on Hillary Clintons watch."" Her policies in Iraq Libya and Syria are responsible for the rise of ISIS",13751,13889
32,Her attacks on me are all meant to deflect from her record of unleashing this monstrous evil upon us,14205,14305
33,Her timetable withdrawal from Iraq her push for regime change in Libya and Syria her open borders policies – these are the actions that unleashed the ISIS disaster,14588,14751
34,So she will say and do anything to distract from that record of total failure,15050,15127
35,Her claim that my opposition to Radical Islamic Terrorism is a recruiting tool demonstrates a level of ignorance about the terror threat that is disqualifying,15450,15608
36,"When she says my opposition to radical Islamic Terror provides ""aid and comfort"" to the enemy we know that Hillary Clinton has once again demonstrated that she is dangerously unfit for office",15901,16092
37,Her comments are not only reckless but beneath the dignity of the office she seeks,16402,16484
38,"""ISIS is torturing murdering executing and exterminating people in a campaign of genocide",16853,16942
39,And what is Hillary Clintons suggestion? That we should censor our vocabulary so as not to upset these butchers,17296,17407
