,sentence,start,end
0,Thank you,0,9
1, n Thank you very much,418,439
2, n We love New Hampshire I can tell you that,848,891
3, n I need to open with a very critical breaking news announcement,1300,1364
4," n ""The FBI has just sent a letter to Congress informing them that they have discovered new e-mails pertaining to the former Secretary of State Hillary Clintons investigationn"" Audience: Lock her up! Lock her up! Lock her up!n And they are reopening her case into her criminal and illegal conduct that threatens the security of the United States of America",1680,2035
5," n ""Hillary Clintons corruption is on a scale we have never seen before",2245,2315
6,We must not let her take her criminal scheme into the Oval Office,2653,2718
7,I have great respect for the fact that the FBI and the Department of Justice are now willing to have the courage to right the horrible mistake that they made,2985,3142
8,""" n ""This was a grave miscarriage of justice that the American people fully understood",3422,3508
9,And it is everybodys hope that it is about to be corrected,3828,3886
10,""" n So that is a big announcement that I heard 10 minutes ago and I guess obviously most of you folks have heard about and in all fairness for all of the people that have suffered for doing so much less including just recently four-star General James Cartwright General Petraeus and many others",4086,4380
11,Perhaps finally justice will be done,4640,4676
12," n ""With that being said the rest of my speech is going to be so boring",5028,5098
13,Should I even make the speech? We will talk about borders right? We will talk about trade,5414,5503
14,"Well bring back our jobs well strengthen our military and lets get going OK? "" n I want to thank General Flynn hes a great general and I want to thank you for being here General",5746,5923
15,Thank you very much,6195,6214
16,Just before General Flynn was going up we heard this news,6549,6606
17,"I said ""General get up there and keep them busy",6933,6980
18,"We want to digest what just happened here."" Thank you General.n In 11 days we are going to win New Hampshire   the state of my first victory",7260,7398
19,And we are going to win back the White House,7688,7732
20, n Seventy-five percent of the American people think our country is on the wrong track and we are going to fix it,8010,8122
21,We are going to get our country back on the right track and very very quickly,8420,8497
22,"Real change begins with immediately repealing and replacing Obamacare  n ""We cant forget how big a news that is we cant lose track",8785,8914
23,"Its a disaster just like everything else in this administration.n"" It has just been announced that Americans are going to experience another massive double-digit hike in Obamacare premiums including a 116 percent premium hike to our very good friends in the great state of Arizona.n Even Bill Clinton admitted Obamacare is the craziest thing in the world where people wind up with their premiums doubled and their coverage cut in half.n In Minnesota where the premium increase will be almost 60 percent the Democratic governor said the Affordable Care Act is no longer affordable",9018,9597
24,"Jonathan Gruber the architect of Obamacare  "" admitted it was all a fraud and he said it was passed because of the stupidity of the American voter",9686,9831
25,Hey were doing a lot of good work arent we? Were catching all of these people,10119,10196
26,Were doing a good job,10518,10539
27,Jonathan Gruber theres another,10893,10923
28,See we didnt forget,11276,11295
29,"I never forgot Jonathan Gruber.n"" ""I said you know if I do this were going to run and his name came up and people forget after a week or two",11577,11717
30,I said I am never going to forget Jonathan Gruber the architect of Obamacare and what he said,11959,12052
31,So we did not forget,12372,12392
32,Almost can you imagine its like a little more than a week before the election,12737,12814
33,"We didnt forget the name Jonathan Gruber.n"" ""But the only real stupidity is that shown by our politicians who passed this monstrosity over the furious objection of certain politicians and the American voter",13107,13313
34,Job-killing Obamacare is just one more way the system is rigged,13636,13699
35,What Ive just announced previously it might not be as rigged as I thought,14051,14124
36,"Right? Right? "" n ""The FBI I think theyre going to right the ship folks",14439,14510
37,I think theyre going to right the ship,14849,14887
38,""" n ""And theyre going to save their reputation by doing so.n"" Hillary Clinton wants to double down on Obamacare destroying American health care forever",15203,15354
39,She wants to expand Obamacare and make it even more expensive,15677,15738
40,I will repeal and replace Obamacare and we will replace it with a much less expensive plan and a plan that is much much better,16067,16193
41," n ""Just this year Hillary Clinton declared Obamacare is one of the greatest accomplishments of President Obama the Democratic Party and our country",16489,16636
42,Well that was thats turned out to be wrong,16961,17003
43,Do they do anything right? We dont win anymore,17364,17410
44,We dont I mean youre going to have such a good time starting in 17,17749,17815
45,Were going to start winning again,18139,18172
46,Were going to start winning again,18544,18577
47,""" n ""Because its turned out and Ive been saying this from before it passed Obamacare is a catastrophe beyond imagination",18922,19042
48,Insurers are leaving doctors are quitting companies are fleeing workers hours are being cut part-time jobs are all over the place,19368,19497
49,Those beautiful full-time jobs that you used to have dont exist and deductibles are through the roof,19824,19924
50,You dont get to use it,20252,20274
51,We dont get rid of Obamacare we have no choice,20612,20658
52,But if we dont get rid of it our health care system is gone forever,20963,21030
53,"Well never have another chance.n"" ""And by the way if we dont win this election youre never going to have another chance either that I can tell you",21297,21443
54,Never going to happen again,21754,21781
55,Repealing Obamacare is one of the single most important reasons we must win on November 8th,22132,22223
56,""" n ""But real change also means getting rid of the corruption in Washington and again maybe thats happened",22520,22626
57,Wow,22955,22958
58,We have a big day,23318,23335
59,""" n No think of it I won my first primary in New Hampshire and I am getting here and the news this morning is this is bigger than Watergate",23626,23765
60,This is bigger than Watergate in my opinion,24052,24095
61,"This is bigger than Watergate  n ""Hillary bleached and deleted 33000 e-mails after receiving a congressional subpoena",24447,24563
62,That alone to me there were more serious things done but how does it get much more? But that was so obvious,24882,24989
63,She gets the subpoena and she bleaches and deletes 33000 e-mails,25307,25371
64,That to me because it was so simple you know? Not its not about the sale of the uranium that nobody knows what it means I know what it means to Russia,25635,25785
65,Then she talks to me about Russia,26056,26089
66,"20 percent of the uranium in our country to Russia.n"" But you know the deletion of 33000 e-mails boy that just sort of is so out there after receiving a subpoena from the United States government",26360,26555
67,She lied to Congress she lied to the FBI she made 13 phones disappear some with a hammer,26804,26892
