,sentence,start,end
0,"""Id like to take a moment to talk about the heartbreak and devastation in Louisiana a state that is very special to me."" We are one nation",0,138
1,When one state hurts we all hurt – and we must all work together to lift each other up,545,631
2,Working building restoring together,983,1018
3,Our prayers are with the families who have lost loved ones and we send them our deepest condolences,1363,1462
4,Though words cannot express the sadness one feels at times like this I hope everyone in Louisiana knows that our country is praying for them and standing with them to help them in these difficult hours,1731,1932
5,We are one country one people and we will have together one great future,2193,2265
6,"""Tonight Id like to talk about the New American Future we are going to create together."" Last week I laid out my plan to bring jobs back to our country",2534,2685
7,On Monday I laid out my plan to defeat Radical Islamic Terrorism,2960,3024
8,On Tuesday in Wisconsin I talked about how we are going to restore law and order to this country,3336,3432
9,Let me take this opportunity to extend our thanks and our gratitude to the police and law enforcement officers in this country who have sacrificed so greatly in these difficult times,3717,3899
10,The chaos and violence on our streets and the assaults on law enforcement are an attack against all peaceful citizens,4189,4306
11,If I am elected President this chaos and violence will end – and it will end very quickly,4612,4701
12,Every single citizen in our land has a right to live in safety,5005,5067
13,To be one united nation we must protect all of our people,5381,5438
14,But we must also provide opportunities for all of our people,5776,5836
15,We cannot make America great again if we leave any community behind,6180,6247
16,Nearly Four in ten African-American children are living in poverty.I will not rest until children of every color in this country are fully included in the American Dream,6571,6740
17,Jobs safety opportunity,7115,7138
18,Fair and equal representation,7573,7602
19,This is what I promise to African-Americans Hispanic-Americans and all Americans,8012,8092
20,But to achieve this New American Future we must break from the failures of the past,8454,8537
21,"""As you know I am not a politician",8916,8950
22,I have worked in business creating jobs and rebuilding neighborhoods my entire adult life,9323,9412
23,"Ive never wanted to learn the language of the insiders and Ive never been politically correct – it takes far too much time and can often make more difficult."" ""Sometimes in the heat of debate and speaking on a multitude of issues you dont choose the right words or you say the wrong thing",9656,9944
24,I have done that and I regret it particularly where it may have caused personal pain,10155,10239
25,"Too much is at stake for us to be consumed with these issues."" But one thing I can promise you is this: I will always tell you the truth",10495,10631
26,"""I speak the truth for all of you and for everyone in this country who doesnt have a voice."" I speak the truth on behalf of the factory worker who lost his or her job",10846,11012
27,I speak the truth on behalf of the Veteran who has been denied the medical care they need – and so many are not making it,11225,11346
28,They are dying,11633,11647
29,I speak the truth on behalf of the family living near the border that deserves to be safe in their own country but is instead living with no security at all,11947,12103
