,sentence,start,end
0,Today Donald J,0,14
1,Trump announced State Representative Joseph A,439,484
2,Trillo will serve as the Honorary Chairman of his campaign in the state of Rhode Island,909,996
3,Mr,1421,1423
4,"Trump stated ""It is my pleasure to have Joe serve as our Honorary Chairman in the great state of Rhode Island",1848,1957
5,Securing our border and solving the issue of illegal immigration has become a cornerstone of my campaign and I have great respect for Joes passion with regard to solving this problem,2233,2415
6,"With the help of Joe and so many other supporters in Rhode Island we will Make America Great Again."" State Representative Joseph A",2696,2826
7,"Trillo currently serves as the Minority Whip in the Rhode Island General Assembly is host of the statewide cable TV show ""Trillo Talks"" and is a life-long businessman and real estate investor",3094,3285
8,He has been an outspoken opponent of illegal immigration having traveled to the Mexican border to see first-hand how serious the problem really is,3562,3708
9,Trillo has introduced e-verify legislation and supported the prohibition of illegal immigrants obtaining drivers licenses,4100,4221
10,Trillo previously served as Republican National Committeeman for the state,4631,4705
11,"Trillo added ""As a long-time admirer of Mr",5134,5176
12,Trumps business acumen it is a great honor to now serve as his Honorary Campaign Chairman for Rhode Island where his vision and messageare clearly resonating,5538,5695
13,"I look forward to helping take that message to even more voters so we can Make America Great Again."" Mr",5983,6086
14,Trump continues to be the definitive front-runner in all national polls,6510,6581
15,Yesterday day he campaigned in Windham New Hampshire before traveling to     and South Carolina for multiple visits throughout the week,7032,7163
