,sentence,start,end
0,"""This months floods in Louisiana are a crisis that demand a national response",0,77
1,More than 30000 people have been rescued by the Coast Guard National Guard and other emergency responders,515,620
2,Thousands of people have lost everything,1058,1098
3,At least 13 lost their lives,1523,1551
4,We must make sure that all resources are brought to bear in responding to the crisis and helping communities rebuild,1906,2022
5,"""That is why I have called on supporters of this campaign to give what they can to the Red Cross to bring much-needed aid and supplies to the more than 100000 people affected by the floods",2275,2463
6,We also need to make sure that this crisis is not compounded by another by ensuring mosquito abatement is happening hand-in-hand with flood response to reduce the riska of mosquitoes that could carry the Zika virus from gaining a foothold in Louisiana,2662,2913
7,"""The best way to help Louisianans affected by these terrible floods is to make sure they have the resources they need today",3171,3294
8,I am committed to visiting communities affected by these floods at a time when the presence of a political campaign will not disrupt the response to discuss how we can and will rebuild together,3558,3751
9,"""In times of crisis Americans have always come together to lift each other up support each other and rebuild stronger and better than before",4037,4177
10,"That is what we must do now in Louisiana and I am committed to standing with Louisianans every step of the way."" ",4599,4711
